ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	LEXSTATID	ALIGNMENT
8048	box	KEMBuu1	tántán / bə̀ntántán	t a.⁵/a n t a.⁵/a n	1 7 4 1 7 4	AXMBYN	TANTAN	21	21.T.C 21.A.V 21.N.c 21.T.C 21.A.V 21.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ta.⁵/anta.⁵/an	0	909	364	- - - t a.⁵/a n t a.⁵/a n -
8049	box	KCYBuu2	tántán / bə̀ntántán	t a.⁵/a n t a.⁵/a n	1 7 4 1 7 4	AXMBYN	TANTAN	18	18.T.C 18.A.V 18.N.c 18.T.C 18.A.V 18.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ta.⁵/anta.⁵/an	0	909	364	- - - t a.⁵/a n t a.⁵/a n -
8050	box	KDVFang1	tántán / tə̀ntántán	t a.⁵/a n t a.⁵/a n	1 7 4 1 7 4	AXMBYN	TANTAN	20	20.T.C 20.A.V 20.N.c 20.T.C 20.A.V 20.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ta.⁵/anta.⁵/an	0	909	364	- - - t a.⁵/a n t a.⁵/a n -
8051	box	KJSFang2	tántán / tə̀ntántán	t a.⁵/a n t a.⁵/a n	1 7 4 1 7 4	AXMBYN	TANTAN	24	24.T.C 24.A.V 24.N.c 24.T.C 24.A.V 24.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ta.⁵/anta.⁵/an	0	909	364	- - - t a.⁵/a n t a.⁵/a n -
8052	box	ZKGKung1	kə́títáɪ̄ / útítáɪ̄	k ə.⁵/ə t i.⁵/i t a.⁵/a ɪ.³/ɪ	1 7 1 7 1 7 7	AXBYBYZ	KETITAI	53	53.K.C 53.E.V 53.T.C 53.I.V 53.T.C 53.A.V 53.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kə.⁵/əti.⁵/ita.⁵/aɪ.³/ɪ	0	909	364	k ə.⁵/ə - t i.⁵/i - t a.⁵/a - ɪ.³/ɪ
8053	box	BNMKung2	kə́títáɪ̄ / útítáɪ̄	k ə.⁵/ə t i.⁵/i t a.⁵/a ɪ.³/ɪ	1 7 1 7 1 7 7	AXBYBYZ	KETITAI	7	7.K.C 7.E.V 7.T.C 7.I.V 7.T.C 7.A.V 7.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kə.⁵/əti.⁵/ita.⁵/aɪ.³/ɪ	0	909	364	k ə.⁵/ə - t i.⁵/i - t a.⁵/a - ɪ.³/ɪ
8054	box	LFNMundabli1	kwà / kwàbó	k w a.¹/a	1 6 7	ACX	KWA	26	26.K.C 26.W.C 26.A.V	2.0 1.5 1.5	kwa.¹/a	1	920	366	k w a.¹/a
8055	box	NINMundabli4	kwà / kwàbó	k w a.¹/a	1 6 7	ACX	KWA	39	39.K.C 39.W.C 39.A.V	2.0 1.5 1.5	kwa.¹/a	1	920	366	k w a.¹/a
8056	box	NEAMunken1	àntə́ntán / bìntə́ntán	a.¹/a n t ə.⁵/ə n t a.⁵/a n	7 4 1 7 4 1 7 4	XMBYMBYN	ANTENTAN	35	35.A.V 35.N.c 35.T.C 35.E.V 35.N.c 35.T.C 35.A.V 35.N.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	a.¹/antə.⁵/ənta.⁵/an	1	909	364	- a.¹/a n t ə.⁵/ə n t a.⁵/a n -
8057	box	TNTMunken2	àntə́ntán / bìntɨ́ntán	a.¹/a n t ə.⁵/ə n t a.⁵/a n	7 4 1 7 4 1 7 4	XMBYMBYN	ANTENTAN	51	51.A.V 51.N.c 51.T.C 51.E.V 51.N.c 51.T.C 51.A.V 51.N.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	a.¹/antə.⁵/ənta.⁵/an	0	909	364	- a.¹/a n t ə.⁵/ə n t a.⁵/a n -
8058	box	WCANgun1	kə̀tə́ntán / bìtə́ntán	k ə.¹/ə t ə.⁵/ə n t a.⁵/a n	1 7 1 7 4 1 7 4	AXBYMBYN	KETENTAN	52	52.K.C 52.E.V 52.T.C 52.E.V 52.N.c 52.T.C 52.A.V 52.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	kə.¹/ətə.⁵/ənta.⁵/an	0	909	364	k ə.¹/ə - t ə.⁵/ə n t a.⁵/a n -
8059	box	AOMNgun2	kə̀tɨ́ntáːn / bìtɨ́ntáːn	k ə.¹/ə t ɨ.⁵/ɨ n t aː.⁵/aː n	1 7 1 7 4 1 7 4	AXBYMBYN	KETINTAN	3	3.K.C 3.E.V 3.T.C 3.I.V 3.N.c 3.T.C 3.A.V 3.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	kə.¹/ətɨ.⁵/ɨntaː.⁵/aːn	1	909	364	k ə.¹/ə - t ɨ.⁵/ɨ n t aː.⁵/aː n -
8060	box	APBMumfu1	tántán / tántán	t a.⁵/a n t a.⁵/a n	1 7 4 1 7 4	AXMBYN	TANTAN	4	4.T.C 4.A.V 4.N.c 4.T.C 4.A.V 4.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ta.⁵/anta.⁵/an	0	909	364	- - - t a.⁵/a n t a.⁵/a n -
8061	box	DNMMumfu2	ǹtántán~sɔ̂ / ǹtántánbə́	n.¹/n t a.⁵/a n t a.⁵/a n	4 1 7 4 1 7 4	ACYMBYN	NTANTAN	9	9.N.C 9.T.C 9.A.V 9.N.c 9.T.C 9.A.V 9.N.c	2.0 1.5 1.3 1.1 1.75 1.3 0.8	n.¹/nta.⁵/anta.⁵/an	1	909	364	- - n.¹/n t a.⁵/a n t a.⁵/a n -
8062	box	BKBMashi2	ntè / bʊ̀ntè	n t e.¹/e	4 1 7	ACZ	NTE	6	6.N.C 6.T.C 6.E.V	2.0 1.5 0.8	nte.¹/e	0	908	365	n t e.¹/e
8063	box	KFKMashi1	ntè / bʊ̀ntè	n t e.¹/e	4 1 7	ACZ	NTE	22	22.N.C 22.T.C 22.E.V	2.0 1.5 0.8	nte.¹/e	0	908	365	n t e.¹/e
16215	box	NFKBiya7	kə̀ntán~kə̀ntə́ntán / bǐːntán~bìtə́ntán	k ə.¹/ə n t a.⁵/a n	1 7 4 1 7 4	AXMBYN	KENTAN	37	37.K.C 37.E.V 37.N.c 37.T.C 37.A.V 37.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kə.¹/ənta.⁵/an	0	909	364	k ə.¹/ə - - - n t a.⁵/a n -
16216	box	FBCBiya8	kə̀ńtán / bìńtán~bìtə́ntán	k ə.¹/ə n.⁵/n t a.⁵/a n	1 7 4 1 7 4	AXMBYN	KENTAN	13	13.K.C 13.E.V 13.N.c 13.T.C 13.A.V 13.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kə.¹/ən.⁵/nta.⁵/an	1	909	364	k ə.¹/ə - - - n.⁵/n t a.⁵/a n -
16217	box	ENBBiya1	kə̀tɨ́ntán / bìtɨ́ntán	k ə.¹/ə t ɨ.⁵/ɨ n t a.⁵/a n	1 7 1 7 4 1 7 4	AXBYMBYN	KETINTAN	12	12.K.C 12.E.V 12.T.C 12.I.V 12.N.c 12.T.C 12.A.V 12.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	kə.¹/ətɨ.⁵/ɨnta.⁵/an	0	909	364	k ə.¹/ə - t ɨ.⁵/ɨ n t a.⁵/a n -
16218	box	ICNBiya2	kə̀tíntán / bə̀tìntán	k ə.¹/ə t i.⁵/i n t a.⁵/a n	1 7 1 7 4 1 7 4	AXBYMBYN	KETINTAN	14	14.K.C 14.E.V 14.T.C 14.I.V 14.N.c 14.T.C 14.A.V 14.N.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	kə.¹/əti.⁵/inta.⁵/an	0	909	364	k ə.¹/ə - t i.⁵/i n t a.⁵/a n -
7412	box (container)	MRYKoshin2	ntáɲtáɲ /  bə̀ntàɲtá	n t a.⁵/a ɲ t a.⁵/a ɲ	4 1 7 4 1 7 4	ACYMBYN	NTANTAN	30	30.N.C 30.T.C 30.A.V 30.N.c 30.T.C 30.A.V 30.N.c	2.0 1.5 1.3 1.1 1.75 1.3 0.8	nta.⁵/aɲta.⁵/aɲ	0	921	367	n t a.⁵/a ɲ t a.⁵/a ɲ
6038	box rattle (zinc)	NMAAbar1	kítʃìtʃákó / bìtʃìtʃákó	k i.⁵/i tʃ i.¹/i tʃ a.⁵/a k o.⁵/o	1 7 1 7 1 7 1 7	AXBYBYBZ	KITITAKU	42	42.K.C 42.I.V 42.T.C 42.I.V 42.T.C 42.A.V 42.K.C 42.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ki.⁵/itʃi.¹/itʃa.⁵/ako.⁵/o	0	931	368	- k i.⁵/i tʃ - - i.¹/i - tʃ a.⁵/a k o.⁵/o
6039	box rattle (zinc)	NACAbar2	ìtʃìtʃákó / mə̀ntʃìtʃákó	i.¹/i tʃ i.¹/i tʃ a.⁵/a k o.⁵/o	7 1 7 1 7 1 7	XBYBYBZ	ITITAKU	31	31.I.V 31.T.C 31.I.V 31.T.C 31.A.V 31.K.C 31.U.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	i.¹/itʃi.¹/itʃa.⁵/ako.⁵/o	0	931	368	- - i.¹/i tʃ - - i.¹/i - tʃ a.⁵/a k o.⁵/o
6040	box rattle (zinc)	NVIAjumbu1	mbáɲkə́tʃâʔ / ə́bə́bwɪ́nbə́tʃâʔ	m b a.⁵/a ɲ k ə.⁵/ə tʃ a.⁵¹/a ʔ	4 1 7 4 1 7 1 7 1	ACYMBYBYN	MPANKETAH	49	49.M.C 49.P.C 49.A.V 49.N.c 49.K.C 49.E.V 49.T.C 49.A.V 49.H.c	2.0 1.5 1.3 1.1 1.75 1.3 1.75 1.3 0.8	mba.⁵/aɲkə.⁵/ətʃa.⁵¹/aʔ	0	933	376	m b a.⁵/a ɲ k ə.⁵/ə tʃ a.⁵¹/a ʔ
6041	box rattle (zinc)	KMNAjumbu2	tʃáːtʃáʔ / kə́tʃáːtʃáʔ	tʃ aː.⁵/aː tʃ a.⁵/a ʔ	1 7 1 7 1	AXBYN	TATAH	25	25.T.C 25.A.V 25.T.C 25.A.V 25.H.c	2.0 1.5 1.75 1.3 0.8	tʃaː.⁵/aːtʃa.⁵/aʔ	0	931	368	- - - tʃ - - aː.⁵/aː - tʃ a.⁵/a ʔ -
6042	box rattle (zinc)	KEMBuu1	dȭːtʃâktə̀nə́ / dʒʊ̂ːmbə́tʃâktə̀nə́	d õː.³/õː tʃ a.⁵¹/a k t ə.¹/ə n ə.⁵/ə	1 7 1 7 1 1 7 4 7	AXBYMBYBZ	TUTAKTENE	21	21.T.C 21.U.V 21.T.C 21.A.V 21.K.c 21.T.C 21.E.V 21.N.C 21.E.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	dõː.³/õːtʃa.⁵¹/aktə.¹/ənə.⁵/ə	0	931	372	d õː.³/õː tʃ a.⁵¹/a k t ə.¹/ə n ə.⁵/ə
6043	box rattle (zinc)	KCYBuu2	kə̀tʃàkàtʃàkà / bə̀tʃàkàtʃàkà	k ə.¹/ə tʃ a.¹/a k a.¹/a tʃ a.¹/a k a.¹/a	1 7 1 7 1 7 1 7 1 7	AXBYBYBYBZ	KETAKATAKA	18	18.K.C 18.E.V 18.T.C 18.A.V 18.K.C 18.A.V 18.T.C 18.A.V 18.K.C 18.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	kə.¹/ətʃa.¹/aka.¹/atʃa.¹/aka.¹/a	0	931	368	- k ə.¹/ə tʃ a.¹/a k a.¹/a - tʃ a.¹/a k a.¹/a
6044	box rattle (zinc)	KDVFang1	kə̀sɪ̂sáŋ / bə̀sɪ̂sáŋ	k ə.¹/ə s ɪ.⁵¹/ɪ s a.⁵/a ŋ	1 7 3 7 3 7 4	AXBYBYN	KESISAN	20	20.K.C 20.E.V 20.S.C 20.I.V 20.S.C 20.A.V 20.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kə.¹/əsɪ.⁵¹/ɪsa.⁵/aŋ	0	930	371	k ə.¹/ə s ɪ.⁵¹/ɪ s a.⁵/a ŋ
6045	box rattle (zinc)	KJSFang2	fəntʃáːtʃá / mə̀ntʃá:tʃá	f ə.³/ə n tʃ aː.⁵/aː tʃ a.⁵/a	3 7 4 1 7 1 7	AXMBYBZ	BENTATA	24	24.B.C 24.E.V 24.N.c 24.T.C 24.A.V 24.T.C 24.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	fə.³/əntʃaː.⁵/aːtʃa.⁵/a	0	933	373	f ə.³/ə n tʃ aː.⁵/aː tʃ a.⁵/a
6046	box rattle (zinc)	MRYKoshin2	fə̀ntásáʔfə́ndʒàŋ /  bə̀tâːsáŋ	f ə.¹/ə n t a.⁵/a s a.⁵/a ʔ f ə.⁵/ə n dʒ a.¹/a ŋ	3 7 4 1 7 3 7 1 3 7 4 1 7 4	AXMBYBYBCYMBYN	BENTASAHBENTAN	30	30.B.C 30.E.V 30.N.c 30.T.C 30.A.V 30.S.C 30.A.V 30.H.C 30.B.C 30.E.V 30.N.c 30.T.C 30.A.V 30.N.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.5 1.3 1.1 1.75 1.3 0.8	fə.¹/ənta.⁵/asa.⁵/aʔfə.⁵/əndʒa.¹/aŋ	0	936	375	f ə.¹/ə n t a.⁵/a s a.⁵/a ʔ f ə.⁵/ə n dʒ a.¹/a ŋ
6047	box rattle (zinc)	LFNMundabli1	ntsántsá / ǹtsántsábó	n ts a.⁵/a n ts a.⁵/a	4 2 7 4 2 7	ACYMBZ	NCANCA	26	26.N.C 26.C.C 26.A.V 26.N.c 26.C.C 26.A.V	2.0 1.5 1.3 1.1 1.75 0.8	ntsa.⁵/antsa.⁵/a	0	935	374	n ts a.⁵/a n ts a.⁵/a
6048	box rattle (zinc)	NINMundabli4	ntsántsá / ntsántsábó	n ts a.⁵/a n ts a.⁵/a	4 2 7 4 2 7	ACYMBZ	NCANCA	39	39.N.C 39.C.C 39.A.V 39.N.c 39.C.C 39.A.V	2.0 1.5 1.3 1.1 1.75 0.8	ntsa.⁵/antsa.⁵/a	0	935	374	n ts a.⁵/a n ts a.⁵/a
6049	box rattle (zinc)	NEAMunken1	àtʃìtʃákə́ndʒàŋ / bìtʃìtʃákə́ndʒàŋ	a.¹/a tʃ i.¹/i tʃ a.⁵/a k ə.⁵/ə n dʒ a.¹/a ŋ	7 1 7 1 7 1 7 4 1 7 4	XBYBYBYMBYN	ATITAKENTAN	35	35.A.V 35.T.C 35.I.V 35.T.C 35.A.V 35.K.C 35.E.V 35.N.c 35.T.C 35.A.V 35.N.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.1 1.75 1.3 0.8	a.¹/atʃi.¹/itʃa.⁵/akə.⁵/əndʒa.¹/aŋ	0	931	368	a.¹/a tʃ i.¹/i tʃ a.⁵/a k ə.⁵/ə n dʒ a.¹/a ŋ -
6050	box rattle (zinc)	TNTMunken2	ìtʃìtʃákə́ / kìtʃìtʃákə́	i.¹/i tʃ i.¹/i tʃ a.⁵/a k ə.⁵/ə	7 1 7 1 7 1 7	XBYBYBZ	ITITAKE	51	51.I.V 51.T.C 51.I.V 51.T.C 51.A.V 51.K.C 51.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	i.¹/itʃi.¹/itʃa.⁵/akə.⁵/ə	0	931	368	- - i.¹/i tʃ - - i.¹/i - tʃ a.⁵/a k ə.⁵/ə
6051	box rattle (zinc)	WCANgun1	ɪtʃìtʃákə́ / kə̀tʃìtʃákə́	ɪ.³/ɪ tʃ i.¹/i tʃ a.⁵/a k ə.⁵/ə	7 1 7 1 7 1 7	XBYBYBZ	ITITAKE	52	52.I.V 52.T.C 52.I.V 52.T.C 52.A.V 52.K.C 52.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ɪ.³/ɪtʃi.¹/itʃa.⁵/akə.⁵/ə	0	931	368	- - ɪ.³/ɪ tʃ - - i.¹/i - tʃ a.⁵/a k ə.⁵/ə
6052	box rattle (zinc)	AOMNgun2	ɪ̀tʃìtʃákə́ / kə̀tʃìtʃákə́	ɪ.¹/ɪ tʃ i.¹/i tʃ a.⁵/a k ə.⁵/ə	7 1 7 1 7 1 7	XBYBYBZ	ITITAKE	3	3.I.V 3.T.C 3.I.V 3.T.C 3.A.V 3.K.C 3.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ɪ.¹/ɪtʃi.¹/itʃa.⁵/akə.⁵/ə	0	931	368	- - ɪ.¹/ɪ tʃ - - i.¹/i - tʃ a.⁵/a k ə.⁵/ə
6053	box rattle (zinc)	APBMumfu1	ƙyékyœ́ / kyékʲœ̂	q j e.⁵/e k j œ.⁵/œ	1 6 7 1 6 7	ACXBCZ	KJEKJU	4	4.K.C 4.J.C 4.E.V 4.K.C 4.J.C 4.U.V	2.0 1.5 1.5 1.75 1.5 0.8	qje.⁵/ekjœ.⁵/œ	0	924	369	q j e.⁵/e k j œ.⁵/œ
6054	box rattle (zinc)	BKBMashi2	átsítsák / bítsítsák	a.⁵/a ts i.⁵/i ts a.⁵/a k	7 2 7 2 7 1	XBYBYN	ACICAK	6	6.A.V 6.C.C 6.I.V 6.C.C 6.A.V 6.K.c	1.5 1.75 1.3 1.75 1.3 0.8	a.⁵/atsi.⁵/itsa.⁵/ak	0	931	370	a.⁵/a ts i.⁵/i ts a.⁵/a k
6055	box rattle (zinc)	KFKMashi1	àtsítsàk / bìtsítsàk	a.¹/a ts i.⁵/i ts a.¹/a k	7 2 7 2 7 1	XBYBYN	ACICAK	22	22.A.V 22.C.C 22.I.V 22.C.C 22.A.V 22.K.c	1.5 1.75 1.3 1.75 1.3 0.8	a.¹/atsi.⁵/itsa.¹/ak	0	931	370	a.¹/a ts i.⁵/i ts a.¹/a k
6056	box rattle (zinc)	ABSMissong1	kìtʃə́tʃáhá / bìtʃə́tsáhá	k i.¹/i tʃ ə.⁵/ə tʃ a.⁵/a h a.⁵/a	1 7 1 7 1 7 3 7	AXBYBYBZ	KITETAHA	1	1.K.C 1.I.V 1.T.C 1.E.V 1.T.C 1.A.V 1.H.C 1.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ki.¹/itʃə.⁵/ətʃa.⁵/aha.⁵/a	0	931	368	- k i.¹/i tʃ - - ə.⁵/ə - tʃ a.⁵/a h a.⁵/a
16219	box rattle (zinc)	NFKBiya7	ɪ̀tʃítʃáːlə́~ɪ̀tʃáklə́ / kə̀tʃìtʃáːlə́~kə̀tʃáklə́	ɪ.¹/ɪ tʃ i.⁵/i tʃ aː.⁵/aː l ə.⁵/ə	7 1 7 1 7 5 7	XBYBYBZ	ITITALE	37	37.I.V 37.T.C 37.I.V 37.T.C 37.A.V 37.L.C 37.E.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ɪ.¹/ɪtʃi.⁵/itʃaː.⁵/aːlə.⁵/ə	0	931	368	- - ɪ.¹/ɪ tʃ - - i.⁵/i - tʃ aː.⁵/aː l ə.⁵/ə
16220	box rattle (zinc)	FBCBiya8	ɪ̀tʃìtʃáká / kə̀tʃìtʃáká	ɪ.¹/ɪ tʃ i.¹/i tʃ a.⁵/a k a.⁵/a	7 1 7 1 7 1 7	XBYBYBZ	ITITAKA	13	13.I.V 13.T.C 13.I.V 13.T.C 13.A.V 13.K.C 13.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ɪ.¹/ɪtʃi.¹/itʃa.⁵/aka.⁵/a	0	931	368	- - ɪ.¹/ɪ tʃ - - i.¹/i - tʃ a.⁵/a k a.⁵/a
16221	box rattle (zinc)	ENBBiya1	ɪ́tʃákə́ / kə́tʃákə́	ɪ.⁵/ɪ tʃ a.⁵/a k ə.⁵/ə	7 1 7 1 7	XBYBZ	ITAKE	12	12.I.V 12.T.C 12.A.V 12.K.C 12.E.V	1.5 1.75 1.3 1.75 0.8	ɪ.⁵/ɪtʃa.⁵/akə.⁵/ə	0	931	368	- - ɪ.⁵/ɪ tʃ - - - - - a.⁵/a k ə.⁵/ə
16222	box rattle (zinc)	ICNBiya2	kə́tʃáká~kətʃáɣá / bə́tʃáká	k ə.⁵/ə tʃ a.⁵/a k a.⁵/a	1 7 1 7 1 7	AXBYBZ	KETAKA	14	14.K.C 14.E.V 14.T.C 14.A.V 14.K.C 14.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kə.⁵/ətʃa.⁵/aka.⁵/a	0	931	368	- k ə.⁵/ə tʃ - - - - - a.⁵/a k a.⁵/a
2671	brain	NMAAbar1	ɪ́tɔ́hɔ́ / mwɨ̃́ntɔ́hɔ́	ɪ.⁵/ɪ t ɔ.⁵/ɔ h ɔ.⁵/ɔ	7 1 7 3 7	XBYBZ	ITUHU	42	42.I.V 42.T.C 42.U.V 42.H.C 42.U.V	1.5 1.75 1.3 1.75 0.8	ɪ.⁵/ɪtɔ.⁵/ɔhɔ.⁵/ɔ	0	937	377	ɪ.⁵/ɪ t ɔ.⁵/ɔ h ɔ.⁵/ɔ
2672	brain	NACAbar2	ɪ̀tɔ́hɔ́ / kɪ̀tɔ́hɔ́	ɪ.¹/ɪ t ɔ.⁵/ɔ h ɔ.⁵/ɔ	7 1 7 3 7	XBYBZ	ITUHU	31	31.I.V 31.T.C 31.U.V 31.H.C 31.U.V	1.5 1.75 1.3 1.75 0.8	ɪ.¹/ɪtɔ.⁵/ɔhɔ.⁵/ɔ	0	937	377	ɪ.¹/ɪ t ɔ.⁵/ɔ h ɔ.⁵/ɔ
2673	brain	NVIAjumbu1	kə̀fwɛ́nə́ / bə̀fwɛ́nə́	k ə.¹/ə f w ɛ.⁵/ɛ n ə.⁵/ə	1 7 3 6 7 4 7	AXBCYBZ	KEBWENE	49	49.K.C 49.E.V 49.B.C 49.W.C 49.E.V 49.N.C 49.E.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kə.¹/əfwɛ.⁵/ɛnə.⁵/ə	1	947	381	k - ə.¹/ə f - w ɛ.⁵/ɛ n ə.⁵/ə
2674	brain	KMNAjumbu2	kɥàːfə́ / bə̀kɥàːfə́	k ɥ aː.¹/aː f ə.⁵/ə	1 6 7 3 7	ACXBZ	KJABE	25	25.K.C 25.J.C 25.A.V 25.B.C 25.E.V	2.0 1.5 1.5 1.75 0.8	kɥaː.¹/aːfə.⁵/ə	0	947	381	k ɥ aː.¹/aː f - - - - ə.⁵/ə
2675	brain	KEMBuu1	kə̀fə́kə́nə́ / ø	k ə.¹/ə f ə.⁵/ə k ə.⁵/ə n ə.⁵/ə	1 7 3 7 1 7 4 7	AXBYBYBZ	KEBEKENE	21	21.K.C 21.E.V 21.B.C 21.E.V 21.K.C 21.E.V 21.N.C 21.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kə.¹/əfə.⁵/əkə.⁵/ənə.⁵/ə	0	947	381	k - ə.¹/ə f ə.⁵/ə k ə.⁵/ə n ə.⁵/ə
2676	brain	KCYBuu2	fə́kə́~mfə́kə́ / mə̀mfə́kə́nə́	f ə.⁵/ə k ə.⁵/ə	3 7 1 7	AXBZ	BEKE	18	18.B.C 18.E.V 18.K.C 18.E.V	2.0 1.5 1.75 0.8	fə.⁵/əkə.⁵/ə	0	940	380	f ə.⁵/ə k ə.⁵/ə
2677	brain	KDVFang1	tə̀fə̂	t ə.¹/ə f ə.⁵¹/ə	1 7 3 7	AXBZ	TEBE	20	20.T.C 20.E.V 20.B.C 20.E.V	2.0 1.5 1.75 0.8	tə.¹/əfə.⁵¹/ə	0	937	377	- t ə.¹/ə f ə.⁵¹/ə
2678	brain	KJSFang2	tə̀fə̂	t ə.¹/ə f ə.⁵¹/ə	1 7 3 7	AXBZ	TEBE	24	24.T.C 24.E.V 24.B.C 24.E.V	2.0 1.5 1.75 0.8	tə.¹/əfə.⁵¹/ə	0	937	377	- t ə.¹/ə f ə.⁵¹/ə
2679	brain	ZKGKung1	mbwʊ̂mtúkə́ / mbwʊ̂mtúwə́	m b w ʊ.¹⁵/ʊ m t u.¹/u k ə.⁵/ə	4 1 6 7 4 1 7 1 7	ACCYMBYBZ	MPWYMTYKE	53	53.M.C 53.P.C 53.W.C 53.Y.V 53.M.c 53.T.C 53.Y.V 53.K.C 53.E.V	2.0 1.5 1.5 1.3 1.1 1.75 1.3 1.75 0.8	mbwʊ.¹⁵/ʊmtu.¹/ukə.⁵/ə	0	958	382	m b w ʊ.¹⁵/ʊ m t u.¹/u k ə.⁵/ə
2680	brain	LFNMundabli1	fə́l / fə́ːlkō	f ə.⁵/ə l	3 7 5	AXN	BEL	26	26.B.C 26.E.V 26.L.c	2.0 1.5 0.8	fə.⁵/əl	0	940	380	f ə.⁵/ə l -
2681	brain	NINMundabli4	fé / fēːkɛ̄n	f e.⁵/e	3 7	AX	BE	39	39.B.C 39.E.V	2.0 1.5	fe.⁵/e	0	940	380	f e.⁵/e - -
2682	brain	TNTMunken2	kìfɛ́ / kìfɛ́kî	k i.¹/i f ɛ.⁵/ɛ	1 7 3 7	AXBZ	KIBE	51	51.K.C 51.I.V 51.B.C 51.E.V	2.0 1.5 1.75 0.8	ki.¹/ifɛ.⁵/ɛ	0	947	381	k - i.¹/i f - - - - ɛ.⁵/ɛ
2683	brain	WCANgun1	ʊ́tɔ́fɨ́ / kə́tɔ́fɨ́	ʊ.⁵/ʊ t ɔ.⁵/ɔ f ɨ.⁵/ɨ	7 1 7 3 7	XBYBZ	YTUBI	52	52.Y.V 52.T.C 52.U.V 52.B.C 52.I.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊtɔ.⁵/ɔfɨ.⁵/ɨ	0	937	377	ʊ.⁵/ʊ t ɔ.⁵/ɔ f ɨ.⁵/ɨ
2684	brain	AOMNgun2	ɪ̀fɛ̀lɛ́tʊ́ / àfɛ̄bɛ̄lɛ̄tʊ́	ɪ.¹/ɪ f ɛ.¹/ɛ l ɛ.⁵/ɛ t ʊ.⁵/ʊ	7 3 7 5 7 1 7	XBYBYBZ	IBELETY	3	3.I.V 3.B.C 3.E.V 3.L.C 3.E.V 3.T.C 3.Y.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ɪ.¹/ɪfɛ.¹/ɛlɛ.⁵/ɛtʊ.⁵/ʊ	0	939	379	ɪ.¹/ɪ f ɛ.¹/ɛ l ɛ.⁵/ɛ t ʊ.⁵/ʊ
2685	brain	APBMumfu1	fə́l / fə́lbə́	f ə.⁵/ə l	3 7 5	AXN	BEL	4	4.B.C 4.E.V 4.L.c	2.0 1.5 0.8	fə.⁵/əl	0	940	380	f ə.⁵/ə l -
2686	brain	DNMMumfu2	fɛ̀l~fɛ́ló / fɛ̀lkə́~fɛ́l	f ɛ.¹/ɛ l	3 7 5	AXN	BEL	9	9.B.C 9.E.V 9.L.c	2.0 1.5 0.8	fɛ.¹/ɛl	0	940	380	f ɛ.¹/ɛ l -
2687	brain	ABSMissong1	ʊ́tɔ́fə́ / ʊ̀tɔ́fə̀	ʊ.⁵/ʊ t ɔ.⁵/ɔ f ə.⁵/ə	7 1 7 3 7	XBYBZ	YTUBE	1	1.Y.V 1.T.C 1.U.V 1.B.C 1.E.V	1.5 1.75 1.3 1.75 0.8	ʊ.⁵/ʊtɔ.⁵/ɔfə.⁵/ə	0	937	377	ʊ.⁵/ʊ t ɔ.⁵/ɔ f ə.⁵/ə
