	Doculect1	Doculect2	cosDistance
178	APBMumfu1	MRYKoshin2	0.852148903
773	KCYBuu2	NMSMissong4	0.852059666
358	CENMundabli2	KJSFang2	0.851914681
212	BAAMashi4	KBMNgun4	0.851883382
297	BNMKung2	CENMundabli2	0.851851709
1279	NINMundabli4	NSFBiya5	0.851767574
610	ICNBiya2	MCANgun3	0.851666900
1007	LFNMundabli1	NDNMissong5	0.851559645
1150	NCCMumfu4	NEMAjumbu9	0.851292303
777	KCYBuu2	NVBAbar7	0.851103239
405	DNMMumfu2	MCANgun3	0.850994476
531	ENBBiya1	MCANgun3	0.850907210
28	ABSMissong1	MRYKoshin2	0.850768294
866	KEMBuu1	NGTMunken3	0.850704305
1074	MEAMumfu3	TELKoshin4	0.850431734
1344	NNBBuu3	NVBAbar7	0.850297946
805	KDCAjumbu10	NMAAbar1	0.850177449
648	JGYKoshin3	MCANgun3	0.850156048
322	BNMKung2	NCMMashi5	0.850085346
1053	MEAMumfu3	MNJBuu4	0.850000161
232	BAAMashi4	NEMAjumbu9	0.849888308
1082	MNJBuu4	NDNMissong5	0.849811756
1027	MCANgun3	MEAMumfu3	0.849779724
117	AOMNgun2	KCYBuu2	0.849441795
871	KEMBuu1	NMNMundabli3	0.849379859
486	ECLAbar8	KHKFang12	0.849349583
795	KDCAjumbu10	NCCMumfu4	0.849100744
932	KHKFang12	NMNMundabli3	0.848692395
780	KCYBuu2	TNTMunken2	0.848623885
467	DPNFang13	NSFBiya5	0.848530721
1019	LFNMundabli1	NSFBiya5	0.848254628
989	KMNAjumbu2	NMNMundabli3	0.848178178
484	ECLAbar8	KEMBuu1	0.848063035
186	APBMumfu1	NGTMunken3	0.847621110
771	KCYBuu2	NMAAbar1	0.847333087
920	KHKFang12	NACAbar2	0.846897310
332	BNMKung2	NMNMundabli3	0.846861904
761	KCYBuu2	NCCMumfu4	0.846818817
215	BAAMashi4	KDCAjumbu10	0.846728564
1198	NDNMissong5	NNBBuu3	0.846685604
791	KDCAjumbu10	MEAMumfu3	0.846636324
221	BAAMashi4	KMNAjumbu2	0.846582256
1060	MEAMumfu3	NEMAjumbu9	0.846216827
768	KCYBuu2	NINMundabli4	0.845742732
1278	NINMundabli4	NNBBuu3	0.845509351
1187	NCMMashi5	ZKGKung1	0.845467155
530	ENBBiya1	LFNMundabli1	0.845021602
1119	MRYKoshin2	NVBAbar7	0.844925769
1117	MRYKoshin2	NSFBiya5	0.844887682
936	KHKFang12	NUNMunken4	0.844800203
1023	LFNMundabli1	TELKoshin4	0.844746171
213	BAAMashi4	KCSKung3	0.844513489
217	BAAMashi4	KEMBuu1	0.844496428
928	KHKFang12	NINMundabli4	0.844480110
469	DPNFang13	NVBAbar7	0.844405831
1115	MRYKoshin2	NMSMissong4	0.844292477
447	DPNFang13	LFNMundabli1	0.843943490
972	KMNAjumbu2	LFNMundabli1	0.843929440
688	KBMNgun4	MRYKoshin2	0.843843023
16	ABSMissong1	KCYBuu2	0.843532641
69	AGAMissong2	KDVFang1	0.843191061
647	JGYKoshin3	LFNMundabli1	0.843128507
1054	MEAMumfu3	MRYKoshin2	0.843072336
973	KMNAjumbu2	MCANgun3	0.842882612
387	CENMundabli2	ZKGKung1	0.842576382
822	KDVFang1	LFNMundabli1	0.842525506
328	BNMKung2	NINMundabli4	0.842386155
122	AOMNgun2	KHKFang12	0.842248391
827	KDVFang1	NACAbar2	0.842131719
119	AOMNgun2	KDVFang1	0.842073111
454	DPNFang13	NCMMashi5	0.841954073
969	KJSFang2	TNTMunken2	0.841894001
1048	MCANgun3	NVIAjumbu1	0.841792816
978	KMNAjumbu2	NCCMumfu4	0.841646095
1105	MRYKoshin2	NDNMissong5	0.841474531
298	BNMKung2	DNMMumfu2	0.840839767
1301	NJSKung4	NMNMundabli3	0.840400918
316	BNMKung2	MCANgun3	0.840239305
431	DNMMumfu2	ZKGKung1	0.839628524
317	BNMKung2	MEAMumfu3	0.839561114
839	KDVFang1	NMNMundabli3	0.839493660
237	BAAMashi4	NJSKung4	0.839279157
1227	NEMAjumbu9	NINMundabli4	0.839238786
188	APBMumfu1	NJNBiya6	0.839233247
1077	MEAMumfu3	ZKGKung1	0.839032704
216	BAAMashi4	KDVFang1	0.839005500
879	KEMBuu1	TNTMunken2	0.838904972
448	DPNFang13	MCANgun3	0.838849967
270	BKBMashi2	MCANgun3	0.838621425
681	KBMNgun4	KHKFang12	0.838577240
220	BAAMashi4	KJSFang2	0.838543711
720	KCSKung3	LFNMundabli1	0.838538413
1332	NMNMundabli3	ZKGKung1	0.838527616
1159	NCCMumfu4	NNBBuu3	0.838392829
1081	MNJBuu4	NCMMashi5	0.838307199
974	KMNAjumbu2	MEAMumfu3	0.838290935
408	DNMMumfu2	MRYKoshin2	0.837776921
736	KCSKung3	NMAAbar1	0.837776395
802	KDCAjumbu10	NINMundabli4	0.837679071
1286	NINMundabli4	ZKGKung1	0.837616751
1170	NCMMashi5	NEMAjumbu9	0.837469619
834	KDVFang1	NGTMunken3	0.837468070
449	DPNFang13	MEAMumfu3	0.837389289
757	KCYBuu2	MEAMumfu3	0.837346050
1274	NINMundabli4	NJSKung4	0.837230826
886	KFKMashi1	MCANgun3	0.837055786
393	DNMMumfu2	JGYKoshin3	0.836787997
961	KJSFang2	NMNMundabli3	0.836178302
1002	LFNMundabli1	MNJBuu4	0.836039046
21	ABSMissong1	KHKFang12	0.835919040
1103	MRYKoshin2	NCCMumfu4	0.835807482
1032	MCANgun3	NCMMashi5	0.835785259
875	KEMBuu1	NUNMunken4	0.835759384
173	APBMumfu1	KMNAjumbu2	0.835680185
120	AOMNgun2	KEMBuu1	0.835637436
1300	NJSKung4	NMAAbar1	0.835599583
453	DPNFang13	NCCMumfu4	0.835483852
1179	NCMMashi5	NNBBuu3	0.835360026
762	KCYBuu2	NCMMashi5	0.835202938
867	KEMBuu1	NINMundabli4	0.834915024
182	APBMumfu1	NDNMissong5	0.834610371
194	APBMumfu1	NSFBiya5	0.833974595
1028	MCANgun3	MNJBuu4	0.833751204
73	AGAMissong2	KJSFang2	0.833740302
414	DNMMumfu2	NEMAjumbu9	0.833565734
163	APBMumfu1	JGYKoshin3	0.832764692
223	BAAMashi4	MCANgun3	0.832753999
483	ECLAbar8	KDVFang1	0.832694666
155	APBMumfu1	BNMKung2	0.832648586
428	DNMMumfu2	TELKoshin4	0.832566849
403	DNMMumfu2	KMNAjumbu2	0.831966560
796	KDCAjumbu10	NCMMashi5	0.831790361
201	APBMumfu1	ZKGKung1	0.831656029
988	KMNAjumbu2	NMAAbar1	0.831500608
876	KEMBuu1	NVBAbar7	0.831105008
944	KJSFang2	LFNMundabli1	0.831020952
164	APBMumfu1	KBMNgun4	0.830974236
775	KCYBuu2	NSFBiya5	0.830850960
397	DNMMumfu2	KDCAjumbu10	0.830712155
19	ABSMissong1	KEMBuu1	0.830688578
198	APBMumfu1	TELKoshin4	0.830664111
949	KJSFang2	NACAbar2	0.830508205
1009	LFNMundabli1	NEMAjumbu9	0.830388241
1090	MNJBuu4	NMAAbar1	0.829915030
166	APBMumfu1	KCYBuu2	0.829818713
1069	MEAMumfu3	NNBBuu3	0.829657553
872	KEMBuu1	NMSMissong4	0.829432078
763	KCYBuu2	NDNMissong5	0.829213922
18	ABSMissong1	KDVFang1	0.829087806
175	APBMumfu1	MCANgun3	0.828890342
396	DNMMumfu2	KCYBuu2	0.827401378
789	KDCAjumbu10	LFNMundabli1	0.827381655
177	APBMumfu1	MNJBuu4	0.827327950
956	KJSFang2	NGTMunken3	0.827310512
1044	MCANgun3	NNBBuu3	0.826816995
843	KDVFang1	NUNMunken4	0.826533863
933	KHKFang12	NMSMissong4	0.826318483
726	KCSKung3	NCCMumfu4	0.826049983
923	KHKFang12	NDNMissong5	0.825349374
935	KHKFang12	NSFBiya5	0.825078241
860	KEMBuu1	NCCMumfu4	0.824807480
1314	NMAAbar1	NNBBuu3	0.824283469
1113	MRYKoshin2	NMAAbar1	0.823906039
1029	MCANgun3	MRYKoshin2	0.823628035
1155	NCCMumfu4	NJSKung4	0.823348056
123	AOMNgun2	KJSFang2	0.823341875
487	ECLAbar8	KJSFang2	0.822755837
979	KMNAjumbu2	NCMMashi5	0.822281193
407	DNMMumfu2	MNJBuu4	0.822173184
678	KBMNgun4	KDVFang1	0.822142641
158	APBMumfu1	DPNFang13	0.822099580
1104	MRYKoshin2	NCMMashi5	0.821952413
184	APBMumfu1	NEMAjumbu9	0.821545649
915	KHKFang12	LFNMundabli1	0.820448916
167	APBMumfu1	KDCAjumbu10	0.819728877
937	KHKFang12	NVBAbar7	0.819578729
315	BNMKung2	LFNMundabli1	0.819314192
676	KBMNgun4	KCYBuu2	0.818873895
727	KCSKung3	NCMMashi5	0.818768545
1175	NCMMashi5	NJSKung4	0.818608437
463	DPNFang13	NMAAbar1	0.818287315
395	DNMMumfu2	KCSKung3	0.817920831
1018	LFNMundabli1	NNBBuu3	0.817807845
874	KEMBuu1	NSFBiya5	0.817693726
870	KEMBuu1	NMAAbar1	0.817495865
755	KCYBuu2	LFNMundabli1	0.816919600
1052	MCANgun3	ZKGKung1	0.816028649
168	APBMumfu1	KDVFang1	0.815627051
22	ABSMissong1	KJSFang2	0.815573203
1014	LFNMundabli1	NJSKung4	0.815540880
965	KJSFang2	NUNMunken4	0.815477052
388	DNMMumfu2	DPNFang13	0.815259036
842	KDVFang1	NSFBiya5	0.814823117
856	KEMBuu1	MEAMumfu3	0.814763609
165	APBMumfu1	KCSKung3	0.814754334
922	KHKFang12	NCMMashi5	0.813962516
679	KBMNgun4	KEMBuu1	0.813405920
722	KCSKung3	MEAMumfu3	0.812503347
169	APBMumfu1	KEMBuu1	0.812250018
916	KHKFang12	MCANgun3	0.812165801
1026	LFNMundabli1	ZKGKung1	0.811589959
862	KEMBuu1	NDNMissong5	0.811476996
861	KEMBuu1	NCMMashi5	0.810282728
921	KHKFang12	NCCMumfu4	0.810049730
682	KBMNgun4	KJSFang2	0.808833638
193	APBMumfu1	NNBBuu3	0.807611506
824	KDVFang1	MEAMumfu3	0.806608848
844	KDVFang1	NVBAbar7	0.806446050
419	DNMMumfu2	NJSKung4	0.806154062
1065	MEAMumfu3	NJSKung4	0.805646198
917	KHKFang12	MEAMumfu3	0.805645465
830	KDVFang1	NDNMissong5	0.805082560
854	KEMBuu1	LFNMundabli1	0.805034855
172	APBMumfu1	KJSFang2	0.804892256
399	DNMMumfu2	KEMBuu1	0.804520696
423	DNMMumfu2	NNBBuu3	0.804329982
189	APBMumfu1	NJSKung4	0.801093082
823	KDVFang1	MCANgun3	0.801083544
840	KDVFang1	NMSMissong4	0.799977113
828	KDVFang1	NCCMumfu4	0.799530852
171	APBMumfu1	KHKFang12	0.798503500
964	KJSFang2	NSFBiya5	0.797947373
966	KJSFang2	NVBAbar7	0.796783982
946	KJSFang2	MEAMumfu3	0.796088772
398	DNMMumfu2	KDVFang1	0.795076095
962	KJSFang2	NMSMissong4	0.791638778
952	KJSFang2	NDNMissong5	0.791614463
931	KHKFang12	NMAAbar1	0.791408034
401	DNMMumfu2	KHKFang12	0.790663565
829	KDVFang1	NCMMashi5	0.790393546
950	KJSFang2	NCCMumfu4	0.789417474
945	KJSFang2	MCANgun3	0.784586163
951	KJSFang2	NCMMashi5	0.783477422
402	DNMMumfu2	KJSFang2	0.782888453
756	KCYBuu2	MCANgun3	0.782735904
855	KEMBuu1	MCANgun3	0.777745040
838	KDVFang1	NMAAbar1	0.774266121
960	KJSFang2	NMAAbar1	0.768318046
