ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
16420	cloud	G65_Kinga	ulukungugu	u l u k u n g u g u	7 5 7 1 7 4 1 7 1 7	XBYBYMBYBZ	YLYKYNKYKY	129	129.Y.V 129.L.C 129.Y.V 129.K.C 129.Y.V 129.N.c 129.K.C 129.Y.V 129.K.C 129.Y.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 1.3 1.75 0.8	ulukungugu	0	2746	u l u k u n g u g u
16519	cloud	G66_Wanji	lifunde	l i f u n d e	5 7 3 7 4 1 7	AXBYMBZ	LIBYNTE	130	130.L.C 130.I.V 130.B.C 130.Y.V 130.N.c 130.T.C 130.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	lifunde	0	2798	- - l i f - u n d e
16618	cloud	M11_Pimbwe	ilunde	i l u n d e	7 5 7 4 1 7	XBYMBZ	ILYNTE	167	167.I.V 167.L.C 167.Y.V 167.N.c 167.T.C 167.E.V	1.5 1.75 1.3 1.1 1.75 0.8	ilunde	0	2798	- i l - - - u n d e
16718	cloud	M12_Lungwa	ilunde	i l u n d e	7 5 7 4 1 7	XBYMBZ	ILYNTE	168	168.I.V 168.L.C 168.Y.V 168.N.c 168.T.C 168.E.V	1.5 1.75 1.3 1.1 1.75 0.8	ilunde	0	2798	- i l - - - u n d e
16818	cloud	M13_Fipa	ipuufi	i p u u f i	7 1 7 7 3 7	XBYYBZ	IPYYBI	169	169.I.V 169.P.C 169.Y.V 169.Y.V 169.B.C 169.I.V	1.5 1.75 1.3 1.3 1.75 0.8	ipuufi	0	2783	- i p u u f i
16918	cloud	M14_Rungu	kumbi	k u m b i	1 7 4 1 7	AXMBZ	KYMPI	170	170.K.C 170.Y.V 170.M.c 170.P.C 170.I.V	2.0 1.5 1.1 1.75 0.8	kumbi	0	2675	k u - - m b i
17018	cloud	M15_Mambwe	ifwimbi	i f w i m b i	7 3 6 7 4 1 7	XBCYMBZ	IBWIMPI	171	171.I.V 171.B.C 171.W.C 171.I.V 171.M.c 171.P.C 171.I.V	1.5 1.75 1.5 1.3 1.1 1.75 0.8	ifwimbi	0	2769	- i f w i m b - i - -
17118	cloud	M21_Ndali	ibingu	i b i n g u	7 1 7 4 1 7	XBYMBZ	IPINKY	172	172.I.V 172.P.C 172.I.V 172.N.c 172.K.C 172.Y.V	1.5 1.75 1.3 1.1 1.75 0.8	ibingu	0	2664	- - i b - i n g - - u
17218	cloud	M21_Wanda	iwingo	i w i n g o	7 6 7 4 1 7	XBYMBZ	IWINKU	173	173.I.V 173.W.C 173.I.V 173.N.c 173.K.C 173.U.V	1.5 1.75 1.3 1.1 1.75 0.8	iwingo	0	2664	- - i w - i n g - - o
17318	cloud	M22_Namwanga	i-wingu	i w i n g u	7 6 7 4 1 7	XBYMBZ	IWINKY	174	174.I.V 174.W.C 174.I.V 174.N.c 174.K.C 174.Y.V	1.5 1.75 1.3 1.1 1.75 0.8	iwingu	0	2664	- - i w - i n g - - u
17418	cloud	M23_Nyiha	amavingo	a m a v i n g o	7 4 7 3 7 4 1 7	XBYBYMBZ	AMABINKU	175	175.A.V 175.M.C 175.A.V 175.B.C 175.I.V 175.N.c 175.K.C 175.U.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	amavingo	0	2664	a m a v - i n g - - o
17518	cloud	M24_Malila	ivingo	i v i n g o	7 3 7 4 1 7	XBYMBZ	IBINKU	176	176.I.V 176.B.C 176.I.V 176.N.c 176.K.C 176.U.V	1.5 1.75 1.3 1.1 1.75 0.8	ivingo	0	2664	- - i v - i n g - - o
17618	cloud	M25_Safwa	ibingu	i b i n g u	7 1 7 4 1 7	XBYMBZ	IPINKY	177	177.I.V 177.P.C 177.I.V 177.N.c 177.K.C 177.Y.V	1.5 1.75 1.3 1.1 1.75 0.8	ibingu	0	2664	- - i b - i n g - - u
17718	cloud	M28_Lambya	amavingu	a m a v i n g u	7 4 7 3 7 4 1 7	XBYBYMBZ	AMABINKY	178	178.A.V 178.M.C 178.A.V 178.B.C 178.I.V 178.N.c 178.K.C 178.Y.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	amavingu	0	2664	a m a v - i n g - - u
17818	cloud	M31_Nyakyusa	ibingu	i b i n g u	7 1 7 4 1 7	XBYMBZ	IPINKY	179	179.I.V 179.P.C 179.I.V 179.N.c 179.K.C 179.Y.V	1.5 1.75 1.3 1.1 1.75 0.8	ibingu	0	2664	- - i b - i n g - - u
17917	cloud	N11_Manda	lifundi	l i f u n d i	5 7 3 7 4 1 7	AXBYMBZ	LIBYNTI	180	180.L.C 180.I.V 180.B.C 180.Y.V 180.N.c 180.T.C 180.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	lifundi	0	2798	- - l i f - u n d i
18017	cloud	N12_Ngoni	lihundi	l i h u n d i	5 7 3 7 4 1 7	AXBYMBZ	LIHYNTI	181	181.L.C 181.I.V 181.H.C 181.Y.V 181.N.c 181.T.C 181.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	lihundi	0	2798	- - l i h - u n d i
18117	cloud	N13_Matengo	lihundi	l i h u n d i	5 7 3 7 4 1 7	AXBYMBZ	LIHYNTI	182	182.L.C 182.I.V 182.H.C 182.Y.V 182.N.c 182.T.C 182.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	lihundi	0	2798	- - l i h - u n d i
18217	cloud	N14_Mpoto	maundi	m a u n d i	4 7 7 4 1 7	AXYMBZ	MAYNTI	183	183.M.C 183.A.V 183.Y.V 183.N.c 183.T.C 183.I.V	2.0 1.5 1.3 1.1 1.75 0.8	maundi	0	2798	- - m a - - u n d i
18316	cloud	N31_Chewa	tambo	t a m b o	1 7 4 1 7	AXMBZ	TAMPU	184	184.T.C 184.A.V 184.M.c 184.P.C 184.U.V	2.0 1.5 1.1 1.75 0.8	tambo	0	2681	- t a m b o
18416	cloud	P11_Ndengeleko	liunde	l i u n d e	5 7 7 4 1 7	AXYMBZ	LIYNTE	185	185.L.C 185.I.V 185.Y.V 185.N.c 185.T.C 185.E.V	2.0 1.5 1.3 1.1 1.75 0.8	liunde	0	2798	- - l i - - u n d e
18513	cloud	P12_Rufiji	liunde	l i u n d e	5 7 7 4 1 7	AXYMBZ	LIYNTE	186	186.L.C 186.I.V 186.Y.V 186.N.c 186.T.C 186.E.V	2.0 1.5 1.3 1.1 1.75 0.8	liunde	0	2798	- - l i - - u n d e
18613	cloud	P13_Matumbi	lyunde	l j u n d e	5 6 7 4 1 7	ACXMBZ	LJYNTE	187	187.L.C 187.J.C 187.Y.V 187.N.c 187.T.C 187.E.V	2.0 1.5 1.5 1.1 1.75 0.8	ljunde	0	2798	- - l - j - u n d e
18712	cloud	P14_Ngindo	malunde	m a l u n d e	4 7 5 7 4 1 7	AXBYMBZ	MALYNTE	188	188.M.C 188.A.V 188.L.C 188.Y.V 188.N.c 188.T.C 188.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	malunde	0	2798	- - m a l - u n d e
18811	cloud	P15_Mbunga	lifundi	l i f u n d i	5 7 3 7 4 1 7	AXBYMBZ	LIBYNTI	189	189.L.C 189.I.V 189.B.C 189.Y.V 189.N.c 189.T.C 189.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	lifundi	0	2798	- - l i f - u n d i
18910	cloud	P21_Yao	liunde	l i u n d e	5 7 7 4 1 7	AXYMBZ	LIYNTE	190	190.L.C 190.I.V 190.Y.V 190.N.c 190.T.C 190.E.V	2.0 1.5 1.3 1.1 1.75 0.8	liunde	0	2798	- - l i - - u n d e
19010	cloud	P22_Mwera	ku-maunde	k u m a u n d e	1 7 4 7 7 4 1 7	AXBYYMBZ	KYMAYNTE	191	191.K.C 191.Y.V 191.M.C 191.A.V 191.Y.V 191.N.c 191.T.C 191.E.V	2.0 1.5 1.75 1.3 1.3 1.1 1.75 0.8	kumaunde	0	2798	k u m a - - u n d e
19109	cloud	P23_Simakonde	mahunde	m a h u n d e	4 7 3 7 4 1 7	AXBYMBZ	MAHYNTE	192	192.M.C 192.A.V 192.H.C 192.Y.V 192.N.c 192.T.C 192.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	mahunde	0	2798	- - m a h - u n d e
19208	cloud	P25_Mabia	lyundi	l j u n d i	5 6 7 4 1 7	ACXMBZ	LJYNTI	193	193.L.C 193.J.C 193.Y.V 193.N.c 193.T.C 193.I.V	2.0 1.5 1.5 1.1 1.75 0.8	ljundi	0	2798	- - l - j - u n d i
19308	cloud	P31_Emakhua	ni-hútte	n i h u t t e	4 7 3 7 1 1 7	AXBYMBZ	NIHYTTE	194	194.N.C 194.I.V 194.H.C 194.Y.V 194.T.c 194.T.C 194.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	nihutte	0	2811	n i h u t t e
19407	cloud	S11_Shona	-gòré	g o r e	1 7 5 7	AXBZ	KURE	195	195.K.C 195.U.V 195.R.C 195.E.V	2.0 1.5 1.75 0.8	gore	0	2760	- g - - o r e
19507	cloud	S21_Venda	gole	g o l e	1 7 5 7	AXBZ	KULE	196	196.K.C 196.U.V 196.L.C 196.E.V	2.0 1.5 1.75 0.8	gole	0	2760	- g - - o l e
19605	cloud	S41_Xhosa	i-fu	i f u	7 3 7	XBZ	IBY	197	197.I.V 197.B.C 197.Y.V	1.5 1.75 0.8	ifu	0	2684	i f - - - u
19705	cloud	S42_Zulu	ífù	i f u	7 3 7	XBZ	IBY	198	198.I.V 198.B.C 198.Y.V	1.5 1.75 0.8	ifu	0	2684	i f - - - u
19805	cloud	S44_Ndebele	ili-fu	i l i f u	7 5 7 3 7	XBYBZ	ILIBY	199	199.I.V 199.L.C 199.I.V 199.B.C 199.Y.V	1.5 1.75 1.3 1.75 0.8	ilifu	0	2670	i l i f - - - u
19905	cloud	S53_Tsonga	papa	p a p a	1 7 1 7	AXBZ	PAPA	200	200.P.C 200.A.V 200.P.C 200.A.V	2.0 1.5 1.75 0.8	papa	0	2783	- - p - a p a
16	come	Tiv_Tivoid	vḁ	v a	3 7	AX	BA	201	201.B.C 201.A.V	2.0 1.5	va	0	2815	v a -
115	come	A11_Londo	ɸɔ	ɸ ɔ	3 7	AX	BU	1	1.B.C 1.U.V	2.0 1.5	ɸɔ	0	2815	ɸ ɔ -
215	come	A121_Mbonge	fɔ	f ɔ	3 7	AX	BU	2	2.B.C 2.U.V	2.0 1.5	fɔ	0	2815	f ɔ -
315	come	A122_Bakundu	iya	i j a	7 6 7	XBZ	IJA	3	3.I.V 3.J.C 3.A.V	1.5 1.75 0.8	ija	0	2842	- - i j - - a
415	come	A141_Lefo	pāʔ	p a ʔ	1 7 1	AXN	PAH	4	4.P.C 4.A.V 4.H.c	2.0 1.5 0.8	paʔ	0	2815	p a ʔ
515	come	A15A_Mbuu	-sɛ́ɛ́	s ɛ ɛ	3 7 7	AXZ	SEE	6	6.S.C 6.E.V 6.E.V	2.0 1.5 0.8	sɛɛ	0	2817	- - s ɛ ɛ -
615	come	A15B_Mienge_NW_Manenguba	-sāʔ	s a ʔ	3 7 1	AXN	SAH	7	7.S.C 7.A.V 7.H.c	2.0 1.5 0.8	saʔ	0	2817	- - s a - ʔ
715	come	A15C_Elung_Central_Manenguba	-hyɛ̀	h j ɛ	3 6 7	ACX	HJE	9	9.H.C 9.J.C 9.E.V	2.0 1.5 1.5	hjɛ	0	2819	h j ɛ
815	come	A15C_Akossi	-hyɛ̀	h j ɛ	3 6 7	ACX	HJE	8	8.H.C 8.J.C 8.E.V	2.0 1.5 1.5	hjɛ	0	2819	h j ɛ
914	come	A15C_Mkaa	-yà	j a	6 7	AX	JA	10	10.J.C 10.A.V	2.0 1.5	ja	0	2842	- - - j a - -
1014	come	A151_Nkongho	pǎ	p a	1 7	AX	PA	5	5.P.C 5.A.V	2.0 1.5	pa	0	2815	p a -
1114	come	A24_Duala	po̱	p o	1 7	AX	PU	11	11.P.C 11.U.V	2.0 1.5	po	0	2815	p o -
1213	come	A43a_Basaa	lɔ	l ɔ	5 7	AX	LU	12	12.L.C 12.U.V	2.0 1.5	lɔ	0	2823	- l ɔ -
1313	come	A62A_Nukalonge	kùólìn	k u o l i n	1 7 7 5 7 4	AXYBYN	KYULIN	14	14.K.C 14.Y.V 14.U.V 14.L.C 14.I.V 14.N.c	2.0 1.5 1.3 1.75 1.3 0.8	kuolin	0	2825	k u o l i n
1412	come	A622_Nugunu	-úle	u l e	7 5 7	XBZ	YLE	13	13.Y.V 13.L.C 13.E.V	1.5 1.75 0.8	ule	0	2823	u l e -
1512	come	A63_Mangisa	ə-sɔ	ə s ɔ	7 3 7	XBZ	ESU	15	15.E.V 15.S.C 15.U.V	1.5 1.75 0.8	əsɔ	0	2817	- ə s ɔ - -
1612	come	A71_Eton	sɔ́	s ɔ	3 7	AX	SU	16	16.S.C 16.U.V	2.0 1.5	sɔ	0	2817	- - s ɔ - -
1710	come	A72a_Ewondo	zu	z u	3 7	AX	SY	17	17.S.C 17.Y.V	2.0 1.5	zu	0	2817	- - z u - -
1809	come	A75a_Fang_Bitam	azu	a z u	7 3 7	XBZ	ASY	18	18.A.V 18.S.C 18.Y.V	1.5 1.75 0.8	azu	0	2817	- a z u - -
1908	come	A75a_Fang_Minvoul	əzu	ə z u	7 3 7	XBZ	ESY	19	19.E.V 19.S.C 19.Y.V	1.5 1.75 0.8	əzu	0	2817	- ə z u - -
2007	come	A803_Shiwa	ɲʃi	ɲ ʃ i	4 3 7	ACZ	NSI	20	20.N.C 20.S.C 20.I.V	2.0 1.5 0.8	ɲʃi	0	2831	- - - - ɲ ʃ - i -
2106	come	A832_Bekol	ncò	n c o	4 1 7	ACZ	NCU	21	21.N.C 21.C.C 21.U.V	2.0 1.5 0.8	nco	0	2831	- - - - n c - o -
2205	come	A84_Njem	enze	e n z e	7 4 3 7	XMBZ	ENSE	23	23.E.V 23.N.c 23.S.C 23.E.V	1.5 1.1 1.75 0.8	enze	0	2831	- - - e n z - e -
2304	come	A841_Badwe	eze	e z e	7 3 7	XBZ	ESE	22	22.E.V 22.S.C 22.E.V	1.5 1.75 0.8	eze	0	2817	- e z e - -
2402	come	A85b_Bekwil_Mv	ɛziɛ	ɛ z i ɛ	7 3 7 7	XBYZ	ESIE	24	24.E.V 24.S.C 24.I.V 24.E.V	1.5 1.75 1.3 0.8	ɛziɛ	0	2817	- ɛ z i ɛ -
2501	come	A86c_Mpiemo	àncè	a n c e	7 4 1 7	XMBZ	ANCE	25	25.A.V 25.N.c 25.C.C 25.E.V	1.5 1.1 1.75 0.8	ance	0	2831	- - - a n c - e -
2598	come	A91_Kwakum	ʃè	ʃ e	3 7	AX	SE	26	26.S.C 26.E.V	2.0 1.5	ʃe	0	2817	- - ʃ e - -
2697	come	B11a_Mpongwe	ɣo-by-a	ɣ o b j a	3 7 1 6 7	AXBCZ	GUPJA	27	27.G.C 27.U.V 27.P.C 27.J.C 27.A.V	2.0 1.5 1.75 1.5 0.8	ɣobja	0	2838	ɣ o b j a
2797	come	B11b_Orungu	wy-a	w j a	6 6 7	ACZ	WJA	28	28.W.C 28.J.C 28.A.V	2.0 1.5 0.8	wja	0	2839	w j a
2894	come	B11c_Galwa	ɣo-by-a	ɣ o b j a	3 7 1 6 7	AXBCZ	GUPJA	29	29.G.C 29.U.V 29.P.C 29.J.C 29.A.V	2.0 1.5 1.75 1.5 0.8	ɣobja	0	2838	ɣ o b j a
2994	come	B11d_Dyumba	ɣó ɓyâ	ɣ o ɓ j a	3 7 1 6 7	AXBCZ	GUPJA	30	30.G.C 30.U.V 30.P.C 30.J.C 30.A.V	2.0 1.5 1.75 1.5 0.8	ɣoɓja	0	2838	ɣ o ɓ j a
3093	come	B11F_Enenga	yaɣa	j a ɣ a	6 7 3 7	AXBZ	JAGA	31	31.J.C 31.A.V 31.G.C 31.A.V	2.0 1.5 1.75 0.8	jaɣa	0	2842	- - - j a ɣ a
3193	come	B31_Tsogo	e-y-a	e j a	7 6 7	XBZ	EJA	43	43.E.V 43.J.C 43.A.V	1.5 1.75 0.8	eja	0	2842	- - e j - - a
3293	come	B32_Kande	mo-dy-aɣaɣa	m o d j a ɣ a ɣ a	4 7 1 6 7 3 7 3 7	AXBCYBYBZ	MUTJAGAGA	44	44.M.C 44.U.V 44.T.C 44.J.C 44.A.V 44.G.C 44.A.V 44.G.C 44.A.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	modjaɣaɣa	0	2852	m - o - d j a ɣ a ɣ a
3392	come	B301_Viya	e-ɛdy-a	e ɛ d j a	7 7 1 6 7	XYBCZ	EETJA	39	39.E.V 39.E.V 39.T.C 39.J.C 39.A.V	1.5 1.3 1.75 1.5 0.8	eɛdja	0	2852	- - e ɛ d j - - - - a
3492	come	B302_Himba	dy-aa	d j a a	1 6 7 7	ACXZ	TJAA	40	40.T.C 40.J.C 40.A.V 40.A.V	2.0 1.5 1.5 0.8	djaa	0	2852	- - - - d j - - a - a
3592	come	B304_Pinzi	mw-idy-aɣa	m w i d j a ɣ a	4 6 7 1 6 7 3 7	ACXBCYBZ	MWITJAGA	41	41.M.C 41.W.C 41.I.V 41.T.C 41.J.C 41.A.V 41.G.C 41.A.V	2.0 1.5 1.5 1.75 1.5 1.3 1.75 0.8	mwidjaɣa	0	2852	m w i - d j - - a ɣ a
3692	come	B305_Vove	dy-aka	d j a k a	1 6 7 1 7	ACXBZ	TJAKA	42	42.T.C 42.J.C 42.A.V 42.K.C 42.A.V	2.0 1.5 1.5 1.75 0.8	djaka	0	2852	- - - - d j - - a k a
3792	come	B21_Seki	áβí:yɔ̀	a β iː j ɔ	7 3 7 6 7	XBYBZ	ABIJU	34	34.A.V 34.B.C 34.I.V 34.J.C 34.U.V	1.5 1.75 1.3 1.75 0.8	aβiːjɔ	0	2842	a β iː j - - ɔ
3890	come	B22a_Kele	o-nʒak	o n ʒ a k	7 4 3 7 1	XMBYN	UNSAK	35	35.U.V 35.N.c 35.S.C 35.A.V 35.K.c	1.5 1.1 1.75 1.3 0.8	onʒak	0	2831	- - - o n ʒ - a k
3989	come	B24_Wumbvu	yak-a	j a k a	6 7 1 7	AXBZ	JAKA	36	36.J.C 36.A.V 36.K.C 36.A.V	2.0 1.5 1.75 0.8	jaka	0	2842	- - - j a k a
4089	come	B25_Kota	bo-y-aka	b o j a k a	1 7 6 7 1 7	AXBYBZ	PUJAKA	38	38.P.C 38.U.V 38.J.C 38.A.V 38.K.C 38.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bojaka	0	2842	- b o j a k a
4189	come	B251_Shake	u-zak-ɔ	u z a k ɔ	7 3 7 1 7	XBYBZ	YSAKU	37	37.Y.V 37.S.C 37.A.V 37.K.C 37.U.V	1.5 1.75 1.3 1.75 0.8	uzakɔ	0	2883	- u z a k ɔ
4289	come	B201_Ndasa	u-y-a	u j a	7 6 7	XBZ	YJA	32	32.Y.V 32.J.C 32.A.V	1.5 1.75 0.8	uja	0	2842	- - u j - - a
4389	come	B204_Ndambomo_Li	u-ʒak-ɛ	u ʒ a k ɛ	7 3 7 1 7	XBYBZ	YSAKE	33	33.Y.V 33.S.C 33.A.V 33.K.C 33.E.V	1.5 1.75 1.3 1.75 0.8	uʒakɛ	0	2883	- u ʒ a k ɛ
4487	come	C104_Aka	yè-	j e	6 7	AX	JE	61	61.J.C 61.E.V	2.0 1.5	je	0	2842	- - - j e - -
4587	come	C141_Bonyala	ijaa	i j a a	7 6 7 7	XBYZ	IJAA	62	62.I.V 62.J.C 62.A.V 62.A.V	1.5 1.75 1.3 0.8	ijaa	0	2842	- - i j a - a
4687	come	C21_Ngare	ijaɣa	i j a ɣ a	7 6 7 3 7	XBYBZ	IJAGA	63	63.I.V 63.J.C 63.A.V 63.G.C 63.A.V	1.5 1.75 1.3 1.75 0.8	ijaɣa	0	2842	- - i j a ɣ a
4787	come	C22_Akwa	eɲaa	e ɲ a a	7 4 7 7	XBYZ	ENAA	64	64.E.V 64.N.C 64.A.V 64.A.V	1.5 1.75 1.3 0.8	eɲaa	0	2875	e ɲ a a
4887	come	C24_Koyo	ì-jàgà	i j a g a	7 6 7 1 7	XBYBZ	IJAKA	65	65.I.V 65.J.C 65.A.V 65.K.C 65.A.V	1.5 1.75 1.3 1.75 0.8	ijaga	0	2842	- - i j a g a
4987	come	C25A_Bunji	ijaa	i j a a	7 6 7 7	XBYZ	IJAA	66	66.I.V 66.J.C 66.A.V 66.A.V	1.5 1.75 1.3 0.8	ijaa	0	2842	- - i j a - a
5087	come	C25B_Olee	ijaa	i j a a	7 6 7 7	XBYZ	IJAA	67	67.I.V 67.J.C 67.A.V 67.A.V	1.5 1.75 1.3 0.8	ijaa	0	2842	- - i j a - a
5186	come	C25C_Ondinga	ijaa	i j a a	7 6 7 7	XBYZ	IJAA	68	68.I.V 68.J.C 68.A.V 68.A.V	1.5 1.75 1.3 0.8	ijaa	0	2842	- - i j a - a
5286	come	C25E_Eboyi	ijaa	i j a a	7 6 7 7	XBYZ	IJAA	69	69.I.V 69.J.C 69.A.V 69.A.V	1.5 1.75 1.3 0.8	ijaa	0	2842	- - i j a - a
5386	come	C32_Bobangi	yá	j a	6 7	AX	JA	70	70.J.C 70.A.V	2.0 1.5	ja	0	2842	- - - j a - -
5485	come	C61_Mongo	-yá	j a	6 7	AX	JA	71	71.J.C 71.A.V	2.0 1.5	ja	0	2842	- - - j a - -
5585	come	D32_Bira	piko	p i k o	1 7 1 7	AXBZ	PIKU	72	72.P.C 72.I.V 72.K.C 72.U.V	2.0 1.5 1.75 0.8	piko	0	2883	- - p i k o
5685	come	B42_Sangu_Mi	u-yits-ə	u j i ts ə	7 6 7 2 7	XBYBZ	YJICE	45	45.Y.V 45.J.C 45.I.V 45.C.C 45.E.V	1.5 1.75 1.3 1.75 0.8	ujitsə	0	2842	- - u j i ts ə
5783	come	B43_Punu	u-ru-uɣ-ə	u r u u ɣ ə	7 5 7 7 3 7	XBYYBZ	YRYYGE	46	46.Y.V 46.R.C 46.Y.V 46.Y.V 46.G.C 46.E.V	1.5 1.75 1.3 1.3 1.75 0.8	uruuɣə	0	2857	u r u u ɣ ə
5881	come	B44_Lumbu	u-t-uɣ-ə	u t u ɣ ə	7 1 7 3 7	XBYBZ	YTYGE	47	47.Y.V 47.T.C 47.Y.V 47.G.C 47.E.V	1.5 1.75 1.3 1.75 0.8	utuɣə	0	2857	u t - u ɣ ə
5980	come	B51_Duma_La	i-y-a	i j a	7 6 7	XBZ	IJA	49	49.I.V 49.J.C 49.A.V	1.5 1.75 0.8	ija	0	2842	- - i j - - a
6080	come	B52_Nzebi	y-aŋga	j a ŋ g a	6 7 4 1 7	AXMBZ	JANKA	50	50.J.C 50.A.V 50.N.c 50.K.C 50.A.V	2.0 1.5 1.1 1.75 0.8	jaŋga	0	2831	- - j a ŋ g - a -
6179	come	B53_Tsaangi_Poungi	y-aŋga	j a ŋ g a	6 7 4 1 7	AXMBZ	JANKA	51	51.J.C 51.A.V 51.N.c 51.K.C 51.A.V	2.0 1.5 1.1 1.75 0.8	jaŋga	0	2831	- - j a ŋ g - a -
6279	come	B501_Wanzi_Mo	y-aŋga	j a ŋ g a	6 7 4 1 7	AXMBZ	JANKA	48	48.J.C 48.A.V 48.N.c 48.K.C 48.A.V	2.0 1.5 1.1 1.75 0.8	jaŋga	0	2831	- - j a ŋ g - a -
6379	come	B62_Mbaama	y-a	j a	6 7	AX	JA	55	55.J.C 55.A.V	2.0 1.5	ja	0	2842	- - - j a - -
6479	come	B63_Ndumu	y-ara	j a r a	6 7 5 7	AXBZ	JARA	56	56.J.C 56.A.V 56.R.C 56.A.V	2.0 1.5 1.75 0.8	jara	0	2842	- - - j a r a
6579	come	B601_Lempini	o-y-a	o j a	7 6 7	XBZ	UJA	52	52.U.V 52.J.C 52.A.V	1.5 1.75 0.8	oja	0	2842	- - o j - - a
6677	come	B602_Kaningi_Nord	o-y-a	o j a	7 6 7	XBZ	UJA	53	53.U.V 53.J.C 53.A.V	1.5 1.75 0.8	oja	0	2842	- - o j - - a
6777	come	B602_Kaningi_Sud	ya	j a	6 7	AX	JA	54	54.J.C 54.A.V	2.0 1.5	ja	0	2842	- - - j a - -
6877	come	B71a_Teke_Os	ka-y-a	k a j a	1 7 6 7	AXBZ	KAJA	59	59.K.C 59.A.V 59.J.C 59.A.V	2.0 1.5 1.75 0.8	kaja	0	2842	- k a j - - a
6977	come	B71a_Teke_Dj	ka-y-a	k a j a	1 7 6 7	AXBZ	KAJA	58	58.K.C 58.A.V 58.J.C 58.A.V	2.0 1.5 1.75 0.8	kaja	0	2842	- k a j - - a
7077	come	B701_Atsitsege	ki-y-a	k i j a	1 7 6 7	AXBZ	KIJA	57	57.K.C 57.I.V 57.J.C 57.A.V	2.0 1.5 1.75 0.8	kija	0	2842	- k i j - - a
7177	come	B865_Nzadi	o-y-a	o j a	7 6 7	XBZ	UJA	60	60.U.V 60.J.C 60.A.V	1.5 1.75 0.8	oja	0	2842	- - o j - - a
7276	come	H11_Beembe	kù:́sà	k uː s a	1 7 3 7	AXBZ	KYSA	131	131.K.C 131.Y.V 131.S.C 131.A.V	2.0 1.5 1.75 0.8	kuːsa	0	2889	k uː - - - - - s a
7374	come	H16_Kikongo	kwuisa	k w u i s a	1 6 7 7 3 7	ACXYBZ	KWYISA	132	132.K.C 132.W.C 132.Y.V 132.I.V 132.S.C 132.A.V	2.0 1.5 1.5 1.3 1.75 0.8	kwuisa	0	2889	k - - w u i - s a
7473	come	H31_Yaka	-kúúsá	k u u s a	1 7 7 3 7	AXYBZ	KYYSA	133	133.K.C 133.Y.V 133.Y.V 133.S.C 133.A.V	2.0 1.5 1.3 1.75 0.8	kuusa	0	2889	k u - - - u - s a
7573	come	L11_Pende	guzà	g u z a	1 7 3 7	AXBZ	KYSA	165	165.K.C 165.Y.V 165.S.C 165.A.V	2.0 1.5 1.75 0.8	guza	0	2889	g u - - - - - z a
7672	come	L31a_Luba-Kasai	kú-vwá	k u v w a	1 7 3 6 7	AXBCZ	KYBWA	166	166.K.C 166.Y.V 166.B.C 166.W.C 166.A.V	2.0 1.5 1.75 1.5 0.8	kuvwa	0	2976	k u v w a
7770	come	JD62_Rundi	kuza	k u z a	1 7 3 7	AXBZ	KYSA	134	134.K.C 134.Y.V 134.S.C 134.A.V	2.0 1.5 1.75 0.8	kuza	0	2889	k u - - - - - z a
7870	come	JD64_Shubi	kuza	k u z a	1 7 3 7	AXBZ	KYSA	135	135.K.C 135.Y.V 135.S.C 135.A.V	2.0 1.5 1.75 0.8	kuza	0	2889	k u - - - - - z a
7970	come	JD65_Hangaza	ingo	i n g o	7 4 1 7	XMBZ	INKU	136	136.I.V 136.N.c 136.K.C 136.U.V	1.5 1.1 1.75 0.8	ingo	0	2831	- - - i n g - o -
8070	come	JD66_Kiha	ukuuza	u k u u z a	7 1 7 7 3 7	XBYYBZ	YKYYSA	137	137.Y.V 137.K.C 137.Y.V 137.Y.V 137.S.C 137.A.V	1.5 1.75 1.3 1.3 1.75 0.8	ukuuza	0	2889	- u k - u u - z a
8170	come	JD67_Kivinza	ukuza	u k u z a	7 1 7 3 7	XBYBZ	YKYSA	138	138.Y.V 138.K.C 138.Y.V 138.S.C 138.A.V	1.5 1.75 1.3 1.75 0.8	ukuza	0	2889	- u k - - u - z a
8270	come	JE11_Runyoro	ija	i j a	7 6 7	XBZ	IJA	139	139.I.V 139.J.C 139.A.V	1.5 1.75 0.8	ija	0	2842	- - i j - - a
8370	come	JE12_Rutooro	lia	l i a	5 7 7	AXZ	LIA	140	140.L.C 140.I.V 140.A.V	2.0 1.5 0.8	lia	0	2823	- l i a
