ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	LEXSTATID	ALIGNMENT
15103	dance	NCCMumfu4	bǐːn / bînnə̀m / bîn / bín	b iː ¹⁵ n	1 7 8 4	AXTN	PI2N	32	32.P.C 32.I.V 32.2.T 32.N.c	1.6 3.0 1.0 0.5	biː¹⁵n	0	820	189	- - - - b - iː ¹⁵ - n - -
15104	dance	MEAMumfu3	bǐːn / bînnə̀m / bīn / bín	b iː ¹⁵ n	1 7 8 4	AXTN	PI2N	28	28.P.C 28.I.V 28.2.T 28.N.c	1.6 3.0 1.0 0.5	biː¹⁵n	0	820	189	- - - - b - iː ¹⁵ - n - -
15555	dance	NMSMissong4	mʊ́ŋ / mʊ̂ŋɲə̀ɲáŋ / mʊ́ŋ / mʊ̂ŋ	m ʊ ⁵ ŋ	4 7 8 4	AXTN	MY6N	44	44.M.C 44.Y.V 44.6.T 44.N.c	1.6 3.0 1.0 0.5	mʊ⁵ŋ	0	816	188	- - - m ʊ ⁵ - ŋ - -
15556	dance	NDNMissong5	mʊ́ŋ / mʊ̂ŋɲə̀ɲáŋ / mʊ̂ŋ / mʊ̂ŋ	m ʊ ⁵ ŋ	4 7 8 4	AXTN	MY6N	34	34.M.C 34.Y.V 34.6.T 34.N.c	1.6 3.0 1.0 0.5	mʊ⁵ŋ	0	816	188	- - - m ʊ ⁵ - ŋ - -
16491	dance	NFKBiya7	kə̀bʲànlə́ / bìbʲànlə́	k ə ¹ b j a ¹ n l ə ⁵	1 7 8 1 6 7 8 4 5 7 8	AXTBCYTBCYT	KE6PJA6NLE6	37	37.K.C 37.E.V 37.6.T 37.P.C 37.J.C 37.A.V 37.6.T 37.N.C 37.L.C 37.E.V 37.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0 1.3 1.2 3.0 1.0	kə¹bja¹nlə⁵	0	817	191	k ə ¹ b j a ¹ n l ə ⁵
16492	dance	FBCBiya8	kə̀bʲə̀nlə́ / bìbʲə̀nlə́	k ə ¹ b j ə ¹ n l ə ⁵	1 7 8 1 6 7 8 4 5 7 8	AXTBCYTBCYT	KE6PJE6NLE6	13	13.K.C 13.E.V 13.6.T 13.P.C 13.J.C 13.E.V 13.6.T 13.N.C 13.L.C 13.E.V 13.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0 1.3 1.2 3.0 1.0	kə¹bjə¹nlə⁵	0	817	191	k ə ¹ b j ə ¹ n l ə ⁵
16493	dance	ENBBiya1	kə̀byə̀nlə́ / bìbyə̀nlə́	k ə ¹ b j ə ¹ n l ə ⁵	1 7 8 1 6 7 8 4 5 7 8	AXTBCYTBCYT	KE6PJE6NLE6	12	12.K.C 12.E.V 12.6.T 12.P.C 12.J.C 12.E.V 12.6.T 12.N.C 12.L.C 12.E.V 12.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0 1.3 1.2 3.0 1.0	kə¹bjə¹nlə⁵	0	817	191	k ə ¹ b j ə ¹ n l ə ⁵
16494	dance	ICNBiya2	byə̀nlə́ / bə̀byə̀nlə́	b j ə ¹ n l ə ⁵	1 6 7 8 4 5 7 8	ACXTBCYT	PJE6NLE6	14	14.P.C 14.J.C 14.E.V 14.6.T 14.N.C 14.L.C 14.E.V 14.6.T	1.6 1.2 3.0 1.0 1.3 1.2 3.0 1.0	bjə¹nlə⁵	0	817	191	- - - b j ə ¹ n l ə ⁵
18208	dance	NSFBiya5	bʲɛ́n / bʲɛ̂nɲ̀ʲa᷇ː / bʲɛ̂n / bʲɛ̂n	b j ɛ ⁵ n	1 6 7 8 4	ACXTN	PJE6N	46	46.P.C 46.J.C 46.E.V 46.6.T 46.N.c	1.6 1.2 3.0 1.0 0.5	bjɛ⁵n	0	820	189	- - - - b j ɛ ⁵ - n - -
18209	dance	NJNBiya6	bʲə́n / bʲə̂nɲìɲâ / bʲə᷇n / bʲə̂n	b j ə ⁵ n	1 6 7 8 4	ACXTN	PJE6N	40	40.P.C 40.J.C 40.E.V 40.6.T 40.N.c	1.6 1.2 3.0 1.0 0.5	bjə⁵n	0	820	189	- - - - b j ə ⁵ - n - -
12430	day	NVBAbar7	bʊ́tû~ʊ̀tù / ʊ́tûbʊ̂	b ʊ ⁵ t u ⁵¹	1 7 8 1 7 8	AXTBYT	PY6TY3	48	48.P.C 48.Y.V 48.6.T 48.T.C 48.Y.V 48.3.T	1.6 3.0 1.0 1.3 3.0 1.0	bʊ⁵tu⁵¹	0	821	192	b ʊ ⁵ t - u ⁵¹
12431	day	ECLAbar8	bʊ̀tù / kɪ̀tù ~ ʊ̀tù	b ʊ ¹ t u ¹	1 7 8 1 7 8	AXTBYT	PY6TY6	11	11.P.C 11.Y.V 11.6.T 11.T.C 11.Y.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	bʊ¹tu¹	0	821	192	b ʊ ¹ t - u ¹
12432	day	NMAAbar1	bútʷû / mwə̃̀ntû	b u ¹ tʷ u ⁵¹	1 7 8 1 7 8	AXTBYT	PY6TY3	42	42.P.C 42.Y.V 42.6.T 42.T.C 42.Y.V 42.3.T	1.6 3.0 1.0 1.3 3.0 1.0	bu¹tʷu⁵¹	0	821	192	b u ¹ tʷ - u ⁵¹
12433	day	NACAbar2	bʊ̀tʊ̀ / mə̀ntʊ̀	b ʊ ¹ t ʊ ¹	1 7 8 1 7 8	AXTBYT	PY6TY6	31	31.P.C 31.Y.V 31.6.T 31.T.C 31.Y.V 31.6.T	1.6 3.0 1.0 1.3 3.0 1.0	bʊ¹tʊ¹	0	821	192	b ʊ ¹ t - ʊ ¹
12434	day	NEMAjumbu9	dʒɥɪ᷇ːɲ / kə̀dʒɥɪ᷇ːɲnə́	dʒ ɥ ɪː ⁵³ ɲ	1 6 7 8 4	ACXTN	TJI3N	36	36.T.C 36.J.C 36.I.V 36.3.T 36.N.c	1.6 1.2 3.0 1.0 0.5	dʒɥɪː⁵³ɲ	0	838	200	dʒ ɥ ɪː ⁵³ ɲ
12435	day	NVIAjumbu1	dʒwɪ᷇ːn / kə̀dʒwɪ᷇ːnlə̄	dʒ w ɪː ⁵³ n	1 6 7 8 4	ACXTN	TWI3N	49	49.T.C 49.W.C 49.I.V 49.3.T 49.N.c	1.6 1.2 3.0 1.0 0.5	dʒwɪː⁵³n	0	838	200	dʒ w ɪː ⁵³ n
12436	day	KMNAjumbu2	dʒwɪ́ɲ / kə̀dʒwɪ᷇ɲlə̄	dʒ w ɪ ⁵ ɲ	1 6 7 8 4	ACXTN	TWI6N	25	25.T.C 25.W.C 25.I.V 25.6.T 25.N.c	1.6 1.2 3.0 1.0 0.5	dʒwɪ⁵ɲ	0	838	200	dʒ w ɪ ⁵ ɲ
12437	day	KDCAjumbu10	dʒʷɪ́ɲ / kə́dʒʷɪ́ɲnə̄	dʒʷ ɪ ⁵ ɲ	1 7 8 4	AXTN	TI6N	19	19.T.C 19.I.V 19.6.T 19.N.c	1.6 3.0 1.0 0.5	dʒʷɪ⁵ɲ	0	838	200	dʒʷ - ɪ ⁵ ɲ
12438	day	NNBBuu3	bɪ́n / kə̀bɪ̂ntə́ ~	b ɪ ⁵ n	1 7 8 4	AXTN	PI6N	45	45.P.C 45.I.V 45.6.T 45.N.c	1.6 3.0 1.0 0.5	bɪ⁵n	0	837	199	b ɪ ⁵ n
12439	day	MNJBuu4	kə́tə́ / bə́tə́	k ə ⁵ t ə ⁵	1 7 8 1 7 8	AXTBYT	KE6TE6	29	29.K.C 29.E.V 29.6.T 29.T.C 29.E.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə⁵tə⁵	0	829	192	k ə ⁵ t - ə ⁵
12440	day	KEMBuu1	bɪ́n / kə́bɪ́ntə́~bə́tə́	b ɪ ⁵ n	1 7 8 4	AXTN	PI6N	21	21.P.C 21.I.V 21.6.T 21.N.c	1.6 3.0 1.0 0.5	bɪ⁵n	0	837	199	b ɪ ⁵ n
12441	day	KCYBuu2	bɪ́n / kə́bɪ́ntə̄	b ɪ ⁵ n	1 7 8 4	AXTN	PI6N	18	18.P.C 18.I.V 18.6.T 18.N.c	1.6 3.0 1.0 0.5	bɪ⁵n	0	837	199	b ɪ ⁵ n
12442	day	KHKFang12	bʷə̂ / bʷə̂bə̀tʊ́kə́	bʷ ə ⁵¹	1 7 8	AXT	PE3	23	23.P.C 23.E.V 23.3.T	1.6 3.0 1.0	bʷə⁵¹	0	837	199	bʷ ə ⁵¹ -
12443	day	DPNFang13	kálə̄ / kā	k a ⁵ l ə ³	1 7 8 5 7 8	AXTBYT	KA6LE6	10	10.K.C 10.A.V 10.6.T 10.L.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ka⁵lə³	1	829	195	k a ⁵ l ə ³
12444	day	KDVFang1	kàlə̀ / kǎ	k a ¹ l ə ¹	1 7 8 5 7 8	AXTBYT	KA6LE6	20	20.K.C 20.A.V 20.6.T 20.L.C 20.E.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ka¹lə¹	0	829	195	k a ¹ l ə ¹
12445	day	KJSFang2	kálə̀ / ká	k a ⁵ l ə ¹	1 7 8 5 7 8	AXTBYT	KA6LE6	24	24.K.C 24.A.V 24.6.T 24.L.C 24.E.V 24.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ka⁵lə¹	1	829	195	k a ⁵ l ə ¹
12446	day	JGYKoshin3	kpɔ̂ŋ ~ kpɔ̃̂ː / kɔ́ŋɔ̀ ~ kɔ̃̂ː	kp ɔ ⁵¹ ŋ	1 7 8 4	AXTN	KU3N	15	15.K.C 15.U.V 15.3.T 15.N.c	1.6 3.0 1.0 0.5	kpɔ⁵¹ŋ	0	829	197	kp ɔ ⁵¹ ŋ
12447	day	TELKoshin4	kpõ̂ / kõ̂	kp õ ⁵¹	1 7 8	AXT	KU3	50	50.K.C 50.U.V 50.3.T	1.6 3.0 1.0	kpõ⁵¹	0	829	197	kp õ ⁵¹ -
12448	day	MRYKoshin2	kpɔ̃̂ /  kɔ̃̂	kp ɔ̃ ⁵¹	1 7 8	AXT	KU3	30	30.K.C 30.U.V 30.3.T	1.6 3.0 1.0	kpɔ̃⁵¹	0	829	197	kp ɔ̃ ⁵¹ -
12449	day	KCSKung3	fə̀tʊ́ʔ / m̀tʊ́ʔ	f ə ¹ t ʊ ⁵ ʔ	3 7 8 1 7 8 1	AXTBYTN	BE6TY6H	17	17.B.C 17.E.V 17.6.T 17.T.C 17.Y.V 17.6.T 17.H.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	fə¹tʊ⁵ʔ	0	821	198	f ə ¹ t ʊ ⁵ ʔ
12450	day	NJSKung4	fə̀tʊ́ʔ~ʊ́túʔ / m̀tʊ́ʔ	f ə ¹ t ʊ ⁵ ʔ	3 7 8 1 7 8 1	AXTBYTN	BE6TY6H	41	41.B.C 41.E.V 41.6.T 41.T.C 41.Y.V 41.6.T 41.H.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	fə¹tʊ⁵ʔ	0	821	198	f ə ¹ t ʊ ⁵ ʔ
12451	day	NMNMundabli3	tō / tō	t o ³	1 7 8	AXT	TU6	43	43.T.C 43.U.V 43.6.T	1.6 3.0 1.0	to³	0	824	193	t o ³ - -
12452	day	CENMundabli2	tōʊ̄~tō / tóʊ́~tó	t o ³ ʊ ³	1 7 8 7 8	AXTYT	TU6Y6	8	8.T.C 8.U.V 8.6.T 8.Y.V 8.6.T	1.6 3.0 1.0 3.0 1.0	to³ʊ³	0	824	193	t o ³ ʊ ³
12453	day	LFNMundabli1	tōː ~tō / sí ~tō	t oː ³	1 7 8	AXT	TU6	26	26.T.C 26.U.V 26.6.T	1.6 3.0 1.0	toː³	0	824	193	t oː ³ - -
12454	day	NINMundabli4	bɛ̀n / bɛ̀nbó	b ɛ ¹ n	1 7 8 4	AXTN	PE6N	39	39.P.C 39.E.V 39.6.T 39.N.c	1.6 3.0 1.0 0.5	bɛ¹n	0	837	199	b ɛ ¹ n
12455	day	NGTMunken3	bùtù / bútúlə̄	b u ¹ t u ¹	1 7 8 1 7 8	AXTBYT	PY6TY6	38	38.P.C 38.Y.V 38.6.T 38.T.C 38.Y.V 38.6.T	1.6 3.0 1.0 1.3 3.0 1.0	bu¹tu¹	0	821	192	b u ¹ t - u ¹
12456	day	NUNMunken4	bútû / bùtùbù	b u ¹ t u ⁵¹	1 7 8 1 7 8	AXTBYT	PY6TY3	47	47.P.C 47.Y.V 47.6.T 47.T.C 47.Y.V 47.3.T	1.6 3.0 1.0 1.3 3.0 1.0	bu¹tu⁵¹	0	821	192	b u ¹ t - u ⁵¹
12457	day	NEAMunken1	bùtù~bútwû / ø	b u ¹ t u ¹	1 7 8 1 7 8	AXTBYT	PY6TY6	35	35.P.C 35.Y.V 35.6.T 35.T.C 35.Y.V 35.6.T	1.6 3.0 1.0 1.3 3.0 1.0	bu¹tu¹	0	821	192	b u ¹ t - u ¹
12458	day	TNTMunken2	bútû / áfwó ~	b u ¹ t u ⁵¹	1 7 8 1 7 8	AXTBYT	PY6TY3	51	51.P.C 51.Y.V 51.6.T 51.T.C 51.Y.V 51.3.T	1.6 3.0 1.0 1.3 3.0 1.0	bu¹tu⁵¹	0	821	192	b u ¹ t - u ⁵¹
12459	day	MCANgun3	bʊ̀tù~ùtù / bìtù~bùtú	b ʊ ¹ t u ¹	1 7 8 1 7 8	AXTBYT	PY6TY6	27	27.P.C 27.Y.V 27.6.T 27.T.C 27.Y.V 27.6.T	1.6 3.0 1.0 1.3 3.0 1.0	bʊ¹tu¹	0	821	192	b ʊ ¹ t - u ¹
12460	day	KBMNgun4	ⁿfʷɪ́ / àfʷɛ́~àfʷé	n fʷ ɪ ⁵	4 3 7 8	ACYT	NBI6	16	16.N.C 16.B.C 16.I.V 16.6.T	1.6 1.2 3.0 1.0	nfʷɪ⁵	0	835	196	- - n - fʷ - ɪ ⁵ - - -
12461	day	WCANgun1	bùtù / bùtùlʊ̀	b u ¹ t u ¹	1 7 8 1 7 8	AXTBYT	PY6TY6	52	52.P.C 52.Y.V 52.6.T 52.T.C 52.Y.V 52.6.T	1.6 3.0 1.0 1.3 3.0 1.0	bu¹tu¹	0	821	192	b u ¹ t - u ¹
12462	day	AOMNgun2	bʊ́ttsûː / kə́ttsûː	b ʊ ⁵ t ts uː ⁵¹	1 7 8 1 2 7 8	AXTBCYT	PY6TCY3	3	3.P.C 3.Y.V 3.6.T 3.T.C 3.C.C 3.Y.V 3.3.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	bʊ⁵ttsuː⁵¹	0	821	192	b ʊ ⁵ t ts uː ⁵¹
12463	day	APBMumfu1	tɔ̄ː / tɔ̄ːbə́	t ɔː ³	1 7 8	AXT	TU6	4	4.T.C 4.U.V 4.6.T	1.6 3.0 1.0	tɔː³	0	824	193	t ɔː ³ - -
12464	day	DNMMumfu2	tɔ́~tɔ̄ː / ø	t ɔ ⁵	1 7 8	AXT	TU6	9	9.T.C 9.U.V 9.6.T	1.6 3.0 1.0	tɔ⁵	0	824	193	t ɔ ⁵ - -
12465	day	BKBMashi2	ánáŋ / bínáŋ	a ⁵ n a ⁵ ŋ	7 8 4 7 8 4	XTBYTN	A6NA6N	6	6.A.V 6.6.T 6.N.C 6.A.V 6.6.T 6.N.c	3.0 1.0 1.3 3.0 1.0 0.5	a⁵na⁵ŋ	1	825	194	a ⁵ n a ⁵ ŋ
12466	day	KFKMashi1	ánáŋ / bínáŋ	a ⁵ n a ⁵ ŋ	7 8 4 7 8 4	XTBYTN	A6NA6N	22	22.A.V 22.6.T 22.N.C 22.A.V 22.6.T 22.N.c	3.0 1.0 1.3 3.0 1.0 0.5	a⁵na⁵ŋ	1	825	194	a ⁵ n a ⁵ ŋ
12467	day	ABSMissong1	bʊ́tà / ø	b ʊ ⁵ t a ¹	1 7 8 1 7 8	AXTBYT	PY6TA6	1	1.P.C 1.Y.V 1.6.T 1.T.C 1.A.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	bʊ⁵ta¹	0	821	192	b ʊ ⁵ t - a ¹
12468	day	AGAMissong2	bʊ́tâː / bʊ́táːbʊ́	b ʊ ⁵ t aː ⁵¹	1 7 8 1 7 8	AXTBYT	PY6TA3	2	2.P.C 2.Y.V 2.6.T 2.T.C 2.A.V 2.3.T	1.6 3.0 1.0 1.3 3.0 1.0	bʊ⁵taː⁵¹	0	821	192	b ʊ ⁵ t - aː ⁵¹
14849	day	NCCMumfu4	tɔ́ː / tɔ́	t ɔː ⁵	1 7 8	AXT	TU6	32	32.T.C 32.U.V 32.6.T	1.6 3.0 1.0	tɔː⁵	0	824	193	t ɔː ⁵ - -
14850	day	MEAMumfu3	tɔ̄ / tɔ̄ː	t ɔ ³	1 7 8	AXT	TU6	28	28.T.C 28.U.V 28.6.T	1.6 3.0 1.0	tɔ³	0	824	193	t ɔ ³ - -
15301	day	NMSMissong4	bʊ́tâ / ákə̂n	b ʊ ⁵ t a ⁵¹	1 7 8 1 7 8	AXTBYT	PY6TA3	44	44.P.C 44.Y.V 44.6.T 44.T.C 44.A.V 44.3.T	1.6 3.0 1.0 1.3 3.0 1.0	bʊ⁵ta⁵¹	0	821	192	b ʊ ⁵ t - a ⁵¹
15302	day	NDNMissong5	bʊ́tâ / bʊ́tâ	b ʊ ⁵ t a ⁵¹	1 7 8 1 7 8	AXTBYT	PY6TA3	34	34.P.C 34.Y.V 34.6.T 34.T.C 34.A.V 34.3.T	1.6 3.0 1.0 1.3 3.0 1.0	bʊ⁵ta⁵¹	0	821	192	b ʊ ⁵ t - a ⁵¹
15751	day	BAAMashi4	ánāŋ / bìnàŋ (bìfʷə́ɣ)	a ⁵ n a ³ ŋ	7 8 4 7 8 4	XTBYTN	A6NA6N	5	5.A.V 5.6.T 5.N.C 5.A.V 5.6.T 5.N.c	3.0 1.0 1.3 3.0 1.0 0.5	a⁵na³ŋ	0	825	194	a ⁵ n a ³ ŋ
15752	day	NCMMashi5	ánáŋ / bínáŋ	a ⁵ n a ⁵ ŋ	7 8 4 7 8 4	XTBYTN	A6NA6N	33	33.A.V 33.6.T 33.N.C 33.A.V 33.6.T 33.N.c	3.0 1.0 1.3 3.0 1.0 0.5	a⁵na⁵ŋ	1	825	194	a ⁵ n a ⁵ ŋ
16497	day	NFKBiya7	ǹmfʷɪ́ / àfʷɪ́	n m fʷ ɪ ⁵	4 4 3 7 8	AMBYT	NMBI6	37	37.N.C 37.M.c 37.B.C 37.I.V 37.6.T	1.6 1.1 1.3 3.0 1.0	nmfʷɪ⁵	0	835	196	- - n m fʷ - ɪ ⁵ - - -
16498	day	FBCBiya8	m̀fʷé / àfʷé	m ¹ fʷ e ⁵	4 8 3 7 8	ATBYT	M6BE6	13	13.M.C 13.6.T 13.B.C 13.E.V 13.6.T	1.6 1.0 1.3 3.0 1.0	m¹fʷe⁵	0	831	196	m ¹ - - fʷ - e ⁵ - - -
16499	day	ENBBiya1	m̀fwɪ̀ɣ / àfwɪ́ɣ	m ¹ f w ɪ ¹ ɣ	4 8 3 6 7 8 3	ATBCYTN	M6BWI6G	12	12.M.C 12.6.T 12.B.C 12.W.C 12.I.V 12.6.T 12.G.c	1.6 1.0 1.3 1.2 3.0 1.0 0.5	m¹fwɪ¹ɣ	0	831	196	m ¹ - - f w ɪ ¹ ɣ - -
16500	day	ICNBiya2	m̀fúnə̄ / ø	m ¹ f u ¹ n ə ³	4 8 3 7 8 4 7 8	ATBYTBYT	M6BY6NE6	14	14.M.C 14.6.T 14.B.C 14.Y.V 14.6.T 14.N.C 14.E.V 14.6.T	1.6 1.0 1.3 3.0 1.0 1.3 3.0 1.0	m¹fu¹nə³	0	831	196	m ¹ - - f - u ¹ n ə ³
17954	day	NSFBiya5	m̀fʷɪ́~bʷɪ́tû~bʊ́tù / àfʷə́~kə́tû	m ¹ fʷ ɪ ⁵	4 8 3 7 8	ATBYT	M6BI6	46	46.M.C 46.6.T 46.B.C 46.I.V 46.6.T	1.6 1.0 1.3 3.0 1.0	m¹fʷɪ⁵	0	831	196	m ¹ - - fʷ - ɪ ⁵ - - -
17955	day	NJNBiya6	m̀fʷɪ́~bútú~bʷə́tú / áfʷɪ́~àfʷɪ́	m ¹ fʷ ɪ ⁵	4 8 3 7 8	ATBYT	M6BI6	40	40.M.C 40.6.T 40.B.C 40.I.V 40.6.T	1.6 1.0 1.3 3.0 1.0	m¹fʷɪ⁵	0	831	196	m ¹ - - fʷ - ɪ ⁵ - - -
630	deity, god, God	NVBAbar7	kə̀jì / ìjìbì	k ə ¹ j i ¹	1 7 8 6 7 8	AXTBYT	KE6JI6	48	48.K.C 48.E.V 48.6.T 48.J.C 48.I.V 48.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹ji¹	0	853	202	k ə ¹ j i ¹
631	deity, god, God	ECLAbar8	kə̀jì / bìjì	k ə ¹ j i ¹	1 7 8 6 7 8	AXTBYT	KE6JI6	11	11.K.C 11.E.V 11.6.T 11.J.C 11.I.V 11.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹ji¹	0	853	202	k ə ¹ j i ¹
632	deity, god, God	NMAAbar1	kéyìː / bìyìː	k e ⁵ j iː ¹	1 7 8 6 7 8	AXTBYT	KE6JI6	42	42.K.C 42.E.V 42.6.T 42.J.C 42.I.V 42.6.T	1.6 3.0 1.0 1.3 3.0 1.0	ke⁵jiː¹	0	853	202	k e ⁵ j iː ¹
633	deity, god, God	NACAbar2	kə̀yìː / bìyìː	k ə ¹ j iː ¹	1 7 8 6 7 8	AXTBYT	KE6JI6	31	31.K.C 31.E.V 31.6.T 31.J.C 31.I.V 31.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹jiː¹	0	853	202	k ə ¹ j iː ¹
634	deity, god, God	NEMAjumbu9	kə̀zə̀ / bə̀zə̀	k ə ¹ z ə ¹	1 7 8 3 7 8	AXTBYT	KE6SE6	36	36.K.C 36.E.V 36.6.T 36.S.C 36.E.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹zə¹	0	853	202	k ə ¹ z ə ¹
635	deity, god, God	NVIAjumbu1	kə̀zə̀ / bə̀zə̀	k ə ¹ z ə ¹	1 7 8 3 7 8	AXTBYT	KE6SE6	49	49.K.C 49.E.V 49.6.T 49.S.C 49.E.V 49.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹zə¹	0	853	202	k ə ¹ z ə ¹
636	deity, god, God	KMNAjumbu2	kə̀zə̀ / bə̀zə̀	k ə ¹ z ə ¹	1 7 8 3 7 8	AXTBYT	KE6SE6	25	25.K.C 25.E.V 25.6.T 25.S.C 25.E.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹zə¹	0	853	202	k ə ¹ z ə ¹
637	deity, god, God	KDCAjumbu10	kə̀zə̀ / bə̀zə̀	k ə ¹ z ə ¹	1 7 8 3 7 8	AXTBYT	KE6SE6	19	19.K.C 19.E.V 19.6.T 19.S.C 19.E.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹zə¹	0	853	202	k ə ¹ z ə ¹
638	deity, god, God	NNBBuu3	kə̀yìː / bə̀yìː	k ə ¹ j iː ¹	1 7 8 6 7 8	AXTBYT	KE6JI6	45	45.K.C 45.E.V 45.6.T 45.J.C 45.I.V 45.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹jiː¹	0	853	202	k ə ¹ j iː ¹
639	deity, god, God	MNJBuu4	fə̀yìː / bə̀yìː	f ə ¹ j iː ¹	3 7 8 6 7 8	AXTBYT	BE6JI6	29	29.B.C 29.E.V 29.6.T 29.J.C 29.I.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fə¹jiː¹	0	845	203	f ə ¹ - j iː ¹
640	deity, god, God	KEMBuu1	kə̀yìː / bə̀yìː	k ə ¹ j iː ¹	1 7 8 6 7 8	AXTBYT	KE6JI6	21	21.K.C 21.E.V 21.6.T 21.J.C 21.I.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹jiː¹	0	853	202	k ə ¹ j iː ¹
641	deity, god, God	KCYBuu2	kə̀yìː / bə̀yìː	k ə ¹ j iː ¹	1 7 8 6 7 8	AXTBYT	KE6JI6	18	18.K.C 18.E.V 18.6.T 18.J.C 18.I.V 18.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹jiː¹	0	853	202	k ə ¹ j iː ¹
642	deity, god, God	KHKFang12	fə̀ʒʲə̀ / mə̀nʒʲə̀	f ə ¹ ʒ j ə ¹	3 7 8 3 6 7 8	AXTBCYT	BE6SJE6	23	23.B.C 23.E.V 23.6.T 23.S.C 23.J.C 23.E.V 23.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	fə¹ʒjə¹	0	845	203	f ə ¹ ʒ j ə ¹
643	deity, god, God	DPNFang13	fə̀ʒʲə̀ː / fə̀ʒʲə̀ː~mə̀ʒʲə̀ː	f ə ¹ ʒ j əː ¹	3 7 8 3 6 7 8	AXTBCYT	BE6SJE6	10	10.B.C 10.E.V 10.6.T 10.S.C 10.J.C 10.E.V 10.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	fə¹ʒjəː¹	0	845	203	f ə ¹ ʒ j əː ¹
644	deity, god, God	KDVFang1	fə̀ʒìː / mə̀nʒìː	f ə ¹ ʒ iː ¹	3 7 8 3 7 8	AXTBYT	BE6SI6	20	20.B.C 20.E.V 20.6.T 20.S.C 20.I.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	fə¹ʒiː¹	0	845	203	f ə ¹ ʒ - iː ¹
645	deity, god, God	JGYKoshin3	kə̀ʒìː / bə̀ʒìː	k ə ¹ ʒ iː ¹	1 7 8 3 7 8	AXTBYT	KE6SI6	15	15.K.C 15.E.V 15.6.T 15.S.C 15.I.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹ʒiː¹	0	853	202	k ə ¹ ʒ iː ¹
646	deity, god, God	TELKoshin4	kə̀ʒì / bə̀ʒì	k ə ¹ ʒ i ¹	1 7 8 3 7 8	AXTBYT	KE6SI6	50	50.K.C 50.E.V 50.6.T 50.S.C 50.I.V 50.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹ʒi¹	0	853	202	k ə ¹ ʒ i ¹
647	deity, god, God	MRYKoshin2	kə̀dʒìː /  bə̀ntàɲ	k ə ¹ dʒ iː ¹	1 7 8 1 7 8	AXTBYT	KE6TI6	30	30.K.C 30.E.V 30.6.T 30.T.C 30.I.V 30.6.T	1.6 3.0 1.0 1.3 3.0 1.0	kə¹dʒiː¹	0	853	202	k ə ¹ dʒ iː ¹
648	deity, god, God	KCSKung3	fə̀ʒʲə̀ / m̀ʒʲə̀	f ə ¹ ʒ j ə ¹	3 7 8 3 6 7 8	AXTBCYT	BE6SJE6	17	17.B.C 17.E.V 17.6.T 17.S.C 17.J.C 17.E.V 17.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	fə¹ʒjə¹	0	845	203	f ə ¹ ʒ j ə ¹
649	deity, god, God	NJSKung4	fə́ʒʲə̀ / ḿʒʲə̀	f ə ⁵ ʒ j ə ¹	3 7 8 3 6 7 8	AXTBCYT	BE6SJE6	41	41.B.C 41.E.V 41.6.T 41.S.C 41.J.C 41.E.V 41.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	fə⁵ʒjə¹	0	845	203	f ə ⁵ ʒ j ə ¹
