# Wordlist

# DATA
ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	LEXSTATID
13447	drink	F24_Kimbu	ŋweela	ŋ w e e l a	4 6 7 7 5 7	ACXYBZ	NWEELA	99	99.N.C 99.W.C 99.E.V 99.E.V 99.L.C 99.A.V	2.0 1.5 1.5 1.3 1.75 0.8	ŋweela	0	3810	371
13546	drink	F25_Bungu	kumwela	k u m w e l a	1 7 4 6 7 5 7	AXBCYBZ	KYMWELA	100	100.K.C 100.Y.V 100.M.C 100.W.C 100.E.V 100.L.C 100.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kumwela	0	3777	371
13646	drink	F31_Nyiramba	kopa	k o p a	1 7 1 7	AXBZ	KUPA	101	101.K.C 101.U.V 101.P.C 101.A.V	2.0 1.5 1.75 0.8	kopa	0	3787	378
13744	drink	F32_Nyaturucha	u-ɲwa	u ɲ w a	7 4 6 7	XBCZ	YNWA	102	102.Y.V 102.N.C 102.W.C 102.A.V	1.5 1.75 1.5 0.8	uɲwa	0	3810	371
13844	drink	F32_Nyaturuwil	uɲwa	u ɲ w a	7 4 6 7	XBCZ	YNWA	103	103.Y.V 103.N.C 103.W.C 103.A.V	1.5 1.75 1.5 0.8	uɲwa	0	3810	371
13944	drink	F33_Langi	ku-ɲwa	k u ɲ w a	1 7 4 6 7	AXBCZ	KYNWA	104	104.K.C 104.Y.V 104.N.C 104.W.C 104.A.V	2.0 1.5 1.75 1.5 0.8	kuɲwa	0	3810	371
14044	drink	G11_Gogo	-́ŋwa	ŋ w a	4 6 7	ACX	NWA	105	105.N.C 105.W.C 105.A.V	2.0 1.5 1.5	ŋwa	0	3810	371
14143	drink	G12_Kagulu	-ɲwa	ɲ w a	4 6 7	ACX	NWA	106	106.N.C 106.W.C 106.A.V	2.0 1.5 1.5	ɲwa	0	3810	371
14242	drink	G23_Sambaa	kuɲwa	k u ɲ w a	1 7 4 6 7	AXBCZ	KYNWA	107	107.K.C 107.Y.V 107.N.C 107.W.C 107.A.V	2.0 1.5 1.75 1.5 0.8	kuɲwa	0	3810	371
14342	drink	G24_Bondei	ku-ɲwa	k u ɲ w a	1 7 4 6 7	AXBCZ	KYNWA	108	108.K.C 108.Y.V 108.N.C 108.W.C 108.A.V	2.0 1.5 1.75 1.5 0.8	kuɲwa	0	3810	371
14442	drink	G32_Doe	ku-ngwa	k u n g w a	1 7 4 1 6 7	AXMBCZ	KYNKWA	110	110.K.C 110.Y.V 110.N.c 110.K.C 110.W.C 110.A.V	2.0 1.5 1.1 1.75 1.5 0.8	kungwa	0	3810	371
14542	drink	G31_Zigua	ku-vata	k u v a t a	1 7 3 7 1 7	AXBYBZ	KYBATA	109	109.K.C 109.Y.V 109.B.C 109.A.V 109.T.C 109.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kuvata	0	3881	378
14642	drink	G32_Kwere	kuŋwa	k u ŋ w a	1 7 4 6 7	AXBCZ	KYNWA	111	111.K.C 111.Y.V 111.N.C 111.W.C 111.A.V	2.0 1.5 1.75 1.5 0.8	kuŋwa	0	3810	371
14742	drink	G33_Zaramo	ku-ngwa	k u n g w a	1 7 4 1 6 7	AXMBCZ	KYNKWA	112	112.K.C 112.Y.V 112.N.c 112.K.C 112.W.C 112.A.V	2.0 1.5 1.1 1.75 1.5 0.8	kungwa	0	3810	371
14841	drink	G34_Nguungulu	ɲwa	ɲ w a	4 6 7	ACX	NWA	113	113.N.C 113.W.C 113.A.V	2.0 1.5 1.5	ɲwa	0	3810	371
14941	drink	G36_Kami	ku-ngwa	k u n g w a	1 7 4 1 6 7	AXMBCZ	KYNKWA	114	114.K.C 114.Y.V 114.N.c 114.K.C 114.W.C 114.A.V	2.0 1.5 1.1 1.75 1.5 0.8	kungwa	0	3810	371
15040	drink	G37_Kutu	-iŋwa	i ŋ w a	7 4 6 7	XBCZ	INWA	115	115.I.V 115.N.C 115.W.C 115.A.V	1.5 1.75 1.5 0.8	iŋwa	0	3810	371
15140	drink	G39_Saghala	-nwa	n w a	4 6 7	ACX	NWA	116	116.N.C 116.W.C 116.A.V	2.0 1.5 1.5	nwa	0	3810	371
15239	drink	G401_Mwani	ɲwa	ɲ w a	4 6 7	ACX	NWA	117	117.N.C 117.W.C 117.A.V	2.0 1.5 1.5	ɲwa	0	3810	371
15337	drink	G41_Bajuni	n̪wa	n w a	4 6 7	ACX	NWA	118	118.N.C 118.W.C 118.A.V	2.0 1.5 1.5	nwa	0	3810	371
15433	drink	G42_Swahili	ɲwa	ɲ w a	4 6 7	ACX	NWA	119	119.N.C 119.W.C 119.A.V	2.0 1.5 1.5	ɲwa	0	3810	371
15533	drink	G42a_Amu	nwa	n w a	4 6 7	ACX	NWA	120	120.N.C 120.W.C 120.A.V	2.0 1.5 1.5	nwa	0	3810	371
15631	drink	G42d_Unguja	ɲwa	ɲ w a	4 6 7	ACX	NWA	121	121.N.C 121.W.C 121.A.V	2.0 1.5 1.5	ɲwa	0	3810	371
15729	drink	G44a_Ngazija	-nwa	n w a	4 6 7	ACX	NWA	122	122.N.C 122.W.C 122.A.V	2.0 1.5 1.5	nwa	0	3810	371
15829	drink	G44b_Ndzwani	-nwa	n w a	4 6 7	ACX	NWA	123	123.N.C 123.W.C 123.A.V	2.0 1.5 1.5	nwa	0	3810	371
15927	drink	G52_Ndamba	kulanda	k u l a n d a	1 7 5 7 4 1 7	AXBYMBZ	KYLANTA	124	124.K.C 124.Y.V 124.L.C 124.A.V 124.N.c 124.T.C 124.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kulanda	0	3881	371
16027	drink	G61_Sangu	kimwela	k i m w e l a	1 7 4 6 7 5 7	AXBCYBZ	KIMWELA	125	125.K.C 125.I.V 125.M.C 125.W.C 125.E.V 125.L.C 125.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kimwela	0	3777	371
16127	drink	G62_Hehe	(uku)ɲwa	ɲ w a	4 6 7	ACX	NWA	126	126.N.C 126.W.C 126.A.V	2.0 1.5 1.5	ɲwa	0	3810	371
16226	drink	G63_Bena	kuɲwa	k u ɲ w a	1 7 4 6 7	AXBCZ	KYNWA	127	127.K.C 127.Y.V 127.N.C 127.W.C 127.A.V	2.0 1.5 1.75 1.5 0.8	kuɲwa	0	3810	371
16326	drink	G64_Pangwa	khuɲwa	k h u ɲ w a	1 3 7 4 6 7	ACXBCZ	KHYNWA	128	128.K.C 128.H.C 128.Y.V 128.N.C 128.W.C 128.A.V	2.0 1.5 1.5 1.75 1.5 0.8	khuɲwa	0	3810	371
16425	drink	G65_Kinga	ukuɲwa	u k u ɲ w a	7 1 7 4 6 7	XBYBCZ	YKYNWA	129	129.Y.V 129.K.C 129.Y.V 129.N.C 129.W.C 129.A.V	1.5 1.75 1.3 1.75 1.5 0.8	ukuɲwa	0	3810	371
16524	drink	G66_Wanji	(ku)ɲua	ɲ u a	4 7 7	AXZ	NYA	130	130.N.C 130.Y.V 130.A.V	2.0 1.5 0.8	ɲua	0	3784	371
16623	drink	M11_Pimbwe	ukunwa	u k u n w a	7 1 7 4 6 7	XBYBCZ	YKYNWA	167	167.Y.V 167.K.C 167.Y.V 167.N.C 167.W.C 167.A.V	1.5 1.75 1.3 1.75 1.5 0.8	ukunwa	0	3810	371
16723	drink	M12_Lungwa	ukunwa	u k u n w a	7 1 7 4 6 7	XBYBCZ	YKYNWA	168	168.Y.V 168.K.C 168.Y.V 168.N.C 168.W.C 168.A.V	1.5 1.75 1.3 1.75 1.5 0.8	ukunwa	0	3810	371
16823	drink	M13_Fipa	ukunwa	u k u n w a	7 1 7 4 6 7	XBYBCZ	YKYNWA	169	169.Y.V 169.K.C 169.Y.V 169.N.C 169.W.C 169.A.V	1.5 1.75 1.3 1.75 1.5 0.8	ukunwa	0	3810	371
16923	drink	M14_Rungu	ŋa	ŋ a	4 7	AX	NA	170	170.N.C 170.A.V	2.0 1.5	ŋa	0	3784	371
17023	drink	M15_Mambwe	ukuŋwa	u k u ŋ w a	7 1 7 4 6 7	XBYBCZ	YKYNWA	171	171.Y.V 171.K.C 171.Y.V 171.N.C 171.W.C 171.A.V	1.5 1.75 1.3 1.75 1.5 0.8	ukuŋwa	0	3810	371
17123	drink	M21_Ndali	kuŋwa	k u ŋ w a	1 7 4 6 7	AXBCZ	KYNWA	172	172.K.C 172.Y.V 172.N.C 172.W.C 172.A.V	2.0 1.5 1.75 1.5 0.8	kuŋwa	0	3810	371
17223	drink	M21_Wanda	(uku)mwa	m w a	4 6 7	ACX	MWA	173	173.M.C 173.W.C 173.A.V	2.0 1.5 1.5	mwa	0	3777	371
17323	drink	M22_Namwanga	u-kumwa	u k u m w a	7 1 7 4 6 7	XBYBCZ	YKYMWA	174	174.Y.V 174.K.C 174.Y.V 174.M.C 174.W.C 174.A.V	1.5 1.75 1.3 1.75 1.5 0.8	ukumwa	0	3777	371
17423	drink	M23_Nyiha	kumwela	k u m w e l a	1 7 4 6 7 5 7	AXBCYBZ	KYMWELA	175	175.K.C 175.Y.V 175.M.C 175.W.C 175.E.V 175.L.C 175.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kumwela	0	3777	371
17523	drink	M24_Malila	kumwela	k u m w e l a	1 7 4 6 7 5 7	AXBCYBZ	KYMWELA	176	176.K.C 176.Y.V 176.M.C 176.W.C 176.E.V 176.L.C 176.A.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	kumwela	0	3777	371
17623	drink	M25_Safwa	amwele	a m w e l e	7 4 6 7 5 7	XBCYBZ	AMWELE	177	177.A.V 177.M.C 177.W.C 177.E.V 177.L.C 177.E.V	1.5 1.75 1.5 1.3 1.75 0.8	amwele	0	3777	371
17723	drink	M28_Lambya	ŋwela	ŋ w e l a	4 6 7 5 7	ACXBZ	NWELA	178	178.N.C 178.W.C 178.E.V 178.L.C 178.A.V	2.0 1.5 1.5 1.75 0.8	ŋwela	0	3810	371
17823	drink	M31_Nyakyusa	ukunwa	u k u n w a	7 1 7 4 6 7	XBYBCZ	YKYNWA	179	179.Y.V 179.K.C 179.Y.V 179.N.C 179.W.C 179.A.V	1.5 1.75 1.3 1.75 1.5 0.8	ukunwa	0	3810	371
17922	drink	N11_Manda	kuɲwa	k u ɲ w a	1 7 4 6 7	AXBCZ	KYNWA	180	180.K.C 180.Y.V 180.N.C 180.W.C 180.A.V	2.0 1.5 1.75 1.5 0.8	kuɲwa	0	3810	371
18022	drink	N12_Ngoni	(ku)puza	p u z a	1 7 3 7	AXBZ	PYSA	181	181.P.C 181.Y.V 181.S.C 181.A.V	2.0 1.5 1.75 0.8	puza	0	3953	380
18122	drink	N13_Matengo	(ku)ɲwa	ɲ w a	4 6 7	ACX	NWA	182	182.N.C 182.W.C 182.A.V	2.0 1.5 1.5	ɲwa	0	3810	371
18222	drink	N14_Mpoto	kuɲa	k u ɲ a	1 7 4 7	AXBZ	KYNA	183	183.K.C 183.Y.V 183.N.C 183.A.V	2.0 1.5 1.75 0.8	kuɲa	0	3784	371
18321	drink	N31_Chewa	mwa	m w a	4 6 7	ACX	MWA	184	184.M.C 184.W.C 184.A.V	2.0 1.5 1.5	mwa	0	3777	371
18421	drink	P11_Ndengeleko	kuɲwa	k u ɲ w a	1 7 4 6 7	AXBCZ	KYNWA	185	185.K.C 185.Y.V 185.N.C 185.W.C 185.A.V	2.0 1.5 1.75 1.5 0.8	kuɲwa	0	3810	371
18518	drink	P12_Rufiji	kuɲuaa	k u ɲ u a a	1 7 4 7 7 7	AXBYYZ	KYNYAA	186	186.K.C 186.Y.V 186.N.C 186.Y.V 186.A.V 186.A.V	2.0 1.5 1.75 1.3 1.3 0.8	kuɲuaa	0	3784	371
18618	drink	P13_Matumbi	ɲwa	ɲ w a	4 6 7	ACX	NWA	187	187.N.C 187.W.C 187.A.V	2.0 1.5 1.5	ɲwa	0	3810	371
18717	drink	P14_Ngindo	ku-ɲwee	k u ɲ w e e	1 7 4 6 7 7	AXBCYZ	KYNWEE	188	188.K.C 188.Y.V 188.N.C 188.W.C 188.E.V 188.E.V	2.0 1.5 1.75 1.5 1.3 0.8	kuɲwee	0	3810	371
18816	drink	P15_Mbunga	-ɲwa	ɲ w a	4 6 7	ACX	NWA	189	189.N.C 189.W.C 189.A.V	2.0 1.5 1.5	ɲwa	0	3810	371
18915	drink	P21_Yao	ku-ŋwa	k u ŋ w a	1 7 4 6 7	AXBCZ	KYNWA	190	190.K.C 190.Y.V 190.N.C 190.W.C 190.A.V	2.0 1.5 1.75 1.5 0.8	kuŋwa	0	3810	371
19015	drink	P22_Mwera	ku-papila	k u p a p i l a	1 7 1 7 1 7 5 7	AXBYBYBZ	KYPAPILA	191	191.K.C 191.Y.V 191.P.C 191.A.V 191.P.C 191.I.V 191.L.C 191.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	kupapila	0	3963	381
19114	drink	P23_Simakonde	ku-kimbila	k u k i m b i l a	1 7 1 7 4 1 7 5 7	AXBYMBYBZ	KYKIMPILA	192	192.K.C 192.Y.V 192.K.C 192.I.V 192.M.c 192.P.C 192.I.V 192.L.C 192.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	kukimbila	0	3963	381
19213	drink	P25_Mabia	ku-kumbila	k u k u m b i l a	1 7 1 7 4 1 7 5 7	AXBYMBYBZ	KYKYMPILA	193	193.K.C 193.Y.V 193.K.C 193.Y.V 193.M.c 193.P.C 193.I.V 193.L.C 193.A.V	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 0.8	kukumbila	0	3963	381
19313	drink	P31_Emakhua	u-wúrya	u w u r j a	7 6 7 5 6 7	XBYBCZ	YWYRJA	194	194.Y.V 194.W.C 194.Y.V 194.R.C 194.J.C 194.A.V	1.5 1.75 1.3 1.75 1.5 0.8	uwurja	0	3966	382
19412	drink	S11_Shona	-mwá	m w a	4 6 7	ACX	MWA	195	195.M.C 195.W.C 195.A.V	2.0 1.5 1.5	mwa	0	3777	371
19512	drink	S21_Venda	-nwa	n w a	4 6 7	ACX	NWA	196	196.N.C 196.W.C 196.A.V	2.0 1.5 1.5	nwa	0	3810	371
19610	drink	S41_Xhosa	uku-sela	u k u s e l a	7 1 7 3 7 5 7	XBYBYBZ	YKYSELA	197	197.Y.V 197.K.C 197.Y.V 197.S.C 197.E.V 197.L.C 197.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	ukusela	0	3963	371
19710	drink	S42_Zulu	-phuza	p h u z a	1 3 7 3 7	ACXBZ	PHYSA	198	198.P.C 198.H.C 198.Y.V 198.S.C 198.A.V	2.0 1.5 1.5 1.75 0.8	phuza	0	3953	380
19810	drink	S44_Ndebele	-natha	n a t h a	4 7 1 3 7	AXBCZ	NATHA	199	199.N.C 199.A.V 199.T.C 199.H.C 199.A.V	2.0 1.5 1.75 1.5 0.8	natha	0	3805	371
19910	drink	S53_Tsonga	-nwá	n w a	4 6 7	ACX	NWA	200	200.N.C 200.W.C 200.A.V	2.0 1.5 1.5	nwa	0	3810	371
#
21	ear	Tiv_Tivoid	to-g̥h	t o g h	1 7 1 3	AXBC	TUKH	201	201.T.C 201.U.V 201.K.C 201.H.C	2.0 1.5 1.75 1.5	togh	0	4167	395
120	ear	A11_Londo	dì-tóò	d i t o o	1 7 1 7 7	AXBYZ	TITUU	1	1.T.C 1.I.V 1.T.C 1.U.V 1.U.V	2.0 1.5 1.75 1.3 0.8	ditoo	0	3967	383
220	ear	A121_Mbonge	dito	d i t o	1 7 1 7	AXBZ	TITU	2	2.T.C 2.I.V 2.T.C 2.U.V	2.0 1.5 1.75 0.8	dito	0	3967	383
320	ear	A122_Bakundu	dìtoỳ	d i t o y	1 7 1 7 7	AXBYZ	TITUY	3	3.T.C 3.I.V 3.T.C 3.U.V 3.Y.V	2.0 1.5 1.75 1.3 0.8	ditoy	0	3967	383
420	ear	A141_Lefo	ɛ̀-túì	ɛ t u i	7 1 7 7	XBYZ	ETYI	4	4.E.V 4.T.C 4.Y.V 4.I.V	1.5 1.75 1.3 0.8	ɛtui	0	3967	383
520	ear	A15A_Mbuu	è-túə̀	e t u ə	7 1 7 7	XBYZ	ETYE	6	6.E.V 6.T.C 6.Y.V 6.E.V	1.5 1.75 1.3 0.8	etuə	0	3967	383
620	ear	A15B_Mienge_NW_Manenguba	è-tẅə̂	e t ɥ ə	7 1 6 7	XBCZ	ETJE	7	7.E.V 7.T.C 7.J.C 7.E.V	1.5 1.75 1.5 0.8	etɥə	0	3973	383
720	ear	A15C_Elung_Central_Manenguba	è-tû	e t u	7 1 7	XBZ	ETY	9	9.E.V 9.T.C 9.Y.V	1.5 1.75 0.8	etu	0	3967	383
820	ear	A15C_Akossi	è-túù	e t u u	7 1 7 7	XBYZ	ETYY	8	8.E.V 8.T.C 8.Y.V 8.Y.V	1.5 1.75 1.3 0.8	etuu	0	3967	383
919	ear	A15C_Mkaa	ɛ̀-tóò	ɛ t o o	7 1 7 7	XBYZ	ETUU	10	10.E.V 10.T.C 10.U.V 10.U.V	1.5 1.75 1.3 0.8	ɛtoo	0	3967	383
1019	ear	A151_Nkongho	lɛ̀-ʦɘ̂	l ɛ ts ɘ	5 7 2 7	AXBZ	LECE	5	5.L.C 5.E.V 5.C.C 5.E.V	2.0 1.5 1.75 0.8	lɛtsɘ	0	3967	384
1119	ear	A24_Duala	tói	t o i	1 7 7	AXZ	TUI	11	11.T.C 11.U.V 11.I.V	2.0 1.5 0.8	toi	0	3967	383
1218	ear	A43a_Basaa	oo	o o	7 7	XZ	UU	12	12.U.V 12.U.V	1.5 0.8	oo	0	3978	385
1318	ear	A62A_Nukalonge	ètû	e t u	7 1 7	XBZ	ETY	14	14.E.V 14.T.C 14.Y.V	1.5 1.75 0.8	etu	0	3967	383
1417	ear	A622_Nugunu	u-dúu	u d u u	7 1 7 7	XBYZ	YTYY	13	13.Y.V 13.T.C 13.Y.V 13.Y.V	1.5 1.75 1.3 0.8	uduu	0	3967	383
1517	ear	A63_Mangisa	àlɔ	a l ɔ	7 5 7	XBZ	ALU	15	15.A.V 15.L.C 15.U.V	1.5 1.75 0.8	alɔ	0	3981	385
1617	ear	A71_Eton	à-lɔ́	a l ɔ	7 5 7	XBZ	ALU	16	16.A.V 16.L.C 16.U.V	1.5 1.75 0.8	alɔ	0	3981	385
1715	ear	A72a_Ewondo	alò̱-me	a l o m e	7 5 7 4 7	XBYBZ	ALUME	17	17.A.V 17.L.C 17.U.V 17.M.C 17.E.V	1.5 1.75 1.3 1.75 0.8	alome	0	3981	385
1814	ear	A75a_Fang_Bitam	alɔ	a l ɔ	7 5 7	XBZ	ALU	18	18.A.V 18.L.C 18.U.V	1.5 1.75 0.8	alɔ	0	3981	385
1913	ear	A75a_Fang_Minvoul	alɔ	a l ɔ	7 5 7	XBZ	ALU	19	19.A.V 19.L.C 19.U.V	1.5 1.75 0.8	alɔ	0	3981	385
2012	ear	A803_Shiwa	luɔ	l u ɔ	5 7 7	AXZ	LYU	20	20.L.C 20.Y.V 20.U.V	2.0 1.5 0.8	luɔ	0	3978	385
2110	ear	A832_Bekol	lwɔ̂	l w ɔː	5 6 7	ACX	LWU	21	21.L.C 21.W.C 21.U.V	2.0 1.5 1.5	lwɔː	0	3987	385
2210	ear	A84_Njem	egwǎl	e g w a l	7 1 6 7 5	XBCYN	EKWAL	23	23.E.V 23.K.C 23.W.C 23.A.V 23.L.c	1.5 1.75 1.5 1.3 0.8	egwal	0	3988	386
2309	ear	A841_Badwe	egwǎl	e g w a l	7 1 6 7 5	XBCYN	EKWAL	22	22.E.V 22.K.C 22.W.C 22.A.V 22.L.c	1.5 1.75 1.5 1.3 0.8	egwal	0	3988	386
2406	ear	A85b_Bekwil_Mv	ɛlɔ	ɛ l ɔ	7 5 7	XBZ	ELU	24	24.E.V 24.L.C 24.U.V	1.5 1.75 0.8	ɛlɔ	0	3981	385
2506	ear	A86c_Mpiemo	àlɔ̂	a l ɔː	7 5 7	XBZ	ALU	25	25.A.V 25.L.C 25.U.V	1.5 1.75 0.8	alɔː	0	3981	385
2603	ear	A91_Kwakum	ì-tɔ́	i t ɔ	7 1 7	XBZ	ITU	26	26.I.V 26.T.C 26.U.V	1.5 1.75 0.8	itɔ	0	3967	383
2702	ear	B11a_Mpongwe	oroyi	o r o j i	7 5 7 6 7	XBYBZ	URUJI	27	27.U.V 27.R.C 27.U.V 27.J.C 27.I.V	1.5 1.75 1.3 1.75 0.8	oroji	0	3993	387
2802	ear	B11b_Orungu	oroyi	o r o j i	7 5 7 6 7	XBYBZ	URUJI	28	28.U.V 28.R.C 28.U.V 28.J.C 28.I.V	1.5 1.75 1.3 1.75 0.8	oroji	0	3993	387
2899	ear	B11c_Galwa	oroyi	o r o j i	7 5 7 6 7	XBYBZ	URUJI	29	29.U.V 29.R.C 29.U.V 29.J.C 29.I.V	1.5 1.75 1.3 1.75 0.8	oroji	0	3993	387
2999	ear	B11d_Dyumba	òɾóːyí	o ɾ oː j i	7 5 7 6 7	XBYBZ	URUJI	30	30.U.V 30.R.C 30.U.V 30.J.C 30.I.V	1.5 1.75 1.3 1.75 0.8	oɾoːji	0	3993	387
3098	ear	B11F_Enenga	oroi	o r o i	7 5 7 7	XBYZ	URUI	31	31.U.V 31.R.C 31.U.V 31.I.V	1.5 1.75 1.3 0.8	oroi	0	3997	387
3198	ear	B31_Tsogo	eato	e a t o	7 7 1 7	XYBZ	EATU	43	43.E.V 43.A.V 43.T.C 43.U.V	1.5 1.3 1.75 0.8	eato	0	3967	383
3298	ear	B32_Kande	n̩toni	n t o n i	4 1 7 4 7	ACYBZ	NTUNI	44	44.N.C 44.T.C 44.U.V 44.N.C 44.I.V	2.0 1.5 1.3 1.75 0.8	ntoni	0	4010	387
3397	ear	B301_Viya	eto	e t o	7 1 7	XBZ	ETU	39	39.E.V 39.T.C 39.U.V	1.5 1.75 0.8	eto	0	3967	383
3497	ear	B302_Himba	itoyi	i t o j i	7 1 7 6 7	XBYBZ	ITUJI	40	40.I.V 40.T.C 40.U.V 40.J.C 40.I.V	1.5 1.75 1.3 1.75 0.8	itoji	0	3973	387
3597	ear	B304_Pinzi	toyi	t o j i	1 7 6 7	AXBZ	TUJI	41	41.T.C 41.U.V 41.J.C 41.I.V	2.0 1.5 1.75 0.8	toji	0	3973	387
3697	ear	B305_Vove	ito	i t o	7 1 7	XBZ	ITU	42	42.I.V 42.T.C 42.U.V	1.5 1.75 0.8	ito	0	3967	383
3797	ear	B21_Seki	dì:tɔ́	d iː t ɔ	1 7 1 7	AXBZ	TITU	34	34.T.C 34.I.V 34.T.C 34.U.V	2.0 1.5 1.75 0.8	diːtɔ	0	3967	383
3895	ear	B22a_Kele	wɔlɛ	w ɔ l ɛ	6 7 5 7	AXBZ	WULE	35	35.W.C 35.U.V 35.L.C 35.E.V	2.0 1.5 1.75 0.8	wɔlɛ	0	3981	385
3994	ear	B24_Wumbvu	iluyi	i l u j i	7 5 7 6 7	XBYBZ	ILYJI	36	36.I.V 36.L.C 36.Y.V 36.J.C 36.I.V	1.5 1.75 1.3 1.75 0.8	iluji	0	3993	387
4094	ear	B25_Kota	ilɔ	i l ɔ	7 5 7	XBZ	ILU	38	38.I.V 38.L.C 38.U.V	1.5 1.75 0.8	ilɔ	0	3981	385
4194	ear	B251_Shake	riwɔgɛ	r i w ɔ g ɛ	5 7 6 7 1 7	AXBYBZ	RIWUKE	37	37.R.C 37.I.V 37.W.C 37.U.V 37.K.C 37.E.V	2.0 1.5 1.75 1.3 1.75 0.8	riwɔgɛ	0	4003	388
4294	ear	B201_Ndasa	iluyi	i l u j i	7 5 7 6 7	XBYBZ	ILYJI	32	32.I.V 32.L.C 32.Y.V 32.J.C 32.I.V	1.5 1.75 1.3 1.75 0.8	iluji	0	3993	387
4394	ear	B204_Ndambomo_Li	iwɔlɔ	i w ɔ l ɔ	7 6 7 5 7	XBYBZ	IWULU	33	33.I.V 33.W.C 33.U.V 33.L.C 33.U.V	1.5 1.75 1.3 1.75 0.8	iwɔlɔ	0	3981	385
4492	ear	C104_Aka	lóè	l o e	5 7 7	AXZ	LUE	61	61.L.C 61.U.V 61.E.V	2.0 1.5 0.8	loe	0	3978	385
4592	ear	C141_Bonyala	itwé	i t w e	7 1 6 7	XBCZ	ITWE	62	62.I.V 62.T.C 62.W.C 62.E.V	1.5 1.75 1.5 0.8	itwe	0	4015	390
4692	ear	C21_Ngare	itué	i t u e	7 1 7 7	XBYZ	ITYE	63	63.I.V 63.T.C 63.Y.V 63.E.V	1.5 1.75 1.3 0.8	itue	0	3967	383
4792	ear	C22_Akwa	etúe	e t u e	7 1 7 7	XBYZ	ETYE	64	64.E.V 64.T.C 64.Y.V 64.E.V	1.5 1.75 1.3 0.8	etue	0	3967	383
4892	ear	C24_Koyo	ì-twéè	i t w e e	7 1 6 7 7	XBCYZ	ITWEE	65	65.I.V 65.T.C 65.W.C 65.E.V 65.E.V	1.5 1.75 1.5 1.3 0.8	itwee	0	4015	390
4992	ear	C25A_Bunji	itúe	i t u e	7 1 7 7	XBYZ	ITYE	66	66.I.V 66.T.C 66.Y.V 66.E.V	1.5 1.75 1.3 0.8	itue	0	3967	383
5092	ear	C25B_Olee	icwé	i c w e	7 1 6 7	XBCZ	ICWE	67	67.I.V 67.C.C 67.W.C 67.E.V	1.5 1.75 1.5 0.8	icwe	0	4015	390
5191	ear	C25C_Ondinga	icwé	i c w e	7 1 6 7	XBCZ	ICWE	68	68.I.V 68.C.C 68.W.C 68.E.V	1.5 1.75 1.5 0.8	icwe	0	4015	390
5291	ear	C25E_Eboyi	itúe	i t u e	7 1 7 7	XBYZ	ITYE	69	69.I.V 69.T.C 69.Y.V 69.E.V	1.5 1.75 1.3 0.8	itue	0	3967	383
5391	ear	C32_Bobangi	lítóí	l i t o i	5 7 1 7 7	AXBYZ	LITUI	70	70.L.C 70.I.V 70.T.C 70.U.V 70.I.V	2.0 1.5 1.75 1.3 0.8	litoi	0	3967	383
5490	ear	C61_Mongo	-tóì	t o i	1 7 7	AXZ	TUI	71	71.T.C 71.U.V 71.I.V	2.0 1.5 0.8	toi	0	3967	383
5590	ear	D32_Bira	kitoi	k i t o i	1 7 1 7 7	AXBYZ	KITUI	72	72.K.C 72.I.V 72.T.C 72.U.V 72.I.V	2.0 1.5 1.75 1.3 0.8	kitoi	0	3967	383
5690	ear	B42_Sangu_Mi	dyaru	d j a r u	1 6 7 5 7	ACXBZ	TJARY	45	45.T.C 45.J.C 45.A.V 45.R.C 45.Y.V	2.0 1.5 1.5 1.75 0.8	djaru	0	3973	389
5788	ear	B43_Punu	ditudʒi	d i t u dʒ i	1 7 1 7 1 7	AXBYBZ	TITYTI	46	46.T.C 46.I.V 46.T.C 46.Y.V 46.T.C 46.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ditudʒi	0	3967	383
5886	ear	B44_Lumbu	dyaaru	d j a a r u	1 6 7 7 5 7	ACXYBZ	TJAARY	47	47.T.C 47.J.C 47.A.V 47.A.V 47.R.C 47.Y.V	2.0 1.5 1.5 1.3 1.75 0.8	djaaru	0	3973	389
5985	ear	B51_Duma_La	litswi	l i ts w i	5 7 2 6 7	AXBCZ	LICWI	49	49.L.C 49.I.V 49.C.C 49.W.C 49.I.V	2.0 1.5 1.75 1.5 0.8	litswi	0	4015	390
6085	ear	B52_Nzebi	lətʃu	l ə tʃ u	5 7 1 7	AXBZ	LETY	50	50.L.C 50.E.V 50.T.C 50.Y.V	2.0 1.5 1.75 0.8	lətʃu	0	3967	383
