ID	CONCEPT	DOCULECT	VALUE	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
10773	cricket	WCANgun1	ɪ̀dʒìndʒàŋ / kə̀ndʒíndʒáŋə23	ɪ.¹/ɪ dʒ i.¹/i n dʒ a.¹/a ŋ	7 1 7 4 1 7 4	XBYMBYN	ITINTAN	48	48.I.V 48.T.C 48.I.V 48.N.c 48.T.C 48.A.V 48.N.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	ɪ.¹/ɪdʒi.¹/indʒa.¹/aŋ	0	665	ɪ.¹/ɪ - dʒ - i.¹/i - n dʒ - a.¹/a ŋ
10774	cricket	AOMNgun2	ɪ̀dʒìndʒàŋ / kə́ndʒíndʒáŋə́	ɪ.¹/ɪ dʒ i.¹/i n dʒ a.¹/a ŋ	7 1 7 4 1 7 4	XBYMBYN	ITINTAN	3	3.I.V 3.T.C 3.I.V 3.N.c 3.T.C 3.A.V 3.N.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	ɪ.¹/ɪdʒi.¹/indʒa.¹/aŋ	0	665	ɪ.¹/ɪ - dʒ - i.¹/i - n dʒ - a.¹/a ŋ
10775	cricket	APBMumfu1	gyə̀ŋkàː / gyə̀ŋkàːyə́	g j ə.¹/ə ŋ k aː.¹/aː	1 6 7 4 1 7	ACXMBZ	KJENKA	4	4.K.C 4.J.C 4.E.V 4.N.c 4.K.C 4.A.V	2.0 1.5 1.5 1.1 1.75 0.8	gjə.¹/əŋkaː.¹/aː	0	666	g j ə.¹/ə ŋ k aː.¹/aː
10776	cricket	DNMMumfu2	gìŋkàː~gìŋkà / gìŋkàːbə́~gìŋkà	g i.¹/i ŋ k aː.¹/aː	1 7 4 1 7	AXMBZ	KINKA	9	9.K.C 9.I.V 9.N.c 9.K.C 9.A.V	2.0 1.5 1.1 1.75 0.8	gi.¹/iŋkaː.¹/aː	0	666	g - i.¹/i ŋ k aː.¹/aː
10777	cricket	BKBMashi2	ǹdzê / ńdzê	n.¹/n d z e.⁵¹/e	4 1 3 7	ACCZ	NTSE	6	6.N.C 6.T.C 6.S.C 6.E.V	2.0 1.5 1.5 0.8	n.¹/ndze.⁵¹/e	0	667	n.¹/n - d z - - e.⁵¹/e
10778	cricket	KFKMashi1	dzzə̄ / dzzə̂	d z z ə.³/ə	1 3 3 7	ACBX	TSSE	21	21.T.C 21.S.C 21.S.C 21.E.V	2.0 1.5 1.75 1.5	dzzə.³/ə	0	683	d z z ə.³/ə
10779	cricket	ABSMissong1	ɪ̀dʒə̀ŋ / kìdʒə́ŋnə̄	ɪ.¹/ɪ dʒ ə.¹/ə ŋ	7 1 7 4	XBYN	ITEN	1	1.I.V 1.T.C 1.E.V 1.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒə.¹/əŋ	0	675	ɪ.¹/ɪ dʒ - ə.¹/ə ŋ - - -
10780	cricket	AGAMissong2	ɪ̀dʒə̀ŋ / kìdʒə́ŋnə̄	ɪ.¹/ɪ dʒ ə.¹/ə ŋ	7 1 7 4	XBYN	ITEN	2	2.I.V 2.T.C 2.E.V 2.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒə.¹/əŋ	0	675	ɪ.¹/ɪ dʒ - ə.¹/ə ŋ - - -
15295	cricket	NCCMumfu4	gʲɪ̀ŋkà / gʲɪ̀ŋkà	g j ɪ.¹/ɪ ŋ k a.¹/a	1 6 7 4 1 7	ACXMBZ	KJINKA	31	31.K.C 31.J.C 31.I.V 31.N.c 31.K.C 31.A.V	2.0 1.5 1.5 1.1 1.75 0.8	gjɪ.¹/ɪŋka.¹/a	0	666	g j ɪ.¹/ɪ ŋ k a.¹/a
15296	cricket	MEAMumfu3	gʲə̀ŋkà / gʲə̀ŋkà	g j ə.¹/ə ŋ k a.¹/a	1 6 7 4 1 7	ACXMBZ	KJENKA	27	27.K.C 27.J.C 27.E.V 27.N.c 27.K.C 27.A.V	2.0 1.5 1.5 1.1 1.75 0.8	gjə.¹/əŋka.¹/a	0	666	g j ə.¹/ə ŋ k a.¹/a
15747	cricket	NMSMissong4	ɪ̀dʒə̀ŋ /kídʒə́ŋnə̄	ɪ.¹/ɪ dʒ ə.¹/ə ŋ	7 1 7 4	XBYN	ITEN	41	41.I.V 41.T.C 41.E.V 41.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒə.¹/əŋ	0	675	ɪ.¹/ɪ dʒ - ə.¹/ə ŋ - - -
15748	cricket	NDNMissong5	ɪ̀dʒə̀ŋ /kīdʒə́ŋnə̄	ɪ.¹/ɪ dʒ ə.¹/ə ŋ	7 1 7 4	XBYN	ITEN	33	33.I.V 33.T.C 33.E.V 33.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒə.¹/əŋ	0	675	ɪ.¹/ɪ dʒ - ə.¹/ə ŋ - - -
16197	cricket	BAAMashi4	ndzèː / ndzêːjə̌	n d z eː.¹/eː	4 1 3 7	ACCZ	NTSE	5	5.N.C 5.T.C 5.S.C 5.E.V	2.0 1.5 1.5 0.8	ndzeː.¹/eː	0	667	n - d z - - eː.¹/eː
16198	cricket	NCMMashi5	ǹndzə̀ / ǹndzə̂	n.¹/n n d z ə.¹/ə	4 4 1 3 7	AMBCZ	NNTSE	32	32.N.C 32.N.c 32.T.C 32.S.C 32.E.V	2.0 1.1 1.75 1.5 0.8	n.¹/nndzə.¹/ə	0	667	n.¹/n n d z - - ə.¹/ə
6943	cup	NVBAbar7	ɪ̀bʷôm / ɪ̀bʷòmòkɪ̀	ɪ.¹/ɪ bʷ o.⁵¹/o m	7 1 7 4	XBYN	IPUM	44	44.I.V 44.P.C 44.U.V 44.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbʷo.⁵¹/om	0	698	ɪ.¹/ɪ bʷ - o.⁵¹/o m
6944	cup	ECLAbar8	ɪ̀bʷòm / kìbʷòmò	ɪ.¹/ɪ bʷ o.³/o m	7 1 7 4	XBYN	IPUM	11	11.I.V 11.P.C 11.U.V 11.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbʷo.³/om	0	698	ɪ.¹/ɪ bʷ - o.³/o m
6945	cup	NMAAbar1	ɪ̀bwôm / kɪ̀bwòmò	ɪ.¹/ɪ b w o.⁵¹/o m	7 1 6 7 4	XBCYN	IPWUM	39	39.I.V 39.P.C 39.W.C 39.U.V 39.M.c	1.5 1.75 1.5 1.3 0.8	ɪ.¹/ɪbwo.⁵¹/om	0	698	ɪ.¹/ɪ b w o.⁵¹/o m
6946	cup	NACAbar2	ɪ̀bwôm / kɪ̀bwòmò	ɪ.¹/ɪ b w o.⁵¹/o m	7 1 6 7 4	XBCYN	IPWUM	30	30.I.V 30.P.C 30.W.C 30.U.V 30.M.c	1.5 1.75 1.5 1.3 0.8	ɪ.¹/ɪbwo.⁵¹/om	0	698	ɪ.¹/ɪ b w o.⁵¹/o m
6947	cup	NEMAjumbu9	fə̀ʃʲə́ː / m̩̀ʃʲə́	f ə.¹/ə ʃʲ əː.⁵/əː	3 7 3 7	AXBZ	BESE	35	35.B.C 35.E.V 35.S.C 35.E.V	2.0 1.5 1.75 0.8	fə.¹/əʃʲəː.⁵/əː	0	705	f ə.¹/ə ʃʲ - - əː.⁵/əː
6948	cup	NVIAjumbu1	fə̀ʃyə̄ / ə̀mʃyə̄~m̀ʃyə́	f ə.¹/ə ʃ j ə.³/ə	3 7 3 6 7	AXBCZ	BESJE	45	45.B.C 45.E.V 45.S.C 45.J.C 45.E.V	2.0 1.5 1.75 1.5 0.8	fə.¹/əʃjə.³/ə	0	705	f ə.¹/ə ʃ - j ə.³/ə
6949	cup	KMNAjumbu2	fə̀ʃyə́ / m̀ʃyə́	f ə.¹/ə ʃ j ə.⁵/ə	3 7 3 6 7	AXBCZ	BESJE	24	24.B.C 24.E.V 24.S.C 24.J.C 24.E.V	2.0 1.5 1.75 1.5 0.8	fə.¹/əʃjə.⁵/ə	0	705	f ə.¹/ə ʃ - j ə.⁵/ə
6950	cup	KDCAjumbu10	fə̀ʃʲéːfə́ / m̩̀ʃʲéːfə́	f ə.¹/ə ʃʲ eː.⁵/eː f ə.⁵/ə	3 7 3 7 3 7	AXBYBZ	BESEBE	18	18.B.C 18.E.V 18.S.C 18.E.V 18.B.C 18.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.¹/əʃʲeː.⁵/eːfə.⁵/ə	0	705	f ə.¹/ə ʃʲ eː.⁵/eː f ə.⁵/ə
6951	cup	ENBBiya1	ɪ̀bʷóm~kɒ́p / kə̀bʷə̀mə̀~bə̀kɒ́p	ɪ.¹/ɪ bʷ o.⁵/o m	7 1 7 4	XBYN	IPUM	12	12.I.V 12.P.C 12.U.V 12.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbʷo.⁵/om	0	698	ɪ.¹/ɪ bʷ - o.⁵/o m
6952	cup	ICNBiya2	ɪ̀bʷôm / kə̀bʷômmə́	ɪ.¹/ɪ bʷ o.⁵¹/o m	7 1 7 4	XBYN	IPUM	13	13.I.V 13.P.C 13.U.V 13.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbʷo.⁵¹/om	0	698	ɪ.¹/ɪ bʷ - o.⁵¹/o m
6953	cup	NNBBuu3	dʒém / kə́dʒêmtə́	dʒ e.⁵/e m	1 7 4	AXN	TEM	42	42.T.C 42.E.V 42.M.c	2.0 1.5 0.8	dʒe.⁵/em	0	712	- dʒ - e.⁵/e m
6954	cup	MNJBuu4	dʒʲém / kə́dʒʲémtə́	dʒ j e.⁵/e m	1 6 7 4	ACXN	TJEM	28	28.T.C 28.J.C 28.E.V 28.M.c	2.0 1.5 1.5 0.8	dʒje.⁵/em	0	712	- dʒ j e.⁵/e m
6955	cup	KEMBuu1	dʒyə́m / kə́dʒyə́mtə́	dʒ j ə.⁵/ə m	1 6 7 4	ACXN	TJEM	20	20.T.C 20.J.C 20.E.V 20.M.c	2.0 1.5 1.5 0.8	dʒjə.⁵/əm	0	712	- dʒ j ə.⁵/ə m
6956	cup	KCYBuu2	ndʒyə́m / ə́ndʒyə̂m	n dʒ j ə.⁵/ə m	4 1 6 7 4	ACCYN	NTJEM	17	17.N.C 17.T.C 17.J.C 17.E.V 17.M.c	2.0 1.5 1.5 1.3 0.8	ndʒjə.⁵/əm	0	712	n dʒ j ə.⁵/ə m
6957	cup	KHKFang12	bàːsə̀ / báːsə́	b aː.¹/aː s ə.¹/ə	1 7 3 7	AXBZ	PASE	22	22.P.C 22.A.V 22.S.C 22.E.V	2.0 1.5 1.75 0.8	baː.¹/aːsə.¹/ə	0	705	b aː.¹/aː s - - ə.¹/ə
6958	cup	DPNFang13	bàsə̀ / básə́	b a.¹/a s ə.¹/ə	1 7 3 7	AXBZ	PASE	10	10.P.C 10.A.V 10.S.C 10.E.V	2.0 1.5 1.75 0.8	ba.¹/asə.¹/ə	0	705	b a.¹/a s - - ə.¹/ə
6959	cup	KDVFang1	bàːsə̀ / báːsə́	b aː.¹/aː s ə.¹/ə	1 7 3 7	AXBZ	PASE	19	19.P.C 19.A.V 19.S.C 19.E.V	2.0 1.5 1.75 0.8	baː.¹/aːsə.¹/ə	0	705	b aː.¹/aː s - - ə.¹/ə
6960	cup	JGYKoshin3	bʷàm / bʲàm	bʷ a.³/a m	1 7 4	AXN	PAM	14	14.P.C 14.A.V 14.M.c	2.0 1.5 0.8	bʷa.³/am	0	698	- bʷ - a.³/a m
6961	cup	TELKoshin4	bʷâm / bʲâm	bʷ a.⁵¹/a m	1 7 4	AXN	PAM	46	46.P.C 46.A.V 46.M.c	2.0 1.5 0.8	bʷa.⁵¹/am	0	698	- bʷ - a.⁵¹/a m
6962	cup	MRYKoshin2	bwâm /  bʲâm	b w a.⁵¹/a m	1 6 7 4	ACXN	PWAM	29	29.P.C 29.W.C 29.A.V 29.M.c	2.0 1.5 1.5 0.8	bwa.⁵¹/am	0	698	- b w a.⁵¹/a m
6963	cup	KCSKung3	wùò / sə́wùò	w u.¹/u o.¹/o	6 7 7	AXZ	WYU	16	16.W.C 16.Y.V 16.U.V	2.0 1.5 0.8	wu.¹/uo.¹/o	1	711	w u.¹/u o.¹/o
6964	cup	NJSKung4	wùə̀ / sə̀wùə̀	w u.¹/u ə.¹/ə	6 7 7	AXZ	WYE	38	38.W.C 38.Y.V 38.E.V	2.0 1.5 0.8	wu.¹/uə.¹/ə	0	711	w u.¹/u ə.¹/ə
6965	cup	ZKGKung1	mbí / sə́mbíé	m b i.⁵/i	4 1 7	ACZ	MPI	49	49.M.C 49.P.C 49.I.V	2.0 1.5 0.8	mbi.⁵/i	0	699	m b i.⁵/i
6966	cup	BNMKung2	mbíː / sə́mbíː	m b iː.⁵/iː	4 1 7	ACZ	MPI	7	7.M.C 7.P.C 7.I.V	2.0 1.5 0.8	mbiː.⁵/iː	0	699	m b iː.⁵/iː
6967	cup	NMNMundabli3	bɛ̀ / bɛ̂ː	b ɛ.¹/ɛ	1 7	AX	PE	40	40.P.C 40.E.V	2.0 1.5	bɛ.¹/ɛ	0	699	- b ɛ.¹/ɛ
6968	cup	CENMundabli2	bɛ̀ / bɛ̀ː	b ɛ.¹/ɛ	1 7	AX	PE	8	8.P.C 8.E.V	2.0 1.5	bɛ.¹/ɛ	0	699	- b ɛ.¹/ɛ
6969	cup	LFNMundabli1	bɛ̀ː / bɛ̀ːbó	b ɛː.¹/ɛː	1 7	AX	PE	25	25.P.C 25.E.V	2.0 1.5	bɛː.¹/ɛː	0	699	- b ɛː.¹/ɛː
6970	cup	NINMundabli4	bɛ̀ː / bɛ̀ːbó	b ɛː.¹/ɛː	1 7	AX	PE	37	37.P.C 37.E.V	2.0 1.5	bɛː.¹/ɛː	0	699	- b ɛː.¹/ɛː
6971	cup	NGTMunken3	ɪ̀bə̀m / kìbə̀mə̀	ɪ.¹/ɪ b ə.³/ə m	7 1 7 4	XBYN	IPEM	36	36.I.V 36.P.C 36.E.V 36.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbə.³/əm	0	698	ɪ.¹/ɪ b - ə.³/ə m
6972	cup	NUNMunken4	ɪ̀bə̂m / kìbàmà	ɪ.¹/ɪ b ə.⁵¹/ə m	7 1 7 4	XBYN	IPEM	43	43.I.V 43.P.C 43.E.V 43.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbə.⁵¹/əm	0	698	ɪ.¹/ɪ b - ə.⁵¹/ə m
6973	cup	NEAMunken1	ɪ̀bə̂m / kɪ́bə́mmə́	ɪ.¹/ɪ b ə.⁵¹/ə m	7 1 7 4	XBYN	IPEM	34	34.I.V 34.P.C 34.E.V 34.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbə.⁵¹/əm	0	698	ɪ.¹/ɪ b - ə.⁵¹/ə m
6974	cup	TNTMunken2	ɪ̀bə̂m /kɪ̀bə̀mə̀	ɪ.¹/ɪ b ə.⁵¹/ə m	7 1 7 4	XBYN	IPEM	47	47.I.V 47.P.C 47.E.V 47.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbə.⁵¹/əm	0	698	ɪ.¹/ɪ b - ə.⁵¹/ə m
6975	cup	MCANgun3	ɪ́bʷóm / kə̀bʷòmə̀~àbʷòmə̀	ɪ.⁵/ɪ bʷ o.⁵/o m	7 1 7 4	XBYN	IPUM	26	26.I.V 26.P.C 26.U.V 26.M.c	1.5 1.75 1.3 0.8	ɪ.⁵/ɪbʷo.⁵/om	0	698	ɪ.⁵/ɪ bʷ - o.⁵/o m
6976	cup	KBMNgun4	ɪ̄bʷóm / kə̀bʷòm~kə̀bʷɔ̀m	ɪ.³/ɪ bʷ o.⁵/o m	7 1 7 4	XBYN	IPUM	15	15.I.V 15.P.C 15.U.V 15.M.c	1.5 1.75 1.3 0.8	ɪ.³/ɪbʷo.⁵/om	0	698	ɪ.³/ɪ bʷ - o.⁵/o m
6977	cup	WCANgun1	ɪ́bwóm / kə̀bwòmə̀	ɪ.⁵/ɪ b w o.⁵/o m	7 1 6 7 4	XBCYN	IPWUM	48	48.I.V 48.P.C 48.W.C 48.U.V 48.M.c	1.5 1.75 1.5 1.3 0.8	ɪ.⁵/ɪbwo.⁵/om	0	698	ɪ.⁵/ɪ b w o.⁵/o m
6978	cup	AOMNgun2	bwɔ́m / kə́bwɔ́mə́	b w ɔ.⁵/ɔ m	1 6 7 4	ACXN	PWUM	3	3.P.C 3.W.C 3.U.V 3.M.c	2.0 1.5 1.5 0.8	bwɔ.⁵/ɔm	0	698	- b w ɔ.⁵/ɔ m
6979	cup	APBMumfu1	bà / bâːbə̌	b a.¹/a	1 7	AX	PA	4	4.P.C 4.A.V	2.0 1.5	ba.¹/a	0	699	- b a.¹/a
6980	cup	DNMMumfu2	bà / bâbə̌	b a.¹/a	1 7	AX	PA	9	9.P.C 9.A.V	2.0 1.5	ba.¹/a	0	699	- b a.¹/a
6981	cup	BKBMashi2	nsɔ̀k / bʊ̀nsɔ̀k	n s ɔ.¹/ɔ k	4 3 7 1	ACYN	NSUK	6	6.N.C 6.S.C 6.U.V 6.K.c	2.0 1.5 1.3 0.8	nsɔ.¹/ɔk	0	701	n s ɔ.¹/ɔ k
6982	cup	KFKMashi1	nsɔ̀k / bʊ̀nsɔ̀k	n s ɔ.¹/ɔ k	4 3 7 1	ACYN	NSUK	21	21.N.C 21.S.C 21.U.V 21.K.c	2.0 1.5 1.3 0.8	nsɔ.¹/ɔk	0	701	n s ɔ.¹/ɔ k
6983	cup	ABSMissong1	ŋ̀wɛ̀ː / bàŋwɛ̀	ŋ.¹/ŋ w ɛː.¹/ɛː	4 6 7	ACX	NWE	1	1.N.C 1.W.C 1.E.V	2.0 1.5 1.5	ŋ.¹/ŋwɛː.¹/ɛː	0	696	ŋ.¹/ŋ w ɛː.¹/ɛː
6984	cup	AGAMissong2	ŋ̀wɛ̀ː / bàŋwɛ̀bʊ́	ŋ.¹/ŋ w ɛː.¹/ɛː	4 6 7	ACX	NWE	2	2.N.C 2.W.C 2.E.V	2.0 1.5 1.5	ŋ.¹/ŋwɛː.¹/ɛː	0	696	ŋ.¹/ŋ w ɛː.¹/ɛː
15297	cup	NCCMumfu4	bà / bà	b a.¹/a	1 7	AX	PA	31	31.P.C 31.A.V	2.0 1.5	ba.¹/a	0	699	- b a.¹/a
15298	cup	MEAMumfu3	bà / bâ	b a.¹/a	1 7	AX	PA	27	27.P.C 27.A.V	2.0 1.5	ba.¹/a	0	699	- b a.¹/a
15749	cup	NMSMissong4	ŋʷɛ̀ː / bàŋ̀wɛ̀ː	ŋʷ ɛː.¹/ɛː	4 7	AX	NE	41	41.N.C 41.E.V	2.0 1.5	ŋʷɛː.¹/ɛː	0	696	ŋʷ - ɛː.¹/ɛː
15750	cup	NDNMissong5	ŋ̀wɛ̀ː / bàŋ̀wɛ̀ː	ŋ.¹/ŋ w ɛː.¹/ɛː	4 6 7	ACX	NWE	33	33.N.C 33.W.C 33.E.V	2.0 1.5 1.5	ŋ.¹/ŋwɛː.¹/ɛː	0	696	ŋ.¹/ŋ w ɛː.¹/ɛː
16199	cup	BAAMashi4	kɔ̂b / bùkɔ̂b	k ɔ.⁵¹/ɔ b	1 7 1	AXN	KUP	5	5.K.C 5.U.V 5.P.c	2.0 1.5 0.8	kɔ.⁵¹/ɔb	0	700	k ɔ.⁵¹/ɔ b
16200	cup	NCMMashi5	kɔ̂b / bʊ̀kɔ̂b	k ɔ.⁵¹/ɔ b	1 7 1	AXN	KUP	32	32.K.C 32.U.V 32.P.c	2.0 1.5 0.8	kɔ.⁵¹/ɔb	0	700	k ɔ.⁵¹/ɔ b
6181	cutlass	NVBAbar7	àdá~kə̀dá/ɪ̀dá~ɪ̀dábî	a.¹/a d a.⁵/a	7 1 7	XBZ	ATA	44	44.A.V 44.T.C 44.A.V	1.5 1.75 0.8	a.¹/ada.⁵/a	0	713	- a.¹/a d - a.⁵/a -
6182	cutlass	ECLAbar8	kə̀dá~àdá / bìdá~ìdá	k ə.¹/ə d a.⁵/a	1 7 1 7	AXBZ	KETA	11	11.K.C 11.E.V 11.T.C 11.A.V	2.0 1.5 1.75 0.8	kə.¹/əda.⁵/a	0	713	k ə.¹/ə d - a.⁵/a -
6183	cutlass	NMAAbar1	kèdá / bìdá	k e.¹/e d a.⁵/a	1 7 1 7	AXBZ	KETA	39	39.K.C 39.E.V 39.T.C 39.A.V	2.0 1.5 1.75 0.8	ke.¹/eda.⁵/a	0	713	k e.¹/e d - a.⁵/a -
6184	cutlass	NACAbar2	kə̀dá / bìdá	k ə.¹/ə d a.⁵/a	1 7 1 7	AXBZ	KETA	30	30.K.C 30.E.V 30.T.C 30.A.V	2.0 1.5 1.75 0.8	kə.¹/əda.⁵/a	0	713	k ə.¹/ə d - a.⁵/a -
6185	cutlass	NEMAjumbu9	fə́béːlə́ / ḿ̩béːlə́	f ə.⁵/ə b eː.⁵/eː l ə.⁵/ə	3 7 1 7 5 7	AXBYBZ	BEPELE	35	35.B.C 35.E.V 35.P.C 35.E.V 35.L.C 35.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.⁵/əbeː.⁵/eːlə.⁵/ə	0	722	f ə.⁵/ə b eː.⁵/eː l ə.⁵/ə
6186	cutlass	NVIAjumbu1	fə́bélə́ / kə́bélə́~	f ə.⁵/ə b e.⁵/e l ə.⁵/ə	3 7 1 7 5 7	AXBYBZ	BEPELE	45	45.B.C 45.E.V 45.P.C 45.E.V 45.L.C 45.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.⁵/əbe.⁵/elə.⁵/ə	0	722	f ə.⁵/ə b e.⁵/e l ə.⁵/ə
6187	cutlass	KDCAjumbu10	fə́béːlə́ / ḿ̩béːlə́	f ə.⁵/ə b eː.⁵/eː l ə.⁵/ə	3 7 1 7 5 7	AXBYBZ	BEPELE	18	18.B.C 18.E.V 18.P.C 18.E.V 18.L.C 18.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.⁵/əbeː.⁵/eːlə.⁵/ə	0	722	f ə.⁵/ə b eː.⁵/eː l ə.⁵/ə
6188	cutlass	ENBBiya1	kə̀dʲɛ̌~kə̀dʲá~kə̀dá / bìdʲá~bìdʲɛ́	k ə.¹/ə d j ɛ.¹⁵/ɛ	1 7 1 6 7	AXBCZ	KETJE	12	12.K.C 12.E.V 12.T.C 12.J.C 12.E.V	2.0 1.5 1.75 1.5 0.8	kə.¹/ədjɛ.¹⁵/ɛ	0	713	k ə.¹/ə d j ɛ.¹⁵/ɛ -
6189	cutlass	ICNBiya2	kə̀dæ̂ / bìdæ̂	k ə.¹/ə d æ.⁵¹/æ	1 7 1 7	AXBZ	KETE	13	13.K.C 13.E.V 13.T.C 13.E.V	2.0 1.5 1.75 0.8	kə.¹/ədæ.⁵¹/æ	0	713	k ə.¹/ə d - æ.⁵¹/æ -
6190	cutlass	NNBBuu3	fə́běːlə̄ / mə̀mběːlə̄	f ə.⁵/ə b eː.¹⁵/eː l ə.³/ə	3 7 1 7 5 7	AXBYBZ	BEPELE	42	42.B.C 42.E.V 42.P.C 42.E.V 42.L.C 42.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.⁵/əbeː.¹⁵/eːlə.³/ə	0	722	f ə.⁵/ə b eː.¹⁵/eː l ə.³/ə
6191	cutlass	MNJBuu4	fə́béːlə́ / ḿbéːlə̄	f ə.⁵/ə b eː.⁵/eː l ə.⁵/ə	3 7 1 7 5 7	AXBYBZ	BEPELE	28	28.B.C 28.E.V 28.P.C 28.E.V 28.L.C 28.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.⁵/əbeː.⁵/eːlə.⁵/ə	0	722	f ə.⁵/ə b eː.⁵/eː l ə.⁵/ə
6192	cutlass	KEMBuu1	fóbéːlə̄ / mbéːlə̄	f o.⁵/o b eː.⁵/eː l ə.³/ə	3 7 1 7 5 7	AXBYBZ	BUPELE	20	20.B.C 20.U.V 20.P.C 20.E.V 20.L.C 20.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fo.⁵/obeː.⁵/eːlə.³/ə	0	722	f o.⁵/o b eː.⁵/eː l ə.³/ə
6193	cutlass	KCYBuu2	fóbéːlə̄ / mə̀mbéːlə̄	f o.⁵/o b eː.⁵/eː l ə.³/ə	3 7 1 7 5 7	AXBYBZ	BUPELE	17	17.B.C 17.U.V 17.P.C 17.E.V 17.L.C 17.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fo.⁵/obeː.⁵/eːlə.³/ə	0	722	f o.⁵/o b eː.⁵/eː l ə.³/ə
6194	cutlass	KHKFang12	fə̀béːlə́ / mə̀mbélə́m	f ə.¹/ə b eː.⁵/eː l ə.⁵/ə	3 7 1 7 5 7	AXBYBZ	BEPELE	22	22.B.C 22.E.V 22.P.C 22.E.V 22.L.C 22.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.¹/əbeː.⁵/eːlə.⁵/ə	0	722	f ə.¹/ə b eː.⁵/eː l ə.⁵/ə
6195	cutlass	DPNFang13	fə̀bɪ́lə́ / mə̀mbɪ́lə́	f ə.¹/ə b ɪ.⁵/ɪ l ə.⁵/ə	3 7 1 7 5 7	AXBYBZ	BEPILE	10	10.B.C 10.E.V 10.P.C 10.I.V 10.L.C 10.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.¹/əbɪ.⁵/ɪlə.⁵/ə	0	722	f ə.¹/ə b ɪ.⁵/ɪ l ə.⁵/ə
6196	cutlass	KDVFang1	fə̀bélə́ / mə́mbélə̄m	f ə.¹/ə b e.⁵/e l ə.⁵/ə	3 7 1 7 5 7	AXBYBZ	BEPELE	19	19.B.C 19.E.V 19.P.C 19.E.V 19.L.C 19.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.¹/əbe.⁵/elə.⁵/ə	0	722	f ə.¹/ə b e.⁵/e l ə.⁵/ə
6197	cutlass	KJSFang2	fə̀bélə́ / mə́mbélə́	f ə.¹/ə b e.⁵/e l ə.⁵/ə	3 7 1 7 5 7	AXBYBZ	BEPELE	23	23.B.C 23.E.V 23.P.C 23.E.V 23.L.C 23.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.¹/əbe.⁵/elə.⁵/ə	0	722	f ə.¹/ə b e.⁵/e l ə.⁵/ə
6198	cutlass	JGYKoshin3	bī / tə̄bí	b i.³/i	1 7	AX	PI	14	14.P.C 14.I.V	2.0 1.5	bi.³/i	0	721	- - b i.³/i
6199	cutlass	TELKoshin4	bī / tə̄bī	b i.³/i	1 7	AX	PI	46	46.P.C 46.I.V	2.0 1.5	bi.³/i	0	721	- - b i.³/i
6200	cutlass	MRYKoshin2	bīː /  tōbī	b iː.³/iː	1 7	AX	PI	29	29.P.C 29.I.V	2.0 1.5	biː.³/iː	0	721	- - b iː.³/iː
6201	cutlass	KCSKung3	ífɛ̂ː / sə̀fɛ̂ː	i.⁵/i f ɛː.⁵¹/ɛː	7 3 7	XBZ	IBE	16	16.I.V 16.B.C 16.E.V	1.5 1.75 0.8	i.⁵/ifɛː.⁵¹/ɛː	0	719	i.⁵/i f ɛː.⁵¹/ɛː
6202	cutlass	NJSKung4	ɪ̀fɛ̂ː / sə̀fɛ̂ː	ɪ.¹/ɪ f ɛː.⁵¹/ɛː	7 3 7	XBZ	IBE	38	38.I.V 38.B.C 38.E.V	1.5 1.75 0.8	ɪ.¹/ɪfɛː.⁵¹/ɛː	0	719	ɪ.¹/ɪ f ɛː.⁵¹/ɛː
