ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	ALIGNMENT
3783	359_cricket	cricket	NACAbar2	NAC-Abar-2	ìndʒìndʒàŋ / kɪ̀ndʒíndʒáŋō	ìndʒìndʒàŋ	i.¹/i n dʒ i.¹/i n dʒ a.¹/a ŋ	abar1239					7 4 1 7 4 1 7 4	XMBYMBYN	INTINTAN	30	30.I.V 30.N.c 30.T.C 30.I.V 30.N.c 30.T.C 30.A.V 30.N.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	i.¹/indʒi.¹/indʒa.¹/aŋ	0	702	i.¹/i n dʒ - i.¹/i - n dʒ - a.¹/a ŋ
3784	359_cricket	cricket	NEMAjumbu9	NEM-Ajumbu-9	dzàŋ / dzâŋ~kə́dzâŋnə̀	dzàŋ	d z a.¹/a ŋ	mbuu1238		6.53792	10.2556		1 3 7 4	ACXN	TSAN	35	35.T.C 35.S.C 35.A.V 35.N.c	2.0 1.5 1.5 0.8	dza.¹/aŋ	0	712	- d z a.¹/a ŋ - - -
3785	359_cricket	cricket	NVIAjumbu1	NVI-Ajumbu-1	dzàŋ / kə́dzáŋlə̄~àdzàŋ	dzàŋ	d z a.¹/a ŋ	mbuu1238		6.53792	10.2556		1 3 7 4	ACXN	TSAN	45	45.T.C 45.S.C 45.A.V 45.N.c	2.0 1.5 1.5 0.8	dza.¹/aŋ	0	712	- d z a.¹/a ŋ - - -
3786	359_cricket	cricket	KMNAjumbu2	KMN-Ajumbu-2	dzàŋ / kə́dzâːŋlə̀	dzàŋ	d z a.¹/a ŋ	mbuu1238		6.53792	10.2556		1 3 7 4	ACXN	TSAN	24	24.T.C 24.S.C 24.A.V 24.N.c	2.0 1.5 1.5 0.8	dza.¹/aŋ	0	712	- d z a.¹/a ŋ - - -
3787	359_cricket	cricket	KDCAjumbu10	KDC-Ajumbu-10	dzàŋ / kə́dzâːnə̀	dzàŋ	d z a.¹/a ŋ	mbuu1238		6.53792	10.2556		1 3 7 4	ACXN	TSAN	18	18.T.C 18.S.C 18.A.V 18.N.c	2.0 1.5 1.5 0.8	dza.¹/aŋ	0	712	- d z a.¹/a ŋ - - -
3788	359_cricket	cricket	ENBBiya1	ENB-Biya-1	ɪ̀ⁿdʒìndʒàŋ / kə̀ⁿdʒìⁿdʒáŋə̄	ɪ̀ⁿdʒìndʒàŋ	ɪ.¹/ɪ ⁿd ʒ i.¹/i n dʒ a.¹/a ŋ	biya1235					7 1 3 7 4 1 7 4	XBCYMBYN	ITSINTAN	12	12.I.V 12.T.C 12.S.C 12.I.V 12.N.c 12.T.C 12.A.V 12.N.c	1.5 1.75 1.5 1.3 1.1 1.75 1.3 0.8	ɪ.¹/ɪⁿdʒi.¹/indʒa.¹/aŋ	0	702	ɪ.¹/ɪ - ⁿd ʒ i.¹/i - n dʒ - a.¹/a ŋ
3789	359_cricket	cricket	ICNBiya2	ICN-Biya-2	ɪ̀ⁿdʒə̀ŋ / kə̀dʒə́ŋə̄	ɪ̀ⁿdʒə̀ŋ	ɪ.¹/ɪ ⁿd ʒ ə.¹/ə ŋ	biya1235					7 1 3 7 4	XBCYN	ITSEN	13	13.I.V 13.T.C 13.S.C 13.E.V 13.N.c	1.5 1.75 1.5 1.3 0.8	ɪ.¹/ɪⁿdʒə.¹/əŋ	0	712	ɪ.¹/ɪ ⁿd ʒ ə.¹/ə ŋ - - -
3790	359_cricket	cricket	NNBBuu3	NNB-Buu-3	dʒʲɛ̂n~dʒʲɛ̀ŋ / kə́dʒʲɛ̂ntə́~dʒʲɛ᷇ŋ~dʒʲɛ᷇ŋɛ́	dʒʲɛ̂n	dʒ j ɛ.⁵¹/ɛ n	buuu1246		6.54	10.28		1 6 7 4	ACXN	TJEN	42	42.T.C 42.J.C 42.E.V 42.N.c	2.0 1.5 1.5 0.8	dʒjɛ.⁵¹/ɛn	0	712	- dʒ j ɛ.⁵¹/ɛ n - - -
3791	359_cricket	cricket	MNJBuu4	MNJ-Buu-4	dʒʲɛ̂ŋ / kə́dʒʲɛ᷇ːŋtə́	dʒʲɛ̂ŋ	dʒ j ɛ.⁵¹/ɛ ŋ	buuu1246		6.54	10.28		1 6 7 4	ACXN	TJEN	28	28.T.C 28.J.C 28.E.V 28.N.c	2.0 1.5 1.5 0.8	dʒjɛ.⁵¹/ɛŋ	0	712	- dʒ j ɛ.⁵¹/ɛ ŋ - - -
3792	359_cricket	cricket	KEMBuu1	KEM-Buu-1	dʒyə̀ŋ~dʒyɛ̀ŋ / kə́dʒyə᷇ːŋtə́~kə́dʒyɛ̂ŋtə́	dʒyə̀ŋ	dʒ j ə.¹/ə ŋ	buuu1246		6.54	10.28		1 6 7 4	ACXN	TJEN	20	20.T.C 20.J.C 20.E.V 20.N.c	2.0 1.5 1.5 0.8	dʒjə.¹/əŋ	0	712	- dʒ j ə.¹/ə ŋ - - -
3793	359_cricket	cricket	KCYBuu2	KCY-Buu-2	dʒyə̀ŋ /ə́dʒyə̂ŋ	dʒyə̀ŋ	dʒ j ə.¹/ə ŋ	buuu1246		6.54	10.28		1 6 7 4	ACXN	TJEN	17	17.T.C 17.J.C 17.E.V 17.N.c	2.0 1.5 1.5 0.8	dʒjə.¹/əŋ	0	712	- dʒ j ə.¹/ə ŋ - - -
3794	359_cricket	cricket	KHKFang12	KHK-Fang-12	dzə̀ŋ / dzə́ŋkə́	dzə̀ŋ	d z ə.¹/ə ŋ	fang1248		6.54384	10.319		1 3 7 4	ACXN	TSEN	22	22.T.C 22.S.C 22.E.V 22.N.c	2.0 1.5 1.5 0.8	dzə.¹/əŋ	0	712	- d z ə.¹/ə ŋ - - -
3795	359_cricket	cricket	DPNFang13	DPN-Fang-13	dzə̀ŋkə́ / dzə́ŋkə́	dzə̀ŋkə́	d z ə.¹/ə ŋ k ə.⁵/ə	fang1248		6.54384	10.319		1 3 7 4 1 7	ACXMBZ	TSENKE	10	10.T.C 10.S.C 10.E.V 10.N.c 10.K.C 10.E.V	2.0 1.5 1.5 1.1 1.75 0.8	dzə.¹/əŋkə.⁵/ə	0	712	- d z ə.¹/ə ŋ - k ə.⁵/ə
3796	359_cricket	cricket	KDVFang1	KDV-Fang-1	dzə̀ŋkə́ / dzə́ŋkə́	dzə̀ŋkə́	d z ə.¹/ə ŋ k ə.⁵/ə	fang1248		6.54384	10.319		1 3 7 4 1 7	ACXMBZ	TSENKE	19	19.T.C 19.S.C 19.E.V 19.N.c 19.K.C 19.E.V	2.0 1.5 1.5 1.1 1.75 0.8	dzə.¹/əŋkə.⁵/ə	0	712	- d z ə.¹/ə ŋ - k ə.⁵/ə
3797	359_cricket	cricket	JGYKoshin3	JGY-Koshin-3	ǹⁿdzə̀ŋə̀ / ńⁿdzə́ŋə̀	ǹⁿdzə̀ŋə̀	n.¹/n ⁿd z ə.¹/ə ŋ ə.¹/ə	kosh1246		6.5817	10.299		4 1 3 7 4 7	ACCYBZ	NTSENE	14	14.N.C 14.T.C 14.S.C 14.E.V 14.N.C 14.E.V	2.0 1.5 1.5 1.3 1.75 0.8	n.¹/nⁿdzə.¹/əŋə.¹/ə	0	704	n.¹/n - ⁿd z ə.¹/ə ŋ ə.¹/ə
3798	359_cricket	cricket	TELKoshin4	TEL-Koshin-4	ǹ̩zə̀ŋə̀ / ń̩zə́ŋə̀	ǹ̩zə̀ŋə̀	n.¹/n z ə.¹/ə ŋ ə.¹/ə	kosh1246		6.5817	10.299		4 3 7 4 7	ACYBZ	NSENE	46	46.N.C 46.S.C 46.E.V 46.N.C 46.E.V	2.0 1.5 1.3 1.75 0.8	n.¹/nzə.¹/əŋə.¹/ə	0	704	n.¹/n - - z ə.¹/ə ŋ ə.¹/ə
3799	359_cricket	cricket	MRYKoshin2	MRY-Koshin-2	ndzə̀ŋə̀ /  tʃɔ̀ːbə̀ (bòtʃɔ̀ːbə̀)	ndzə̀ŋə̀	n d z ə.¹/ə ŋ ə.¹/ə	kosh1246		6.5817	10.299		4 1 3 7 4 7	ACCYBZ	NTSENE	29	29.N.C 29.T.C 29.S.C 29.E.V 29.N.C 29.E.V	2.0 1.5 1.5 1.3 1.75 0.8	ndzə.¹/əŋə.¹/ə	0	704	n - d z ə.¹/ə ŋ ə.¹/ə
3800	359_cricket	cricket	KCSKung3	KCS-Kung-3	tsə̄ŋ / sə̀tsə̂ŋ	tsə̄ŋ	ts ə.³/ə ŋ	kung1260		6.53881	10.2073		2 7 4	AXN	CEN	16	16.C.C 16.E.V 16.N.c	2.0 1.5 0.8	tsə.³/əŋ	0	712	- ts - ə.³/ə ŋ - - -
3801	359_cricket	cricket	NJSKung4	NJS-Kung-4	tsə́ŋ / sə̀tsə᷇ŋ	tsə́ŋ	ts ə.⁵/ə ŋ	kung1260		6.53881	10.2073		2 7 4	AXN	CEN	38	38.C.C 38.E.V 38.N.c	2.0 1.5 0.8	tsə.⁵/əŋ	0	712	- ts - ə.⁵/ə ŋ - - -
3802	359_cricket	cricket	ZKGKung1	ZKG-Kung-1	tsɨ́ŋ / sə́tsə́ŋ	tsɨ́ŋ	ts ɨ.⁵/ɨ ŋ	kung1260		6.53881	10.2073		2 7 4	AXN	CIN	49	49.C.C 49.I.V 49.N.c	2.0 1.5 0.8	tsɨ.⁵/ɨŋ	0	712	- ts - ɨ.⁵/ɨ ŋ - - -
3803	359_cricket	cricket	BNMKung2	BNM-Kung-2	tsɨ́ŋ / sə́tsə́ŋ	tsɨ́ŋ	ts ɨ.⁵/ɨ ŋ	kung1260		6.53881	10.2073		2 7 4	AXN	CIN	7	7.C.C 7.I.V 7.N.c	2.0 1.5 0.8	tsɨ.⁵/ɨŋ	0	712	- ts - ɨ.⁵/ɨ ŋ - - -
3804	359_cricket	cricket	NMNMundabli3	NMN-Mundabli-3	dzə̀ŋ / dzə́ŋ	dzə̀ŋ	d z ə.¹/ə ŋ	mund1340					1 3 7 4	ACXN	TSEN	40	40.T.C 40.S.C 40.E.V 40.N.c	2.0 1.5 1.5 0.8	dzə.¹/əŋ	0	712	- d z ə.¹/ə ŋ - - -
3805	359_cricket	cricket	CENMundabli2	CEN-Mundabli-2	dzə̀ŋkə̀ / dzɨ̀ŋkə̀ː	dzə̀ŋkə̀	d z ə.¹/ə ŋ k ə.¹/ə	mund1340					1 3 7 4 1 7	ACXMBZ	TSENKE	8	8.T.C 8.S.C 8.E.V 8.N.c 8.K.C 8.E.V	2.0 1.5 1.5 1.1 1.75 0.8	dzə.¹/əŋkə.¹/ə	0	712	- d z ə.¹/ə ŋ - k ə.¹/ə
3806	359_cricket	cricket	LFNMundabli1	LFN-Mundabli-1	dzə̀ŋakà / dzə̀ŋkàyə́	dzə̀ŋakà	d z ə.¹/ə ŋ a.³/a k a.¹/a	mund1340					1 3 7 4 7 1 7	ACXBYBZ	TSENAKA	25	25.T.C 25.S.C 25.E.V 25.N.C 25.A.V 25.K.C 25.A.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	dzə.¹/əŋa.³/aka.¹/a	0	712	- d z ə.¹/ə ŋ a.³/a k a.¹/a
3807	359_cricket	cricket	NINMundabli4	NIN-Mundabli-4	dzə̀ŋkà / dzə̀ŋkàyə́	dzə̀ŋkà	d z ə.¹/ə ŋ k a.¹/a	mund1340					1 3 7 4 1 7	ACXMBZ	TSENKA	37	37.T.C 37.S.C 37.E.V 37.N.c 37.K.C 37.A.V	2.0 1.5 1.5 1.1 1.75 0.8	dzə.¹/əŋka.¹/a	0	712	- d z ə.¹/ə ŋ - k a.¹/a
3808	359_cricket	cricket	NGTMunken3	NGT-Munken-3	ɪ̀ndʒìndʒàŋ / kìndʒáŋā~kìndʒã́ã́	ɪ̀ndʒìndʒàŋ	ɪ.¹/ɪ n dʒ i.¹/i n dʒ a.¹/a ŋ	munk1244					7 4 1 7 4 1 7 4	XMBYMBYN	INTINTAN	36	36.I.V 36.N.c 36.T.C 36.I.V 36.N.c 36.T.C 36.A.V 36.N.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	ɪ.¹/ɪndʒi.¹/indʒa.¹/aŋ	0	702	ɪ.¹/ɪ n dʒ - i.¹/i - n dʒ - a.¹/a ŋ
3809	359_cricket	cricket	NUNMunken4	NUN-Munken-4	ʃìndʒàŋ / mʊ̀ndʒǎŋ	ʃìndʒàŋ	ʃ i.¹/i n dʒ a.¹/a ŋ	munk1244					3 7 4 1 7 4	AXMBYN	SINTAN	43	43.S.C 43.I.V 43.N.c 43.T.C 43.A.V 43.N.c	2.0 1.5 1.1 1.75 1.3 0.8	ʃi.¹/indʒa.¹/aŋ	0	702	- - - ʃ i.¹/i - n dʒ - a.¹/a ŋ
3810	359_cricket	cricket	NEAMunken1	NEA-Munken-1	àndʒáːmə́ / bìndʒáːmə́	àndʒáːmə́	a.¹/a n dʒ aː.⁵/aː m ə.⁵/ə	munk1244					7 4 1 7 4 7	XMBYBZ	ANTAME	34	34.A.V 34.N.c 34.T.C 34.A.V 34.M.C 34.E.V	1.5 1.1 1.75 1.3 1.75 0.8	a.¹/andʒaː.⁵/aːmə.⁵/ə	1	732	a.¹/a n dʒ aː.⁵/aː m ə.⁵/ə
3811	359_cricket	cricket	TNTMunken2	TNT-Munken-2	ìdʒìnndʒàŋ / kìndʒìndʒáŋə̄	ìdʒìnndʒàŋ	i.¹/i dʒ i.¹/i n n dʒ a.¹/a ŋ	munk1244					7 1 7 4 4 1 7 4	XBYLMBYN	ITINNTAN	47	47.I.V 47.T.C 47.I.V 47.N.c 47.N.c 47.T.C 47.A.V 47.N.c	1.5 1.75 1.3 1.1 1.1 1.75 1.3 0.8	i.¹/idʒi.¹/inndʒa.¹/aŋ	0	702	i.¹/i - dʒ - i.¹/i n n dʒ - a.¹/a ŋ
3812	359_cricket	cricket	MCANgun3	MCA-Ngun-3	ɪ̀dʒìndʒàŋ/kə̀dʒìⁿdʒáŋə̄~àdʒìⁿdʒáŋə̄	ɪ̀dʒìndʒàŋ	ɪ.¹/ɪ dʒ i.¹/i n dʒ a.¹/a ŋ	ngun1279					7 1 7 4 1 7 4	XBYMBYN	ITINTAN	26	26.I.V 26.T.C 26.I.V 26.N.c 26.T.C 26.A.V 26.N.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	ɪ.¹/ɪdʒi.¹/indʒa.¹/aŋ	0	702	ɪ.¹/ɪ - dʒ - i.¹/i - n dʒ - a.¹/a ŋ
3813	359_cricket	cricket	KBMNgun4	KBM-Ngun-4	ɪ̀dʒɪ̀ⁿdʒàŋ / kə̀dʒìⁿdʒàŋ~àdʒìⁿdʒàŋ	ɪ̀dʒɪ̀ⁿdʒàŋ	ɪ.¹/ɪ dʒ ɪ.¹/ɪ ⁿd ʒ a.¹/a ŋ	ngun1279					7 1 7 1 3 7 4	XBYBCYN	ITITSAN	15	15.I.V 15.T.C 15.I.V 15.T.C 15.S.C 15.A.V 15.N.c	1.5 1.75 1.3 1.75 1.5 1.3 0.8	ɪ.¹/ɪdʒɪ.¹/ɪⁿdʒa.¹/aŋ	0	702	ɪ.¹/ɪ - dʒ - ɪ.¹/ɪ - - ⁿd ʒ a.¹/a ŋ
3814	359_cricket	cricket	WCANgun1	WCA-Ngun-1	ɪ̀dʒìndʒàŋ / kə̀ndʒíndʒáŋə23	ɪ̀dʒìndʒàŋ	ɪ.¹/ɪ dʒ i.¹/i n dʒ a.¹/a ŋ	ngun1279					7 1 7 4 1 7 4	XBYMBYN	ITINTAN	48	48.I.V 48.T.C 48.I.V 48.N.c 48.T.C 48.A.V 48.N.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	ɪ.¹/ɪdʒi.¹/indʒa.¹/aŋ	0	702	ɪ.¹/ɪ - dʒ - i.¹/i - n dʒ - a.¹/a ŋ
3815	359_cricket	cricket	AOMNgun2	AOM-Ngun-2	ɪ̀dʒìndʒàŋ / kə́ndʒíndʒáŋə́	ɪ̀dʒìndʒàŋ	ɪ.¹/ɪ dʒ i.¹/i n dʒ a.¹/a ŋ	ngun1279					7 1 7 4 1 7 4	XBYMBYN	ITINTAN	3	3.I.V 3.T.C 3.I.V 3.N.c 3.T.C 3.A.V 3.N.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	ɪ.¹/ɪdʒi.¹/indʒa.¹/aŋ	0	702	ɪ.¹/ɪ - dʒ - i.¹/i - n dʒ - a.¹/a ŋ
3816	359_cricket	cricket	APBMumfu1	APB-Mumfu-1	gyə̀ŋkàː / gyə̀ŋkàːyə́	gyə̀ŋkàː	g j ə.¹/ə ŋ k aː.¹/aː	mufu1234					1 6 7 4 1 7	ACXMBZ	KJENKA	4	4.K.C 4.J.C 4.E.V 4.N.c 4.K.C 4.A.V	2.0 1.5 1.5 1.1 1.75 0.8	gjə.¹/əŋkaː.¹/aː	0	703	g j ə.¹/ə ŋ k aː.¹/aː
3817	359_cricket	cricket	DNMMumfu2	DNM-Mumfu-2	gìŋkàː~gìŋkà / gìŋkàːbə́~gìŋkà	gìŋkàː	g i.¹/i ŋ k aː.¹/aː	mufu1234					1 7 4 1 7	AXMBZ	KINKA	9	9.K.C 9.I.V 9.N.c 9.K.C 9.A.V	2.0 1.5 1.1 1.75 0.8	gi.¹/iŋkaː.¹/aː	0	703	g - i.¹/i ŋ k aː.¹/aː
3818	359_cricket	cricket	BKBMashi2	BKB-Mashi-2	ǹdzê / ńdzê	ǹdzê	n.¹/n d z e.⁵¹/e	naki1238		6.62784	10.2378		4 1 3 7	ACCZ	NTSE	6	6.N.C 6.T.C 6.S.C 6.E.V	2.0 1.5 1.5 0.8	n.¹/ndze.⁵¹/e	0	704	n.¹/n - d z - - e.⁵¹/e
3819	359_cricket	cricket	KFKMashi1	KFK-Mashi-1	dzzə̄ / dzzə̂	dzzə̄	d z z ə.³/ə	naki1238		6.62784	10.2378		1 3 3 7	ACBX	TSSE	21	21.T.C 21.S.C 21.S.C 21.E.V	2.0 1.5 1.75 1.5	dzzə.³/ə	0	720	d z z ə.³/ə
3820	359_cricket	cricket	ABSMissong1	ABS-Missong-1	ɪ̀dʒə̀ŋ / kìdʒə́ŋnə̄	ɪ̀dʒə̀ŋ	ɪ.¹/ɪ dʒ ə.¹/ə ŋ	miss1255					7 1 7 4	XBYN	ITEN	1	1.I.V 1.T.C 1.E.V 1.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒə.¹/əŋ	0	712	ɪ.¹/ɪ dʒ - ə.¹/ə ŋ - - -
3821	359_cricket	cricket	AGAMissong2	AGA-Missong-2	ɪ̀dʒə̀ŋ / kìdʒə́ŋnə̄	ɪ̀dʒə̀ŋ	ɪ.¹/ɪ dʒ ə.¹/ə ŋ	miss1255					7 1 7 4	XBYN	ITEN	2	2.I.V 2.T.C 2.E.V 2.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒə.¹/əŋ	0	712	ɪ.¹/ɪ dʒ - ə.¹/ə ŋ - - -
5159	359_cricket	cricket	NCCMumfu4	NCC-Mumfu-4	gʲɪ̀ŋkà / gʲɪ̀ŋkà	gʲɪ̀ŋkà	g j ɪ.¹/ɪ ŋ k a.¹/a	mufu1234					1 6 7 4 1 7	ACXMBZ	KJINKA	31	31.K.C 31.J.C 31.I.V 31.N.c 31.K.C 31.A.V	2.0 1.5 1.5 1.1 1.75 0.8	gjɪ.¹/ɪŋka.¹/a	0	703	g j ɪ.¹/ɪ ŋ k a.¹/a
5160	359_cricket	cricket	MEAMumfu3	MEA-Mumfu-3	gʲə̀ŋkà / gʲə̀ŋkà	gʲə̀ŋkà	g j ə.¹/ə ŋ k a.¹/a	mufu1234					1 6 7 4 1 7	ACXMBZ	KJENKA	27	27.K.C 27.J.C 27.E.V 27.N.c 27.K.C 27.A.V	2.0 1.5 1.5 1.1 1.75 0.8	gjə.¹/əŋka.¹/a	0	703	g j ə.¹/ə ŋ k a.¹/a
5435	359_cricket	cricket	NMSMissong4	NMS-Missong-4	ɪ̀dʒə̀ŋ /kídʒə́ŋnə̄	ɪ̀dʒə̀ŋ	ɪ.¹/ɪ dʒ ə.¹/ə ŋ	miss1255					7 1 7 4	XBYN	ITEN	41	41.I.V 41.T.C 41.E.V 41.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒə.¹/əŋ	0	712	ɪ.¹/ɪ dʒ - ə.¹/ə ŋ - - -
5436	359_cricket	cricket	NDNMissong5	NDN-Missong-5	ɪ̀dʒə̀ŋ /kīdʒə́ŋnə̄	ɪ̀dʒə̀ŋ	ɪ.¹/ɪ dʒ ə.¹/ə ŋ	miss1255					7 1 7 4	XBYN	ITEN	33	33.I.V 33.T.C 33.E.V 33.N.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪdʒə.¹/əŋ	0	712	ɪ.¹/ɪ dʒ - ə.¹/ə ŋ - - -
5711	359_cricket	cricket	BAAMashi4	BAA-Mashi-4	ndzèː / ndzêːjə̌	ndzèː	n d z eː.¹/eː	naki1238		6.62784	10.2378		4 1 3 7	ACCZ	NTSE	5	5.N.C 5.T.C 5.S.C 5.E.V	2.0 1.5 1.5 0.8	ndzeː.¹/eː	0	704	n - d z - - eː.¹/eː
5712	359_cricket	cricket	NCMMashi5	NCM-Mashi-5	ǹndzə̀ / ǹndzə̂	ǹndzə̀	n.¹/n n d z ə.¹/ə	naki1238		6.62784	10.2378		4 4 1 3 7	AMBCZ	NNTSE	32	32.N.C 32.N.c 32.T.C 32.S.C 32.E.V	2.0 1.1 1.75 1.5 0.8	n.¹/nndzə.¹/ə	0	704	n.¹/n n d z - - ə.¹/ə
2267	365_cup	cup	NVBAbar7	NVB-Abar-7	ɪ̀bʷôm / ɪ̀bʷòmòkɪ̀	ɪ̀bʷôm	ɪ.¹/ɪ bʷ o.⁵¹/o m	abar1239					7 1 7 4	XBYN	IPUM	44	44.I.V 44.P.C 44.U.V 44.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbʷo.⁵¹/om	0	735	ɪ.¹/ɪ bʷ - o.⁵¹/o m
2268	365_cup	cup	ECLAbar8	ECL-Abar-8	ɪ̀bʷòm / kìbʷòmò	ɪ̀bʷom	ɪ.¹/ɪ bʷ o.³/o m	abar1239					7 1 7 4	XBYN	IPUM	11	11.I.V 11.P.C 11.U.V 11.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbʷo.³/om	0	735	ɪ.¹/ɪ bʷ - o.³/o m
2269	365_cup	cup	NMAAbar1	NMA-Abar-1	ɪ̀bwôm / kɪ̀bwòmò	ɪ̀bwôm	ɪ.¹/ɪ b w o.⁵¹/o m	abar1239					7 1 6 7 4	XBCYN	IPWUM	39	39.I.V 39.P.C 39.W.C 39.U.V 39.M.c	1.5 1.75 1.5 1.3 0.8	ɪ.¹/ɪbwo.⁵¹/om	0	735	ɪ.¹/ɪ b w o.⁵¹/o m
2270	365_cup	cup	NACAbar2	NAC-Abar-2	ɪ̀bwôm / kɪ̀bwòmò	ɪ̀bwôm	ɪ.¹/ɪ b w o.⁵¹/o m	abar1239					7 1 6 7 4	XBCYN	IPWUM	30	30.I.V 30.P.C 30.W.C 30.U.V 30.M.c	1.5 1.75 1.5 1.3 0.8	ɪ.¹/ɪbwo.⁵¹/om	0	735	ɪ.¹/ɪ b w o.⁵¹/o m
2271	365_cup	cup	NEMAjumbu9	NEM-Ajumbu-9	fə̀ʃʲə́ː / m̩̀ʃʲə́	fə̀ʃʲə́ː	f ə.¹/ə ʃʲ əː.⁵/əː	mbuu1238		6.53792	10.2556		3 7 3 7	AXBZ	BESE	35	35.B.C 35.E.V 35.S.C 35.E.V	2.0 1.5 1.75 0.8	fə.¹/əʃʲəː.⁵/əː	0	742	f ə.¹/ə ʃʲ - - əː.⁵/əː
2272	365_cup	cup	NVIAjumbu1	NVI-Ajumbu-1	fə̀ʃyə̄ / ə̀mʃyə̄~m̀ʃyə́	fə̀ʃyə̄	f ə.¹/ə ʃ j ə.³/ə	mbuu1238		6.53792	10.2556		3 7 3 6 7	AXBCZ	BESJE	45	45.B.C 45.E.V 45.S.C 45.J.C 45.E.V	2.0 1.5 1.75 1.5 0.8	fə.¹/əʃjə.³/ə	0	742	f ə.¹/ə ʃ - j ə.³/ə
2273	365_cup	cup	KMNAjumbu2	KMN-Ajumbu-2	fə̀ʃyə́ / m̀ʃyə́	fə̀ʃyə́	f ə.¹/ə ʃ j ə.⁵/ə	mbuu1238		6.53792	10.2556		3 7 3 6 7	AXBCZ	BESJE	24	24.B.C 24.E.V 24.S.C 24.J.C 24.E.V	2.0 1.5 1.75 1.5 0.8	fə.¹/əʃjə.⁵/ə	0	742	f ə.¹/ə ʃ - j ə.⁵/ə
2274	365_cup	cup	KDCAjumbu10	KDC-Ajumbu-10	fə̀ʃʲéːfə́ / m̩̀ʃʲéːfə́	fə̀ʃʲéːfə́	f ə.¹/ə ʃʲ eː.⁵/eː f ə.⁵/ə	mbuu1238		6.53792	10.2556		3 7 3 7 3 7	AXBYBZ	BESEBE	18	18.B.C 18.E.V 18.S.C 18.E.V 18.B.C 18.E.V	2.0 1.5 1.75 1.3 1.75 0.8	fə.¹/əʃʲeː.⁵/eːfə.⁵/ə	0	742	f ə.¹/ə ʃʲ eː.⁵/eː f ə.⁵/ə
2275	365_cup	cup	ENBBiya1	ENB-Biya-1	ɪ̀bʷóm~kɒ́p / kə̀bʷə̀mə̀~bə̀kɒ́p	ɪ̀bʷóm	ɪ.¹/ɪ bʷ o.⁵/o m	biya1235					7 1 7 4	XBYN	IPUM	12	12.I.V 12.P.C 12.U.V 12.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbʷo.⁵/om	0	735	ɪ.¹/ɪ bʷ - o.⁵/o m
2276	365_cup	cup	ICNBiya2	ICN-Biya-2	ɪ̀bʷôm / kə̀bʷômmə́	ɪ̀bʷôm	ɪ.¹/ɪ bʷ o.⁵¹/o m	biya1235					7 1 7 4	XBYN	IPUM	13	13.I.V 13.P.C 13.U.V 13.M.c	1.5 1.75 1.3 0.8	ɪ.¹/ɪbʷo.⁵¹/om	0	735	ɪ.¹/ɪ bʷ - o.⁵¹/o m
2277	365_cup	cup	NNBBuu3	NNB-Buu-3	dʒém / kə́dʒêmtə́	dʒém	dʒ e.⁵/e m	buuu1246		6.54	10.28		1 7 4	AXN	TEM	42	42.T.C 42.E.V 42.M.c	2.0 1.5 0.8	dʒe.⁵/em	0	749	- dʒ - e.⁵/e m
2278	365_cup	cup	MNJBuu4	MNJ-Buu-4	dʒʲém / kə́dʒʲémtə́	dʒʲém	dʒ j e.⁵/e m	buuu1246		6.54	10.28		1 6 7 4	ACXN	TJEM	28	28.T.C 28.J.C 28.E.V 28.M.c	2.0 1.5 1.5 0.8	dʒje.⁵/em	0	749	- dʒ j e.⁵/e m
2279	365_cup	cup	KEMBuu1	KEM-Buu-1	dʒyə́m / kə́dʒyə́mtə́	dʒyə́m	dʒ j ə.⁵/ə m	buuu1246		6.54	10.28		1 6 7 4	ACXN	TJEM	20	20.T.C 20.J.C 20.E.V 20.M.c	2.0 1.5 1.5 0.8	dʒjə.⁵/əm	0	749	- dʒ j ə.⁵/ə m
2280	365_cup	cup	KCYBuu2	KCY-Buu-2	ndʒyə́m / ə́ndʒyə̂m	ndʒyə́m	n dʒ j ə.⁵/ə m	buuu1246		6.54	10.28		4 1 6 7 4	ACCYN	NTJEM	17	17.N.C 17.T.C 17.J.C 17.E.V 17.M.c	2.0 1.5 1.5 1.3 0.8	ndʒjə.⁵/əm	0	749	n dʒ j ə.⁵/ə m
